Question,Subj_Q,Answer,Subj_A
السؤال الحقيقي هو  مالذي نختار ان نوليه اهتمامنا  ما القيم التي نختارها لكي تستند أفعالنا اليها  وما المقاييس التي نختارها لاستخدامها في قياس حياتنا  وهل هذه خيارات جيدة هل هي قيم جيدة ومقاييس جيدة,1,ما نوليه اهتمامنا هو ما خلقنا لأجله  وهو عبادة الله تعالى  والاستعداد للآخرة  مع عدم نسيان نصيبنا من الدنيا والدين المشروع من قبل الله تعالى هو معيار القيم التي نختارها  وهي بلا شك خير القيم وأحسنها  فإن الله يأمر بالعدل والإحسان وإيتاء ذي القربى  وينهى عن الفحشاء والمنكر والبغي,1
هل للمرأة المطلقة التي لم يتم الدخول بها من عدة ,0,لا وإذا أراد أن يتزوجها مجدد ا يكون بعقد ومهر جديدين لأنها بائن قال تعالى ی ـ  أ ی  ه ا ٱل  ذ ین  ء ام ن و ا  إ ذ ا ن ك ح ت م  ٱل م ؤ م ن ـ ت  ث م   ط ل  ق ت م وه ن   م ن ق ب ل  أ ن ت م س  وه ن   ف م ا ل ك م  ع ل ی ه ن   م ن  ع د  ة  ت ع ت د  ون ه ا  ف م ت  ع وه ن   و س ر  ح وه ن   س ر اح ا ج م یل ا  Surat Al Ahzab 49 ,1
 و إ ن ت ط ع  أ ك ث ر  م ن ف ي ال أ ر ض  ي ض ل  وك  ع ن س ب يل  الل  ه    هل كل من يد عي الإسلام يستحق الطاعة  كيف يمكنني معرفة من تحق له الطاعة ,1,هناك عدة أمور لابد من فهمها   1 الطاعة المطلقة تكون لله رب العالمين  والطاعة للرسول صلى الله عليه وسلم قال الله   أطيعوا الله وأطيعوا الرسول قال الله  من يطع الرسول فقد أطاع الله 2  طاعة أي أحد مشروطة بطاعته لله ورسوله قال الله   ي  أ ي  ه ا ال  ذ ين  ء ام ن و ا أ ط يع وا الل  ه  و أ ط يع وا الر  س ول  و أ ول ى ال أ م ر  م نك م    ف إ ن ت ن ز ع ت م  ف ى ش ى ء  ف ر د  وه  إ ل ى الل  ه  و الر  س ول  إ ن ك نت م  ت ؤ م ن ون  ب الل  ه  و ال ي و م  ال ء اخ ر    ذ ل ك  خ ي ر  و أ ح س ن  ت أ و يل ا    سورة النساء   59  وقال رسول الله صلى الله عليه وسلم  لا طاعة لمخلوق في معصية الخالقوقال أيضا   إنما اهناك عدة أمور لابد من فهمها   1 الطاعة المطلقة تكون لله رب العالمين  والطاعة للرسول صلى الله عليه وسلم قال الله   أطيعوا الله وأطيعوا الرسول قال الله  من يطع الرسول فقد أطاع الله 2  طاعة أي أحد مشروطة بطاعته لله ورسوله قال الله   ي  أ ي  ه ا ال  ذ ين  ء ام ن و ا أ ط يع وا الل  ه  و أ ط يع وا الر  س ول  و أ ول ى ال أ م ر  م نك م    ف إ ن ت ن ز ع ت م  ف ى ش ى ء  ف ر د  وه  إ ل ى الل  ه  و الر  س ول  إ ن ك نت م  ت ؤ م ن ون  ب الل  ه  و ال ي و م  ال ء اخ ر    ذ ل ك  خ ي ر  و أ ح س ن  ت أ و يل ا    سورة النساء   59  وقال رسول الله صلى الله عليه وسلم  لا طاعة لمخلوق في معصية الخالقوقال أيضا   إنما الطاعة في المعروف  بل إن الكافر لو طلب منك شيئا فيه طاعة لله  فلابد من إجابته لحق اللهقال رسول الله صلى الله عليه وسلم   والله لا يسألوني خطة يعظمون بها محارم الله إلا أجبتهم إليها 3  بخصوص الآية التي ذكرتها  قال ابن كثير    فالآية في طاعة الضالين  ,1
هل اختلاف المسلمين رحمة  ولماذا لم يكن كذلك اختلاف الأمم الأخرى ,0,اختلاف المسلمين ابتلاء كما بين لنا رسول الله صلى الله عليه وسلم وعلينا ان نصبر على ذلك   ونتمسك بكتاب الله وسنه رسول الله صلى الله عليه وسلم  اختلاف الامم الأخرى أيضا كان ابتلاء لهم  بشكل عام الدنيا دار ابتلاء  وعلى العاقل اختيار طريق السلامه  وترك ما يضره في دينه ودنياه  ولكن من رحمه الله في هذه الامه ان حفظ لها كتابها المنزل الى يوم القيامة من التحريف  وهذا الذي يخفف من مراره ابتلاء الخلاف والاختلاف ان هناك مرجعا لا ياتيه الباطل من بين يديه ولا من خلفه ,1
هل لعب الشطرنج محرم شرعا   ولماذا ,0,أظن التفصيل هنا ينهي فيه الكفايةأظن التفصيل هنا ينهي فيه الكفاية,1
أنا أعمل في صالة رياضية 12 ساعة ولا أستطيع الذهاب إلى المسجد لأداء الصلوات  فأقوم بالصلاة بجميع الشباب في النادي إماما   ما حكم الدين في هذا  وهل هي صلاة مقبولة ,0,أيوا مقبولة بأذن الله طالما هي صلاة جماعة فلا حرج ,1
السؤال  قرأت في أحد الكتب نصيحة وهي ألا تجعل من عبادة الله عادة  كيف يجعل المسلم من عبادة الله عبادة لله وليست عادة اعتادها  جزاكم الله خير ا ,1,يحدث ذلك باخلاص النية لله وجعلها لله الحديث الشريف جاء فيه إنما الأعمال بالنيات وإنما ولكل امرئ مانوي فمن كان هجرته لله ولرسوله فهجرته لله ولرسوله ومن كان هجرته لدنيا يصيبها أو امرأة ينكحها فهجرته إلي ماهاجر إليه  او كما قاللذلك كان الصحابة يضعوا في العمل الواحد اكثر من نية والله تعالي يؤجرهم علي كل نواياهم فلو نويت الاعتكاف مدة صلاتك فلو نمت حتي معاد الصلاة الاخري ولم تخرج كانت الصلاتين ومابينهما عبادة والنوم بنية التقوي لقيام اليل مثلااي عادة تعملها اذا وضعت بها نية أنها لله تحولت إلي عبادة عملك  تحصيلك الدراسى  حتي جلب طلبات المنزل لوالديك بالنية تكون بر وهكذا أكثروا من النوايا تتحول كل أعمالكم لعبادة ,1
آخر آية تدبرتها من القرآن الكريم ووقفت عندها  ماذا اكتشفت فيها  وماذا تعلمت منها ,1,ث م   ت و ل  ي ت م م  ن  ب ع د  ذ  ل ك    ف ل و ل ا ف ض ل  ٱلل  ه  ع ل ي ك م  و ر ح م ت ه ۥ ل ك نت م م  ن  ٱل خ  س ر ين   إن  كل ذلك من رحمة الله بينا لا بسعينا ولا بكدنا ولا بحولنا ولا قوتنا الحمدلله على أدق   النعم  التي لا ثناء  ولا حمد ا يوفيها  أنصحكم بهذا البرنامج العظيم آية استوقفتني ومضات لتيسير تدب  ر وات باع الآيات ١  يعرض لك آية أو جزء من آية بطريقة تدبرية عملية  وبلغة أدبية مشوقة ٢  التعليق على الآية يكون مركزا ومختصرا جدا تنتهي منه في دقيقة أو دقيقتين ٣  هناك أيقونات بجوار كل آية تستطيع من خلالها الاطلاع على تفسير الآية من خلال التفسير الميسر وتفسير السعدي ٤  يمنكك إضافة أي منث م   ت و ل  ي ت م م  ن  ب ع د  ذ  ل ك    ف ل و ل ا ف ض ل  ٱلل  ه  ع ل ي ك م  و ر ح م ت ه ۥ ل ك نت م م  ن  ٱل خ  س ر ين   إن  كل ذلك من رحمة الله بينا لا بسعينا ولا بكدنا ولا بحولنا ولا قوتنا الحمدلله على أدق   النعم  التي لا ثناء  ولا حمد ا يوفيها  أنصحكم بهذا البرنامج العظيم آية استوقفتني ومضات لتيسير تدب  ر وات باع الآيات ١  يعرض لك آية أو جزء من آية بطريقة تدبرية عملية  وبلغة أدبية مشوقة ٢  التعليق على الآية يكون مركزا ومختصرا جدا تنتهي منه في دقيقة أو دقيقتين ٣  هناك أيقونات بجوار كل آية تستطيع من خلالها الاطلاع على تفسير الآية من خلال التفسير الميسر وتفسير السعدي ٤  يمنكك إضافة أي من الوقفات إلى المفضلة من خلال الضغط على علامة       ٦  ومن أكبر مميزات هذا التطبيق    أنه يوجد أيقونة تفاعلية  ورقة العمل  لكل آية  يمكنك من خلالها إكمال الانتفاع بالآيات  وإرسال إجابتك لنا لو أردت  وحفظها لديك مجمعة بداخل أيقونة  أوراقي العملية  بالصفحة الرئيسية داخل التطبيق  ٧  عند فتح الهاتف بعد الفجر تجد رسالة تنبيه تحتوي على حلقة من حلقات آية استوقفتني  يمكنك أن تجعلها وردك  فهما وتدبرا وعملا وحفظا  في ذلك اليوم ٨  يمكنك مشاركة الآيات مع التعليقات عليها مع غيرك من خلال أيقونة المشاركة داخل التطبيق ٩  التطبيق لا يحتل مساحة تقريبا على جهازك  مساحته واحد ميجا تقريبا بادر في الاشتراك في التطبيق  ووضع تأييد للإجابة  ونشره وتشجيع غيرك على الاشتراك به  ولا تحرم نفسك هذا الأجر الكبير نفع الله بكم  ,1
كيف يربي الأب المسلم أبنائه وبناته على دين الإسلام ,0,ليعلمهم التوحيد أولا وقراءة القرآن  وإذا كان يعرف السنة فليعلمهم ما استطاع وإلا فليرسلهم إلى من يعلمهم  والله أعلم و المستعان ,1
كيف يقاوم الإنسان الضغوط النفسية ,0,يقاوم بذكر الله عز و جل صباحا و مساءا مع  المواضبة على الصلوات في وقتها بل إضافة إلى حسن الخلق و بر الوالدين و الإبتعاد عن كل الحرام,1
هل حقا  وصلنا لنهاية مسلسل انتصارات أمة عظيمة ظهرت في أقصى بقاع الأرض  هل يمكن لشخص أن يعيد الهيبة للإسلام والمسلمين في ظل التسلط الأمريكي على العالم ,1,لا تخف يا صديقياخبرنا الرسول صلى الله عليه وسلم عن ما سيحدث للاسلام خلال الزمنو اخبرنا الرسول صلى الله عليه ان الاسلام بدأ غريب و سيعود غريبو ان دين الله سينتصر في نهاية الامر سيعود الاسلام قوياو اخر زمان ستأتي ريح تأخذ ارواح المؤمنينو تقوم الساعه على شرار الخلق,1
لماذا قال عز وجل في سورة يوسف  امرأة العزيز  ولم يقل  زوجة العزيز    تفضلوا لنستفد ,0,شكرا على طلب إجابة  هل تقول عن زوجتك امرأتي     أو زوجتي   أم صاحبتي     السؤال مالفرق ﺑﻴﻦ ﺍﻟﻤﺮأة ﻭﺍﻟﺰﻭجة ﻭﺍﻟﺼﺎﺣﺒﺔ  الإجابة ﺍﻟﻤﺮﺃﺓ   ﺫﺍ ﻛﺎﻧﺖ ﻫﻨﺎﻙ ﻋﻼﻗﺔ ﺟﺴدية ﺑﻴﻦ ﺍﻟﺬﻛﺮ ﻭﺍﻷﻧﺜﻰ   ولا يوجد بينهما انسجام وتوافق فكري ومحبة ﺗﺴﻤﻰ ﺍﻷﻧﺜﻰ ﻫﻨﺎ    ﺍﻣﺮﺃﺓ       ﺍﻟﺰﻭﺟﺔ   ﺇﺫﺍ ﻛﺎﻧﺖ ﻫﻨﺎﻙ ﻋﻼﻗﺔ ﺟﺴدية وﻳﺘﺮﺍﻓﻖ ﺫﻟﻚ مع اﻧﺴﺠﺎﻡ ﻓﻜﺮﻱ وتوافق ومحبة ﺗﺴﻤﻰ ﺍﻷﻧﺜﻰ هنا    ﺯﻭﺟﺔ     ﻗﺎﻝ ﺍﻟﻠﻪ ﺗﻌﺎﻟﻰ     ﺍﻣﺮﺃﺓ ﻧﻮﺡ        ﺍﻣﺮﺃﺓ ﻟﻮﻁ    ﻭﻟﻢ ﻳﻘﻞ   ﺯﻭﺟﺔ نوح ولا زوجة لوط بسبب الخلاف الايماني بينهما    فهما نبيان مؤمنان وانثى كل منهما غير مؤمنة     فسمى الله كلا منهما امرأة وليست زوجة وكذلك قال الله    ﺍﻣﺮﺃﺓ ﻓﺮﻋﻮﻥ    ﻷﻥ ﻓﺮﻋﻮﻥ ﻟﻢ ﻳﺆﻣﻦ ﻭﻟﻜﻦ ﺍﻣﺮﺃﺗﻪ آﻣﻨﺖ فلم يتفقا في الايمان فكانت امرأة وليست زوجة  أنظر إلى مواضع استخدام القرآن الكريم للفظ   زوجة   ﻗﺎﻝ تعالى في شأن آدم وزوجه     ﻭﻗﻠﻨﺎ ﻳﺎ ءاﺩﻡ ﺍﺳﻜﻦ ﺃﻧﺖ ﻭﺯﻭﺟﻚ ﺍﻟﺠﻨﺔ    وقال في شأن النبي محمد صلى الله عليه وسلم   ﻳﺎ ﺃﻳﻬﺎ ﺍﻟﻨﺒﻲ ﻗﻞ ﻷﺯﻭﺍﺟﻚ    وذلك ليدلل الحق جل جلاله على التوافق الفكري والانسجام التام بينه وبينهن ﻭﻟﻜﻦ    ﻫﻨﺎﻙ ﻣﻮﺿﻮﻉ ﻃﺮﻳﻒ ﻟﻤﺎﺫﺍ استخدم القرآن الكريم لفظ  امرأة  على لسان سيدنا زكريا على الرغم من أن هناك توافق فكري وانسجام بينهما  ﻳﻘﻮﻝ الله تعالى     ﻭﻛﺎﻧﺖ ﺍﻣﺮﺃﺗﻲ ﻋﺎﻗﺮﺍ      والسبب في ذلك أﻧﻪ ﻣﻦ ﺍﻟﻤﺤﺘﻤﻞ ﺃﻥ ﻳﻜﻮﻥ ﻫﻨﺎﻙ ﺧﻠﻞ ما ﻓﻲ ﻋﻼﻗﺔ ﺯﻛﺮﻳﺎ ﻣﻊ ﺯﻭﺟﺘﻪ ﺑﺴﺒﺐ ﻣﻮﺿﻮﻉ ﺍلإﻧﺠﺎﺏ ﻓﻴﺸﻜﻮ ﻫﻤﻪ ﺇﻟﻰ ﺍﻟﻠﻪ تعالى واصفا من معه بأنها امرأته وليست زوجته      ولكن بعد أن رزقه الله ولدا وهو سيدنا يحيى اختلف التعبير القرآني فقال الله تعالى   ﻓﺎﺳﺘﺠﺒﻨﺎ ﻟﻪ ﻭﻭﻫﺒﻨﺎ ﻟﻪ ﻳﺤﻴﻰ ﻭﺃﺻﻠﺤﻨﺎ ﻟﻪ ﺯﻭﺟﻪ    فاسماها الله تعالى زوجة وليست امرأة بعد اصلاح خلل عدم الانجاب    ﻭ ﻓﻀﺢ الله بيت ﺃبي ﻟﻬﺐ   ﻓﻘﺎﻝ ﺗﻌﺎﻟﻰ     ﻭﺍﻣﺮﺃﺗﻪ ﺣﻤﺎﻟﺔ ﺍﻟﺤﻄﺐ    ليدلل القرآن أنه لم يكن بينهما انسجام وتوافق   الصاحبة  يستخدم القرآن الكريم لفظ   صاحبة   عند انقطاع العلاقة الفكرية والجسدية بين الزوجين    لذلك فمعظم مشاهد يوم القيامة استخدم فيها القرآن لفظ   صاحبة  قال تعالى     ﻳﻮﻡ ﻳﻔﺮ ﺍﻟﻤﺮﺀ ﻣﻦ ﺃﺧﻴﻪ ﻭﺃﻣﻪ ﺃﺑﻴﻪ ﻭﺻﺎﺣﺒﺘﻪ ﻭﺑﻨﻴﻪ    لأن ﺍﻟﻌﻼﻗﺔ اﻟﺠﺴﺪﻳﺔ ﻭﺍﻟﻔﻜﺮﻳﺔ انقطعت بينهما بسبب أهوال يوم القيامة    ﻭﺗﺄﻛﻴﺪﺍ  ﻟﺬﻟﻚ ﻗﺎﻝ ﺍﻟﻠﻪ ﺗﻌﺎﻟﻰ ﺻﺮﺍﺣﺔ    ﺃﻧﻰ ﻳﻜﻮﻥ ﻟﻪ ﻭﻟﺪ ﻭﻟﻢ ﺗﻜﻦ ﻟﻪ ﺻﺎﺣﺒﺔ    ﻟﻤﺎﺫﺍ ﻟﻢ ﻳﻘﻞ    ﺯﻭﺟﺔ    ﺃﻭ    ﺍﻣﺮﺃﺓ      قال الله تعالى ذلك لينفي ﺃﻱ ﻋﻼﻗﺔ ﺟﺴﺪﻳﺔ ﺃﻭ ﻓﻜﺮﻳﺔ ﻣﻊ ﺍﻟﻄﺮﻑ الآخر نفيا  قاطعا  ﺟﻤﻠﺔ  ﻭﺗﻔﺼﻴلا   ﻓﺴﺒﺤﺎﻥ ﺍﻟﻠﻪ الذي أنزل هذا القرآن الكريم المعجز والذي قال فيه في سورة الإسراء  ,1
أقرأ كتاب اسمه  المنهج الأحمد في تراجم أصحاب الإمام أحمد  للعليمي المقدسي الحنبلي وفيه وصف بديع لسيرة ابن تيمية وابن الجوزي وغيرهم وشكرا  للشيخ في اليوتيوب الذي أرشدني إليه  فهل تعرف شيء عن هذا الكتاب ,1,هل يمكنك تلخيص بعض النقاط المهمة فى هذا الكتاب ,1
أريد أن أسأل شخص ا كان يرتكب الكثير من المعاصي أم لم يكن ولكن بعيد عن الله  ثم تحول وأصبح مخلص ا لله والتزم بالصلاة والقرآن والذكر  ما الذي دفعك إلى هذا التغيير ,1,السلام عليكمأنا في الرابعة و العشرين من عمري   عندما أصبحت في سن الثامنة عشر أنقطعت عن أقامة الصلاة و عن الصوم و عن فعل أي شيء جيد بالنسبة لديني و دنياي   و بالنسبة للمعاصي فعلت الكثير و الكثير والكثير   ولكن هناك صوت في داخلي كان صغيرا و خافتا و يقول لي   محمد انت تعرف ان الطريق الوحيد للنجاة هو طريق الله  في يوم من الأيام و ليست بالفترة الطويلة   كسرت نفسي لأجل شخص ما   كنت أريد معرفة الحقيقة و من يعرف حقيقة كل شيء غير الله   هنا ذهبت باكيا خاشعا أصلي و أدعوه لكي يظهر لي حقيقة هذا الشخص   و اظهرها لي بعدها بفترة نظرت لنفسي و قلت ماذا تفعل يا محمد   ألا تخجل من نفسك   تبكي و تحزن و تكسر نفسك السلام عليكمأنا في الرابعة و العشرين من عمري   عندما أصبحت في سن الثامنة عشر أنقطعت عن أقامة الصلاة و عن الصوم و عن فعل أي شيء جيد بالنسبة لديني و دنياي   و بالنسبة للمعاصي فعلت الكثير و الكثير والكثير   ولكن هناك صوت في داخلي كان صغيرا و خافتا و يقول لي   محمد انت تعرف ان الطريق الوحيد للنجاة هو طريق الله  في يوم من الأيام و ليست بالفترة الطويلة   كسرت نفسي لأجل شخص ما   كنت أريد معرفة الحقيقة و من يعرف حقيقة كل شيء غير الله   هنا ذهبت باكيا خاشعا أصلي و أدعوه لكي يظهر لي حقيقة هذا الشخص   و اظهرها لي بعدها بفترة نظرت لنفسي و قلت ماذا تفعل يا محمد   ألا تخجل من نفسك   تبكي و تحزن و تكسر نفسك لأجل شخص و حتى عندما ذهبت الى ربك ذهبت بسبب ذلك الشخص   الا تستحي من نفسك  ألم تنظر كم قصرت في حق ربك   ألم تخشى يوم أجلك وأنت لم تفعل شيء للقاء ربك   و كثيرت الأسئلة و أستحيت أن أقطع علاقتي بربي بعدها و ع س ى  أ ن ت ك ر ه وا ش ي ئ ا و ه و  خ ي ر  ل  ك م    و ع س ى  أ ن ت ح ب  وا ش ي ئ ا و ه و  ش ر   ل  ك م   هذه الاية الكريمة ساعدتني على تجاوز ذلك الأمر   لأني لا أعلم و الله يعلم كل شيء ق ل  ي ا ع ب اد ي  ال  ذ ين  أ س ر ف وا ع ل ى  أ نف س ه م  ل ا ت ق ن ط وا م ن ر  ح م ة  الل  ه    إ ن   الل  ه  ي غ ف ر  الذ  ن وب  ج م يع ا   إ ن  ه  ه و  ال غ ف ور  الر  ح يم هذه الاية الكريمة هي كل ما نحتاجه في هذه الحياة  فمهما عملت من ذنوب و من معاصي أذ استغفرت ربك فسوف يغفر لك كل شيء فهو الغفور الرحيم,1
إذا كان المذهب الحنفي يعرف بكثرة الفروع والمذهب المالكي يعرف بكثرة القواعد الأصولية والمذهب الحنبلي يعرف بكثرة الروايات عن أحمد  فبماذا يعرف المذهب الشافعي ,1,أهم ما يميز الشافعي أنه ضيق القياس والرأي ولكن لم يلغي ولم يعارض ولكن الاساس دائما النص الشرعي حتي إنه قال رحمه الله إذا صح الحديث فإنه مذهبي و قال ايضا إذا وجدتم في كتابي ما يخالف سنة رسول الله صلى الله عليه وسلم فاعملوا بها و دعوا ما قلته   ,1
ما الحيل الثابتة التي يلجأ إليها الملحد لمحاولة إثبات أنه على صواب ,1,استغلال جهل الناس بدينهم فمعظم شبهاتهم مردود عليها في كتب العلماء منذ مئات السنين,1
كيف تحافظ على صلاة الفجر في وقتها  وكيف نداوم على ذلك  وما تجربتكم ,0,اجتهد حتى تذوق حلاوة صلاة الفجر ومن ثم سوف لا يكون بمقدورك ان تتركها ولو يوما واحدا  اما كيف تذوقها فعليك بالذهاب الى المسجد واداءها في وقتها بل وقراءة القرآن قبلها وبعدها  ولتحافظ عليها يجب أن تنام باكرا واياك والسهر والمحافظة على القيلولة في الظهيرة وعدم إجهاد النفس مع وضع منبه بجانبك أثناء النوم او تطلب احدا من الناس يساعدك على القيام الى صلاة الفجر كما لا تنسى ان تدعوا الله ان يعينك على هذا الامرفان الله هو من يوقض هذا لمناجاته  ولا يأذن للآخرين لسر يعلمه ,1
كم ملحد صادفك وأحسست أنه مقتنع فعلا  بما يقول ,1,ليس كثير  لكن عندما يشعر انه امام شخص ذو حجة لايبداء نقاش ويحاول عدم النقاش  لكن يسعد بنقاشه مع بسطاء,1
ما العلاقة بين أصول الفقه والقواعد الفقهية ,0,أصول الفقه هي دلائل الفقه إجمالا وكيفية الاستفادة منها وحال المستفيدأي يبحث فيه عن الأدلة الشرعية بشكل عام من حيث ثبوتها و حجيتها ثم كيف نستفيد الأحكام منها وشروط من يمارس الاستفادةأما القواعد الفقهية هي بمثابة ضوابط وقوانين تندرج تحتها العديد من الفروع الفقهية والأحكام كقاعدة المشقة تجلب التيسير أو اليقين لا يزول بالشكإذا أصول الفقه نستنبط بها أحكام الفروع من الأدلة الشرعية ثم نجمع الفروع الفقهية المتشابهة ونصوغ لها قاعدة تجمعها تسهل على الفقيه استحضار الفروع الكثيرة بمجرد استحضار القاعدةهذا والله تعالى أعلم,1
أبو الورد المازني هو صحابي سكن مصر وله حديث واحد عن النبي هو  إ ي  اك م والس  رية  الت ي إ ن لقي ت  ف ر  ت  وإ ن غ ن م ت  غ ل  ت    فمن يشرحه ,0,هو حديث ضعيف كما جاء في الدرر السنية  الراوي   أبو الورد بن ثمامة   المحدث   ابن القطان   المصدر   الوهم والإيهام   الصفحة أو الرقم   3 484   خلاصة حكم المحدث   إسناده ضعيف جدا وقد أورده الألباني في السلسة الضعيفة والله تعالى أعلم,1
ماذا تعرف عن الحسين بن علي بن أبي طالب ,0,داعية من آهل البيت جدا عن جد و أب عن أب محافظ على سنة رسول الله صلى الله عليه و سلم يجيبك عن الحسين رضي الله عنه بإختصار شديد   م خول له بإذن الله التحدث بإسم 2 مليار مسلم ويمثلهم بصفته الناطق الرسمي لأهل البيت الأطهار وزوجاته الكرام وصحابته أجمعين رضي الله عنهم أجمعين بدون استثناء  ,1
ما حكم بيع بضاعة مملوكة لي ولكن ليست بين يدي بل في دولة أخرى والزبون أيضا  في دولة أخرى ,0,الاصل في البيوع شرطان فيما اعلم الاول   ان تكون البضاعه مملوكه لك فلا يجوز بيع مالا تملك الثاني   ان تكون في حرزك   والحرز هو المكان الخاص بك للتخزين او ماينطبق عليه صفه الملكيه   كالمستودع وكراج السياره  وهنا وقفه بعض البضائع لايمكن نقلها الى حرز خاص كالعقار او مجموعه سيارات لكن يكتفي بصفه النقل الى الحرز ويمثله عقد الملكيه او مايسمى بالبوليصه فإن انطبق الشرطان جاز بيعك ولو كانت ببلد آخر بارك الله لك في بيعكليست فتوى بل مراجعه للمعلومات وإن كان من تصحيح فأهلا بالعلم وسهلا ,1
في حديث  كم أجعل لك من صلاتي   ماذا كان يقصد بأن يجعل له صلاته كلها  كيف ,0,الصلاة لغة معناها الدعاء وهو هنا المقصود  أي كم أدعو لك يا رسول الله لا الصلاة المعروفة بالقيام والركوع والسجود والجلوس ,1
ما سر رسوخ الإسلام أمام طوفان الاكتشافات العلمية المتسارعة دون تعارض بينهما ,1,بسم الله والصلاة والسلام على رسول اللهلا غرابة في ذلك اذا كان مصدر الاسلام ومصدر العلوم التجريبية واحد وهو الله عز وجلفالله عز وجل هو الذي شرع الدين وأكمل أوامره ونواهيه   اليوم أكملت لكم دينكم وأتممت عليكم نعمتي ورضيت لكم الاسلام دينا   وهو سبحانه من خلق لنا هذا الكون وأحكم قوانين بقاءه وخلق لنا علوم ا شتى قال تعالى   وما أوتيتم من العلم إلا قليل ا   فالعلم مؤتى ومخلوق من قبل الله عز وجلوكان من حكمته سبحانه أن أعطنا الملكات لدراسة هذه العلوم وتعلمها ليرسخ لنا إيماننا به تبارك وتعالى قال تعالى   سنريهم آياتنا في الآفاق وفي أنفسهم حتى يتبين لهم أنه الحق  وكان من حكمته أيض ا ألا يتعارض دينه الذيبسم الله والصلاة والسلام على رسول اللهلا غرابة في ذلك اذا كان مصدر الاسلام ومصدر العلوم التجريبية واحد وهو الله عز وجلفالله عز وجل هو الذي شرع الدين وأكمل أوامره ونواهيه   اليوم أكملت لكم دينكم وأتممت عليكم نعمتي ورضيت لكم الاسلام دينا   وهو سبحانه من خلق لنا هذا الكون وأحكم قوانين بقاءه وخلق لنا علوم ا شتى قال تعالى   وما أوتيتم من العلم إلا قليل ا   فالعلم مؤتى ومخلوق من قبل الله عز وجلوكان من حكمته سبحانه أن أعطنا الملكات لدراسة هذه العلوم وتعلمها ليرسخ لنا إيماننا به تبارك وتعالى قال تعالى   سنريهم آياتنا في الآفاق وفي أنفسهم حتى يتبين لهم أنه الحق  وكان من حكمته أيض ا ألا يتعارض دينه الذي أنزله وأحكمه مع العلم الذي خلقه فعند موافقتهم لبعضهم البعض حتى بعد مرور أكثر من ألف وأربعمائة سنه١   يتضح أن دين الاسلام هو الحق الراسخ وغيره هو الباطل الزاهق   وقل جاء الحق وزهق الباطل إن الباطل كان زهوقا  ٢   ويتضح أيض ا أن المصدر والخالق والحاكم واحد أحد لا ثاني له ولا شريك فلو كان فيهما آلهة غير الله لفسدتا ولذهب كل إله بما خلق ولعلا بعضهم على بعضفسبحان من له الحمد في الأولى والآخرة وهو الحكيم الخبير,1
هل يوجد كتاب يروي السيرة النبوية بكل التفاصيل والمواقف حرفي ا ونفس الشيء لسيدنا عمر بن الخطاب ,1,كتاب الرحيق المختوم الأفضل في السيرة النبوية و كتاب عندما إلتقيت عمر بن الخطاب,1
هل هناك كتاب مترجم للإنجليزية يتكلم عن سيد الخلق معلم الناس الخير النبي محمد ﷺ يمكن أن أقدمه هدية لصديق ,1,يوجد كتاب عنوانه  The Life Of The Prophet Muhammad  PBUHيتحدث عن حياة الرسول صل الله عليه وسلم ومقتطفات من سيرته في سرد جميل وسهل على القراءيوجد كتاب عنوانه  The Life Of The Prophet Muhammad  PBUHيتحدث عن حياة الرسول صل الله عليه وسلم ومقتطفات من سيرته في سرد جميل وسهل على القراء,1
حفل زفافي بمشيئة الله سيكون بعد 20 يوم من الآن  انصحوني لوجه الله ,0,ابدأ حياتك الجديدة بطاعة الله,0
إن كنت دائما  غير مستعد للقاء الله  متى سأستعد  وهل سيأتي اليوم الذي أستعد فيه ,0,بسم الله الرحمن الرحيم  السلام عليكم اخواني و أخواتي  انظر أخي لن يأتي اليوم الذي تشعر فيه أنك مستعد للقاء الله و مهما فعلت من عبادات و طاعات ستشعر أنك مقصر فقد كان الصحابة رضي الله عنهم أجمعين يريدون و يتشوقون للقاء الله و لكن في نفس الوقت يريدون البقاء في الدنيا ولو قليلا  بعد لكي يكثروا من الطاعات والعبادات لذلك أخي اجتهد في العبادات و الطاعات و توكل على الله فمن يتوكل على الله فهو حسبه و تذكر أن الله ناظر إليك في أعمالك أسأل الله أن يحشرنا جميعا  مع النبي صلى الله عليه وسلم و صحابته الكرام   و السلام عليكم ورحمة الله وبركاته    ,1
ما هي أفضل الأفكار لإقامة عرس إسلامي بالكامل ,0,اتقي الله ثم اتقي الله ثم اتقي الله في الاختلاط وفي الاسراف وفي اجتنب المحرمات كلها فيه عسى الله ان يبارك لكما,1
