Question,Subj_Q,Answer,Subj_A,Domain
لو كان بإمكانك إختيار قوة خارقة ما   فماذا ستكون ,0,لا  أعلم لماذا اخترت تسريع الزمن  ربما تمنيت العكس تمام ا   لأن الزمن  سريع جد ا  حياتا تمضي بسرعة فائقة  لم نكن  نتخيلها عندما كنا صغار  ,1,تسلية
هل يمكنك معرفة الاختيار القادم في 10 ثوان ,0,الاختيار الصحيح القادم في رأيي  وجه ا يحمل الرقم 3 باللون الأحمر ,1,تسلية
ماذا تفعل اذا وردتك رسالة بأنك فزت بجائزة كبيرة  ,0,لا أعتقد أني سأتصرف بشيء من التهور لأني لا أثق في رسائل الهاتف  كل ثقتي في رسائل المواقع التي أعمل فيها  وأغلبها تأتي بتحويلات الفلوس مباشرة  ولا أحصل عليها بسهولة لأني في النهاية اضطر للذهاب للبنك أكثر من مرة لإصلاح أخطاء التحويل وقتها أفقد حتى فرحتي بتلك الأموال  وهذا بالطبع بخلاف أخي الصغير الذي يخلق لي مشاكل عدة تجعلني أعطيه تلك الأموال بمجرد حصولي عليها ,0,تسلية
هل يمكنك معرفة الصورة الناقصة ,1,أعتقد بأن  الحل يكون عاموديا   ك ل نسق عامودي يحوي مربعين بعكس بعض ومربع بصورة كاملة ,1,تسلية
عندما تشرح لعائلتك  عن طبيعة عملك كمستقل  ,0,إنها كارثية فعلية تؤدي بالعديد من المستقلين المبتدئين إلى هجر أعمالهم  حيث أنني عانيت  الضغط نفسه من أسرتي لأنني لم أكن أضع بيننا الحدود المناسبة من جهة  ولأنني لم أكن أحصل على المقابل المادي الظاهر علي  من جهة  أخرى أو الواضحة كفايته لي ,1,تسلية
هل يمكنك المساعدة في معرفة الجاني ,0,مساهمة اخرى تدفعني إلى التعبير عن كرهي اللامحدود للرياضيات  ولكن سأجيبك بإجابة  خارج الصندوق قليلا      إذا حدث هذا في فصل عربي فبالتأكيد لن يتكلف الأستاذ عناء معرفة الفاعل وسيعاقب الجميع تحت مبدأ  السيئة تعم    ,1,تسلية
عندما توهم نفسك بأنك ستتناول الطعام بعد  الانتهاء من العمل   ,1,كلامك صحيح للغاية بكل أسف يا صديقي  إن العمل بدون الاهتمام بالروتين اليومي هو أمر في غاية السوء  وقد عانيته في عالم الوظيفة نظر ا لأنني كنت  أعمل بنظام الـrotation أو التدوير  وهو ما يعني العمل وفق نظام غير منتظم من الدوام كل  يوم  فمن الممكن أن يكون اليوم مثل ا دوامه يبدأ من الواحدة ظهر ا  وغد ا الدوام من الثامنة مساء   هذا الأمر أشعرني بالدمار النفسي والجسدي  على صعيد الحالة المزاجية والنوم وتناول الطعام وخلافه ,1,تسلية
ثلاثة مفاتيح ومصباح واحد  كيف نعرف والغرفة مغلقة ,1,نضغط المفتاح الأول لفترة ومن ثم نغلقه ونضغط المفتاح الثاني ونذهب للغرفة إن كانت مضاءة هذا يعني أن المفتاح الثاني هو مفتاح نور الغرفة وأما إن كان مغلقا نلمسه إذا كان ساخنا هذا يعني أن المفتاح الأول هو الصحيح وإن لم يكن ساخنا أو مضاءا هذا يعني أن المفتاح الثالث هو الصحيح ,1,تسلية
عندما يطلب منك العميل انجاز المشروع بحلول الغد   ,0,نعم هذا الأمر مجهد جداا للمستقل  فأنا كان لدى تجربة مع عميل بحيث متفقين على أنه ثلاثة أيام فقط ثم قال أنه مضطر أن ينهى العمل على يوم بالكثير   فكان الأمر مجهدا بالنسبة لى وعلى الرغم من ذلك أنهيته قبل معاده ولكن بضغط كبير وسهر طوال الليل  حاولت أن أخذ كل التفاصيل التى يحتاجها وأسئلة أى سؤال يخص المشروع وأفهم عقليته حتى أعمل بشكل جيد وحاولت الإنهاء منه مبكرا حتى أستطيع أن أعدل به إذا أراد  ,1,تسلية
أمامك بابان واحد يؤدي إلى الكنز والأخر إلى السجن  فماذا ستختار ,1,حارس باب السجن سيكذب ويقول لك ان هذا هو باب طريق الكنز ستتركه وتقتل الحارس الثاني لتظفر بالكنز ,1,تسلية
متقدم يتنافس للحصول على وظيفة  هل يمكنك مساعدته ,0,من خلال النظر في عين أحدهم   كون يمكننا رؤية أنفسنا عبر أعين الآخرين,0,تسلية
في نصف دقيقة  هل يمكنك حل هذه المسألة الرياضية ,0,30 ,1,تسلية
لتلوين أجزاء هذه الخريطة بدون تقاطع ماذا نحتاج ,1,بعيدا  عن خريطة الولايات المتحد ة  أذكر أنني قرأت مقالا  سابقا  يحكي عن قدرتنا كبشر رياضيا  على تلوين أي خريطة باستخدام نظرية الألوان الأربعة  Four color theorem   ,1,تسلية
في نصف دقيقة  هل يمكنك حل هذه المسألة الرياضية ,0,400,1,تسلية
خلال  10 ثوان  هل يمكنك اكتشاف الخطأ في الباب ,0,أعتقد أن الخطأ هو عدم وجود مكان لإدخال المفتاح من الأساس رغم وجود قفل ,1,تسلية
لاي دولة تنتمي  ,0,هل يمكن القول بأن يصبح للإنسان أكثر من وطن ينتمى إليه  ينتمى للوطن الأول حيث ذكرياته  وينتمى لأوطان أخرى أيضا حيث لقمة عيشه  وينتقل لأوطان أخرى حيث تعليمه ودراساته العليا  فهو مدين لكل الأوطان بالولاء والإمتنان  ينتمى الإنسان للوطن حيث تقدر إنسانيته وجهوده ومهاراته   فلقد كرمت أمريكا زويل حيث وجدوه مشروع نبوغ  وكرموا عصام حجى حيث وجدوه يفكر خارج الصندوق  الوطن لا حدود له  فما يجمعنا على ظهر البسيطة هى الإنسانية ويمكننى تسمية العالم كله بوطن الإنسانية  ,1,تسلية
عندما تخبرهم انك مطور ويب   ,0,ذكرتني  بما حدث معي  قبل  فترة عندما اراد مني أحد الاقارب ترجمة ملف له كبير مقابل مبلغ زهيد  يومها ضحكت جد ا  هذا ما يحدث في مجال الترجمة فما بالك في مجال البرمجة  الأمر مريب حق ا   البعض لا  يقدر وقتك ولا جهدك  ولا مهاراتك  والاخر يرى أنك ستصنع انجازات كبيرة مجرد تخرجك من مجال معين ,1,تسلية
اللون الذي تراه أولا  في وسط الدائرة يخبرنا عن  نوع ذكائك ,1,اختبارات الذكاء العلمية المعتمدة في العيادات تقيس مختلف القدرات العقلية بشكل واضح المعالم  أما هذا الاختبار فهو طبعا لا يحدد مدى الذكاء مطلقا  لأنه متعلق بالمعيقات التي تواجه الجهاز البصري لا غير  فالاستقبال المفرط للمنبهات البصرية يحدث تشوها في إدراك المنبه  ,0,تسلية
لغز دعابة الدماغ   في أي اتجاه تسير الحافلة برأيك ,1,اتجاه الحافلة هو اليمين ,1,تسلية
هل يمكنك اكتشاف الخطأ في صورة طاولة الطعام هذه في 10 ثوان  ,0,أدركت الخطأ في أقل من 10 ثوان  الخطأ يكمن في الكلمة المدو نة على سخ ان المياه  حيث أن حجم الماء داخل المسخ ن تم تحديده من خلال حد أدنى وحد أقصى داخل العبوة  وبالتالي فإن الحد الأدنى يجب أن يكون في الأسفل  وهو الـMIN  والحد الأقصى عكسه في الأعلى  وهو الـMAX  لكن في الصورة الأمر معكوس  فالحد الأقصى في أسفل المسخ ن  والحد الأدنى في أعلاه عند أكبر قيمة ممكنة ,0,تسلية
لغز للأذكياء  أي خزان سيمتلئ أولا  ,1,الخزان الثاني سيمتلأ أول ا بسبب إغلاق المنفذ بين الخزان الثاني والثالث وبذلك لن يصل أي ماء إلى الخزان الثالث أو الرابع,0,تسلية
لو أ تيح لك السفر إلى دولة أوربية في  فصل الصيف  ماذا ستكون ,0,بالنسبة لي لا احب الدول الاوروبية ولكني احب الاسيوية كاليابان وكوريا ولكن ان كان علي الاختيار ساختار تركيا,1,تسلية
عيد أضحى مبارك  شاركونا بتسلية معينة تمارسوها بكل  عيد,1,عيد مبارك ,1,تسلية
لو أعطيتك مليار دولار ماذا ستفعل به ,0,طالما أن المساهمة قديمة للغاية  فستختلف الطموحات لا بسبب اختلاف الأشخاص فحسب  ولكن نظر ا لتغير قيمة الدولار اليوم  فمليار دولار منذ سنوات ربما يعادل نصف مليون دولار حالي ا ,0,تسلية
هل يمكن أن يكون هناك علاقة بين شكل أنفك وشخصيتك ,0,بالنسبة لشكل أنفي  فأنا أختار رقم 1 لأنه الأقرب  لكن في سياق التفسيرات وخلافه  فأنا قد أرى أنني لا أومن بمثل هذه التفسيرات  لأنني ببساطة لا أجد دافع ا أو تفسير ا بيولوجي ا أو منطقي ا للربط بين شكل الأنف من الخارج والسمات النفسية والشخصية للإنسان  لكن على الرغم من هذا  فأنا أشعر بفضول شديد لمعرفة هذا التفسير  لذلك أنا في انتظار تفسيرك يا صديقي ,1,تسلية
ما هي أول صورة وقعت عليها عينك ,0, رأيت   فتاة تجلس على كرسي وكأنها أميرة   يبدو أنها مستمتة في  قراءة الكتاب  الذي أمامها  لا أعلم ماذا في يدها الثانية التي ترتدي بها جوانتي   بدأ لي بأنها تحمل  فنجان قهوة  لا أعلم تمام ا بالضبط ,1,تسلية
ما هي الحلويات الموجودة في بلدك ولكنها ليست مشهورة ,0,حيث أنني فلسطينية الأصل  فالمطبخ الفلسطيني مليء بالحلويات اللذيذة  ,1,تسلية
دعونا ندخل السعادة على قلوب بعضنا  أي من المستخدمين هنا بالمنصة تتابع ,0,إنه نشاط تفاعلي رائع فعل ا  هنالك العديد من الأصدقاء هنا على حسوب يمكنني أن أذكرهم  فإن العدد لا يمكن السيطرة عليه في هذه الحالة  بالإضافة إلى المستخدمين الجدد الذين أقرأ مساهماتهم كل يوم وأجد فيها من النقاشات والأطروحات ما يفيدنا ويحف زنا نحو التعل م والمعرفة وتبادل التجارب ,1,تسلية
عندما يبدع العقل في اختيار المحتاجين فقط,1,فكرة عبقرية جدا وابتكارية واعتقد انه في كل جوانب حياتنا هناك الكثير من الامور التي يمكن ان نفكر فيها ونبدع ونبتعد عن الطرق التقليدية منها او المكررة ,1,تسلية
في البداية تتعلم       ثم     ,1,العبارة جدا معبرة والفكرة لطيفة,1,تسلية
عندما يتفوق الابن على أبيه بالبخل ,0,البخل صفة مشينة ولكن ليست متوارثة إطلاقا  قد نجد الاب غير بخيل ولكن الابن بخيل او العكس  لكن مع ذلك العائلة تتحمل جزءا من المسؤولية في هذا الامر  لان الابن لا يولد بخيلا من الفطرة الا اذا اكتسب عادات ولاحظ تصرفات من المحيط الذي يدور به ,1,تسلية
وفقا لما تراه أولا  سيحدد طبيعة علاقاتك العاطفية,0,في الوهلة  رأيت  رأس عجوز بشعر أبيض طوبل   بدأ لي شخص عنيد وعصبي مع أن  ملامحه غير واضحة تمام ا ولكن هكذا استشفيت   من رؤيتي للصورة  ثم  مع التركيز قليل ا   رأيت   فارس شجاع  ولكن يبدو لي  عابس الوجه  راب  حصان أبيض جميل الشكل والهيئة    ثم نظرت للأسفل  فوجدت  شاب ا  أو طفل ا  لا أعلم تمام ا  نائم على الارض   عليه رداء أبيض ,1,تسلية
مطارحة شعرية  هل هناك من لا يزال يلعبها  ,1,هذا أمر رائع  لا أذكر أننا كنا نلعبها بالشعر وانما كلمات وجمل وحسب  لكن الفكرة ممتعة جدا  لقد كنا نستمتع بحفظ اشعار الأصمعي مثل صوت صفير البلبل وأيضا متون التجويد مثل تحفة الأطفال ومتن ابن عاشر لكن نسينا أغلبها مع الوقت   ,1,تسلية
لماذا اختار جحا الحمار ليكون بطل نوادره ,1,أعتقد أن مسألة اختيار الحمار في أساطير جحا الشعبية مرهونة بطبيعة الكائن نفسها على العديد من الأصعدة  والتي من أبرزها ,1,تسلية
ماذا رأيت أولا بالصورة التالية ,0,هه  التمساح  لقد فاجأتني الصورة و أنا أتصفح المواضيع الجديدة  شعرتني فعليا أنني أخضع لاختبار ما أراه في الصورة أولا ,1,تسلية
إعلانات رمضان  شاركنا إعلانك المفضل لهذا العام ,0,منذ عدة سنوات وأنا لا أشاهد التليفزيون في شهر رمضان كريم  ولكن تظهر لي هذه الإعلانات على اليوتيوب ولم أجد الإعلان الذي يجذب انتباهي حتى الآن  ربما لأني لم أشاهد الكثير  ولكن أتذكر إعلانات العام الماضي التي كنت أنتظر ظهورها أحيان ا لأشاهدها  إعلانات هذا العام قد تكون الأضعف مقارنة بالسنوات السابقة ,1,تسلية
خدعة بصرية  أي صورة رأيت أولا ,1,لا يمكنني تمييز من أولا    فرؤية أوراق الشجر ترافقت ورؤية الوجهين  ,1,تسلية
وفق ما تراه أولا بالصورة  سيحدد صفاتك ,1,تعجبني كثيرا الخدع البصري ,1,تسلية
كم عمرك ,0,د  مازن ,1,تسلية
ماقيمة     في المعادلة الموجودة بالصورة  وماذا يمثل لك ,1,الجواب 4  والتحليل ,1,تسلية
عندما تبدأ التحضير للإمتحان قبل يوم واحد فقط,0,ههههه  مضحك حقا  أنا من هذا النوع الذي يحب التجهيز للامتحان في الليلة التي تسبقه و أقول جيدا الليلة  حبا في الضغط و التوتر  أما قبل الامتحان بدقائق فأبدأ بتقليب الصفحات بتلك السرعة و هذا يساعدني حقا للتذكر  كانت صديقاتي تسخرن دائما مني على هذه الطريقة ,1,تسلية
عندما نبحث عن مشروع مناسب لنا  من خلال مواقع العمل الحر   ,1,الأمر مرهق للغاية فعل ا  لكنني أؤكد لك أنه على هذه الصورة الطريفة في البداية فقط  حيث أن عوامل مثل استمرارية تقديم العروض والبحث عن المشروعات المناسبة  والعمل على مشروعات صغيرة وغير مجدية مادي ا لاكتساب الخبرات تساعد للغاية على الوصول للمستوى الأفضل على صعيد الأداء والحضور على مواقع العمل الحر  والجدير بالذكر أنني على مستقل مثل ا  باعتباره أكثر منصة عمل حر أعمل عليها  قد انتظرت إلى ما يتعد ى السنة كي أحصل على عرضي الأول  لكن بعدا استطعت  تكوين أرضية فع الة من العملاء مك نتني من التعامل المستمر ومنحتني حضور ا مجدي ا بصورة كبيرة إذا ما قورنت بالفترة الماضية  أهم عنص في التجربة هو الصبر والاستمرار ,1,تسلية
إستشارى أعمال حرة   ,1,أعتقد أن  هذه هي معاناة العاملين عبر الأنترنت  فلا أحد يلاحظ كمية التعب الذي يتعبونه ويجاهدون من أجل عائلتهم  ليأتي متحذلق ويصفهم بالكسل والبطالة وهم قطعوا شوطا لابأس به ليتمكنوا من العمل من البيت وبكفاءة عالية ,1,تسلية
ماهو المشروب المفضل لديك في الشتاء ,1,لست  من محبي القهوة  أما الليمون فليس مشروبي المفضل فالشتاء  فبالنسبة للمشروبات المفضلى لدي في فصل الشتاء  وهي الكالتالي وبالترتيب ,1,تسلية
هكذا كانت بدايتي في الكتابة   ,1,جميل جدا تلك الصور  إنها تكسر الجليد في بدايات كل دورة تدريبية    دعني أجلس في المقعد الأول لأتأملها بعمق    ,1,تسلية
هذا هو الحال لدينا بمصر الآن  كيف الحال لديكم أيضا ,0,بعيدا عن الشوكولا والأغطية الدافئة التي تتحدثون عنها  هذا هو حال اللاجئيين في المخيمات الآن,0,تسلية
اين الشاروما خاصتي يا حسوب,1,عليك الوقوف في الصف إذ ا يا عمار  فها أنا أنتظر منذ مدة طويلة ولم أحصل على شيء  _ ,0,تسلية
اكتشف المجهول    أما أنا    ,0,أما أنا فأنا عضو في حسوب منذ سنتين,0,تسلية
ما هو أكبر سر قلته أو أخفيته بلعبة  الحقيقة أو الجرأة  ,1,أتعجب جدا من هذا الذي حرق جدته ثم اعترف في لعبة    لو كنت مكانه لأثرت تناول ملعقة من الشطة   ,1,تسلية
