Question,Subj_Q,Answer,Subj_A,Domain
هل التاريخ يكتبه الاشرار ,1,التاريخ يكتبه المنتصرونلطالما لاقت هاته العبارة رواجا عبر الازمان لاختلاف المعايير و المتغيرات في كل فترة هي صحيحة نسبيا و لكن حسب نظري هناك نموذجين اسميهما نموذجي  من الاعلى الى الاسفل  و  من الاسفل الى الاعلى  و نعناه ان كتابة التاريخ غالبا يكون من الاعلى الى الاسفل اي من الكبقة المهيمنة المسيطرة و تارة من الاسفل الى الاعلى اي الطبقة المسحوقة من المجتمع و هذا باختلاف المعايير و المتغيرات و القوانين كما اسلفت الذكرلذا التاريخ نعم يكتبه المنتصرون بغض النظر ان كانوا اخيارا ام اشرارا  و كذلك يكتبه المهزومون بغض النظر ان كانوا اخيارا ام اشرارا ايضا  كل من وجهة نظره و كل بمعتقده و سيخلد التاريخ فقالتاريخ يكتبه المنتصرونلطالما لاقت هاته العبارة رواجا عبر الازمان لاختلاف المعايير و المتغيرات في كل فترة هي صحيحة نسبيا و لكن حسب نظري هناك نموذجين اسميهما نموذجي  من الاعلى الى الاسفل  و  من الاسفل الى الاعلى  و نعناه ان كتابة التاريخ غالبا يكون من الاعلى الى الاسفل اي من الكبقة المهيمنة المسيطرة و تارة من الاسفل الى الاعلى اي الطبقة المسحوقة من المجتمع و هذا باختلاف المعايير و المتغيرات و القوانين كما اسلفت الذكرلذا التاريخ نعم يكتبه المنتصرون بغض النظر ان كانوا اخيارا ام اشرارا  و كذلك يكتبه المهزومون بغض النظر ان كانوا اخيارا ام اشرارا ايضا  كل من وجهة نظره و كل بمعتقده و سيخلد التاريخ فقط ذا التاثير الاوسع,1,التاريخ العالمي
هل صحيح تشين شي اقوى قرصانة عرفها التاريخ التي بسطت سيطرتها على 80000 سفينة ,1,كانت  تشين شي  امرأة صينية احترفت مهنة الدعارة من أجل سد رمقها داخل بيت دعارة عائم في  كانتون  بالصين حوالي سنة 1775  وبينما كانت تمارس مهنتها تلك  لاحظ وجودها وجمالها الفاتن قرصان ثري يدعى  زانغ يي  الذي كان يدير مجموعة من سفن القراصنة يطلق عليها اسم  أسطول الراية الحمراء   فأرسل إليها على الفور من يبلغها بأنه يرغب فيها ويريدها إلى جانبه وعلى قدر الحنكة التي كانت تتمتع بها  طالبت  شين  بأن يمنحها  زانغ يي  نوعا من السلطة والنفوذ داخل منظمة القراصنة خاصته مقابل طلب يدها للزواج  كما طالبت بأن تنال نصف ما يجنونه من غنائم نتاج غاراتهم على السفن التجارية الأخرى  وهو الشرط الذي قبل به  زانغ يي   وبدأ على إثر ذلك هذا الثنائي الجديد على الفور إدارة أسطول الراية الحمراء معا بعد أن أصبحت  تشين شي  بجانبه  كبر أسطول  زانغ  بشكل معتبر  فبعدما كان عدد السفن التي يتضمنها لا يتجاوز الـ200 سفينة  لم يستغرقه الأمر طويلا أن أصبح عددها 20 ألف سفينة  وفي نهاية المطاف وصل عدد سفنه إلى 80 ألف سفينة لسوء حظه  توفي  زانغ يي  بعد ستة سنوات فقط من زواجه من  تشين شي   وكان التقليد المعمول به آنذاك أنه عندما يموت قرصان تتنحى الزوجة جانبا وتترك نسلها منه يتولى إدارة أسطولهما أو سفينتهما  لكن  تشين شي  تحدت هذا التقليد وكسرته في نهاية المطاف عندما رفضت التنحي جانبا والتخلي عن قيادة الأسطول  وقد نجحت في القيام بذلك عبر إقناع القائد الثاني بعد زوجها المتوفي بأنها يجب أن تبقي على قيادتها للأسطول بدلا عنه  وبذلك أصبحت أول قرصانة سيدة تقود أسطولا من السفن في التاريخ تحت حكم  شين   كان يجب تقديم كل غنيمة من أجل أن ت سجل قبل أن توزع على باقي القراصنة  فكانت تسمح لطاقم السفينة التي حصلت على الغنيمة منها أن يحتفظ بما قيمته عشرون في المائة منها  ثم تضيف الثمانين بالمائة المتبقية إلى صندوق الغنائم الجماعي ليتم تقسيمها فيما بعد على بقية القراصنة في حصص متساوية كما كانت قد أسست لقوانين تحكم معاملة الأسرى  فقد كانت تسهر على أن تتم معاملة أي سجين وأسير  خاصة الإناث منهم  باحترام  وكانت السجينات اللواتي يتم اعتبارهن  بشعات المظهر  ي منحن حريتهن على الفور دون المساس بهن  أما الأخريات فكان يتم بيعهن لأي قرصان يرغب فيهن كما كانت  تشين شي  قد سنت العديد من القوانين التي تلزم القراصنة بالوفاء لزوجاتهن والاعتناء بهن ومعاملتهن معاملة جيدة  وكان الاغتصاب والخيانة الزوجية يعتبران جريمتان كبيرتان لا تمران دون عقاب على متن أسطولها وبفضل نظام حكمها الصارم وأتباعها الأوفياء لها  أصبحت حتى الحكومة الصينية تخشى بطش القرصانة القائدة  تشين شي   فقد كان أسطول الراية الحمراء الذي يخضع لسلطتها يستولي على عدد لا يحصى من السفن الصينية  والبرتغالية  والبريطانية وحتى العسكرية منها وبسبب هذا  منحت الحكومة الصينية عفوا لكل قرصان يرغب في العدول عن القرصنة  أملا منها في أن يحفز ذلك  تشين شي  على تسليم نفسها والتخلي عن سيطرتها وحكمها لأسطول الراية الحمراء وافقت  تشين شي  في نهاية المطاف على التفاوض على شروط استسلامها وتمكنت بطريقة ما من الحصول على صفقة جيدة  فبعد أن كانت قد دخلت عزلاء  غير متسلحة  إلى مكتب أحد الضباط والمسؤولين في الحكومة الصينية من أجل التفاوض معه شخصيا  م نحت حق الإبقاء على كل ما كانت قد جنته خلال سنواتها كقرصانة سيدة ,0,التاريخ العالمي
ما هو أفضل كتاب يتكلم عن تاريخ أوروبا الحديث و القديم برأيك  أفيدونا بخبرتكم جزاكم الله كل خير ,1,كتاب معالم في تاريخ الانسانيه وكتاب قصه الحضارة,1,التاريخ العالمي
من هو  محمد علي باشا  في ميزان الإسلام ,0,اول من فصل الدين عن الدوله وكان نصيري ليس مسلما,1,التاريخ العالمي
هل المنافقين لا زالو موجودين في الحياة معنا أم أنهم كانوا زمن الرسول صلى الله عليه وسلم   لا أقصد المجامل بل المنافق الذي يعوث في الأرض فسادا   ,1,مرحب ا بك  بالطبع المنافقون لا زالوا موجودين في الحياة اليوم  وهذا لا يختلف كثير ا عن الوضع في زمن الرسول صلى الله عليه وسلم  يجب علينا أن نتذكر أن الإنسان يبقى على طبيعته  ولا يمكن أن يتغير بسهولة  يعتبر الازدواجية والنفاق من المشاكل الخطيرة التي تواجهها المجتمعات  ولا يمكن القضاء عليها بشكل كامل لكن  يمكننا التعامل مع المنافقين بطريقة ذكية وفعالة  يجب علينا البحث عن معرفة طرق التعامل مع هذا النوع من الأشخاص  والتي تتضمن تقييم الخطر الذي يشكله المنافق على المجتمع وكيفية التعامل معه  وتنمية الوعي والتحلي بالصبر والحكمة  وعدم الاستجابة لأفعالهم التي تهدف إلى تشويه الصورة الحقيقية للأشخاص والأحدمرحب ا بك  بالطبع المنافقون لا زالوا موجودين في الحياة اليوم  وهذا لا يختلف كثير ا عن الوضع في زمن الرسول صلى الله عليه وسلم  يجب علينا أن نتذكر أن الإنسان يبقى على طبيعته  ولا يمكن أن يتغير بسهولة  يعتبر الازدواجية والنفاق من المشاكل الخطيرة التي تواجهها المجتمعات  ولا يمكن القضاء عليها بشكل كامل لكن  يمكننا التعامل مع المنافقين بطريقة ذكية وفعالة  يجب علينا البحث عن معرفة طرق التعامل مع هذا النوع من الأشخاص  والتي تتضمن تقييم الخطر الذي يشكله المنافق على المجتمع وكيفية التعامل معه  وتنمية الوعي والتحلي بالصبر والحكمة  وعدم الاستجابة لأفعالهم التي تهدف إلى تشويه الصورة الحقيقية للأشخاص والأحداث أريد أن أشارك معك قصتي الخاصة عندما تعاملت مع شخص منافق في حياتي  لقد تعلمت أن يجب علينا أن نحتفظ بالصبر والهدوء في مواجهة هذه الأشخاص  وعدم السماح لهم بتأثيرنا عاطفي ا  ومن خلال العمل الجماعي والثقة في بعضنا البعض  نجحنا في تجاوز الصعاب والتغلب على هذا النوع من الأشخاص  لذلك  يجب عليك أن تعرف أنه يمكن التغلب على المنافقين  بمجرد أن تعرف كيفية التعامل معهم بطريقة صحيحة وفعالة ,0,التاريخ العالمي
كيف انتشرت الفئة الملونه بسرعة وهل هناك أيادي خفيه تدعم هذا القرف ,0,الفئة الملونة لم تنشر إنما يسو ق لها بصورة رهيبة من قبل مجتمعات العولمة القذرة و ذلك للتحكم بالتعداد العالمي  الفئة المقرفة لن تعتقد بأخلاقيات مضادة لفساد العولمة و لن يكون لديها عوائل و لا قيم و لا مباديء و لا نظرة مستقبلية   كل همهم البطن و الفرج  هؤلاء لن يعارضو أي مشروع قذر لهذا يأمل المفسدون بأن ينشروا هذا الفكر القذر و يصورونهم بأكثر من حجمهم  حتى في بؤرتهم القذرة الولايات المتحدة الأمريكية لا يصلون حتى لـ1  من التعداد السكاني هناك و لكنهم ممثلون بصورة لا تتناسب مع حجمهم في التلفزيون و السينما و السياسة و حتى الجامعات اللهم اجعلهم سببا  في زوال الحضارة و حص ن المسلمين و أبناء المسلمين منالفئة الملونة لم تنشر إنما يسو ق لها بصورة رهيبة من قبل مجتمعات العولمة القذرة و ذلك للتحكم بالتعداد العالمي  الفئة المقرفة لن تعتقد بأخلاقيات مضادة لفساد العولمة و لن يكون لديها عوائل و لا قيم و لا مباديء و لا نظرة مستقبلية   كل همهم البطن و الفرج  هؤلاء لن يعارضو أي مشروع قذر لهذا يأمل المفسدون بأن ينشروا هذا الفكر القذر و يصورونهم بأكثر من حجمهم  حتى في بؤرتهم القذرة الولايات المتحدة الأمريكية لا يصلون حتى لـ1  من التعداد السكاني هناك و لكنهم ممثلون بصورة لا تتناسب مع حجمهم في التلفزيون و السينما و السياسة و حتى الجامعات اللهم اجعلهم سببا  في زوال الحضارة و حص ن المسلمين و أبناء المسلمين منهم ,1,التاريخ العالمي
ما هي أسماء المنظمات الحقوقية الأكثر نشاط ا حول العالم ,0,هناك العديد من المنظمات الحقوقية النشطة حول العالم  ومنها لا تنسى زيارة,0,التاريخ العالمي
ماذا تعرف عن الثورات الملونة ,0,ثورة ملونة مصطلح يطلق على أعمال الحركات والعصيان المدني وأعمال الشغب أو الحركات المطلبية في بعض الدول وخاصة المناوئة منها للغرب كالدول الشيوعية السابقة في وسط وشرق أوروبا ووسط آسيا  ولبنان وإيران في بداية القرن الحادي والعشرين استخدم المشاركون في هذه الثورات المقاومة السلمية والاحتجاجات والمظاهرات مع استخدام وشاح ذو لون محدد أو زهرة كرمز  ومنها ثورة الورد  أو ثورة الزهور أو الثورة الوردية  في جورجيا والثورة البرتقالية أو ثورة البرتقال في أوكرانيا وثورة التوليب  أو ثورة السوسن أو ثورة الزنبق أو ثورة الأقحوان أو الثورة الزهرية  في قيرغيزيا وثورة الأرز في لبنان  وقد أطلق البعض اسم الثورة الزرقاء على المطالبة عام 2005 بمشاركة المرأة في الحياة السياسية في الكويت  وأطلق اسم ثورة الزعفران على تحرك المعارضة في بورما أو ميانمار عام 2007  وأطلق على أعمال الشغب في التبت عام 2008 اسم الثورة القرمزية ,0,التاريخ العالمي
ماهي  غزوة الفرقان ,0,غزوة بدر,0,التاريخ العالمي
هل الإسلام منطقي خالي من العاطفة ,1,الإسلام هو دين شامل يشمل جوانب حياة الإنسان المختلفة  ولا يمكن فصل بين الجانب العاطفي والجانب العقلاني في الإسلام  بل يعتمد الدين على التوازن بين العاطفة والعقل فيما يتعلق بالجانب العقلاني  يحث الإسلام المؤمنين على استخدام عقولهم وتفكيرهم بشكل منطقي  حيث يوجه الدين المؤمنين إلى دراسة القرآن والسنة النبوية بتفكير عقلاني ومنطقي  وذلك من خلال التأمل في الآيات القرآنية وتفسيرها وفهم المعاني الكامنة وراءها  كما يحث الإسلام على الاهتمام بالتعليم والبحث العلمي والاكتشافات الجديدة والتطورات الحديثة بالإضافة إلى ذلك  فإن الإسلام يركز على العدل والإنصاف في جميع جوانب الحياة  ويحث على التعامل بمنطقية وحكمة في جميع الأمور  وذلك من خلال اتباع الأوامر والنهي الواردة في القرآن والسنة النبوية أما فيما يتعلق بالجانب العاطفي  فإن المسلمين يؤمنون بأن الإيمان والعقيدة يأتيان من القلب وتجعل العاطفة جزء ا أساسي ا من الإيمان والتعبير عنه  ولكن هذا لا يعني تجاهل العقل والمنطق في فهم الدين وتطبيقه ومن المهم أيض ا الإشارة إلى أن الإسلام يشجع على الشفقة والتعاطف مع الآخرين  وهذا يعكس العاطفة الإنسانية والرحمة التي يرغب الإسلام في إشاعتها في المجتمع  فالإسلام يحث المسلمين على مساعدة الفقراء والمحتاجين  وعلى التعاطف مع الآخرين بحسن الخلق والأخلاق الحميدة  وهذا يتطلب التعامل مع الآخرين بشكل حسن وعدم الإيذاء والظلم والانتقام  بل يجب على المسلمين الصبر والتسامح والعفو  وهذا يعكس العاطفة الإيجابية التي يدعو إليها الإسلام كما يعتمد الإسلام على العاطفة الإنسانية في عدد من الممارسات الدينية مثل الصلاة والذكر  فالصلاة تتطلب الانصراف إلى الله والتذكر بقلب خاشع  وهذا يعتمد على العاطفة والتعبير عن الإيمان بشكل عميق ومن المهم أيض ا الإشارة إلى أن الإسلام يحث على الحب والتقدير والتعاطف مع الله ورسوله والمؤمنين وحب جميع المخلوقات  وهذا يشكل عامل ا مهم ا في العاطفة الإيجابية والتعبير عنها في النهاية  يمكن القول إن الإسلام يعتمد على التوازن بين العقل والعاطفة  حيث يحث على استخدام العقل في فهم الدين وتطبيقه بشكل منطقي وحكيم  ويشجع على التعبير عن الإيمان بشكل عاطفي وإيجابي  وهذا يجعل الإسلام دين ا منطقي ا خالي ا من العاطفة السلبية كالغضب والكراهية والانتقام  ويحث على العاطفة الإيجابية كالمحبة والتعاطف والرحمة لا تنسى زيارة مدونتنا,1,التاريخ العالمي
بماذا تنصحني كصانع محتوي تاريخي في اليوتيوب  ,0,عليك أولا أن تتأكد من مصداقية كل معلومة تقدمها في محتواك و اظهار مراجعك التي تعتمد عليها في ذلك,0,التاريخ العالمي
متى انشئ اول فيلم سينمائى  ,0,تعتبر السينما من أهم الفنون التي تساهم في إثراء الحضارة الإنسانية  حيث تقوم بنقل الأفكار والمشاعر والقضايا الاجتماعية والثقافية بطريقة مشوقة وجذابة للجمهور  وقد بدأت تطوير صناعة السينما منذ القرن الـ19  ولكن متى تم إنشاء أول فيلم سينمائي يعتبر الإختراع الذي قام به الأخوان لوميير في فرنسا في عام 1895 من أهم المعالم التاريخية التي ساهمت في تطور السينما  حيث قاموا بإختراع نظام تصوير وعرض الأفلام السينمائية  وكان أول فيلم قصير يتم عرضه في 28 ديسمبر 1895 بعنوان  القطار الداخل إلى محطة لا سيون   Arrival of a Train at La Ciotat   ويعد هذا الفيلم أول فيلم سينمائي في التاريخ تم تصوير الفيلم في محطة القطار  لا سيون  في فرنسا  ويعرض الفيلم وصول القطار إلى المحطة ونزول الركاب منه  يبلغ طول الفيلم حوالي 50 ثانية فقط  وهو بدون صوت وبأبعاد صورة 35 مم منذ ذلك الحين  بدأت السينما في الانتشار والتطور حول العالم  حيث ظهرت شركات إنتاج سينمائية في أمريكا وأوروبا وآسيا وغيرها  وبدأ الفنانون في تطوير تقنيات الإخراج والتصوير والمؤثرات الخاصة  مما أدى إلى تنوع الأنواع السينمائية المختلفة مثل الأفلام الكوميدية والحركة والرومانسية والرسوم المتحركة والوثائقية وغيرها في الخلاصة  فإن أول فيلم سينمائي تم إنتاجه في فرنسا عام 1895 بعنوان  القطار,0,التاريخ العالمي
من الذي كتب القراءن اول مرة ,1,أول مرة كتبه كتبة النبي صلى الله عليه وسلمثم قام أبو بكر بجمع هذه الكتابات في مكان واحد   ثم قام عثمان بالجمع الثاني   رضي الله عن أصحاب النبي,1,التاريخ العالمي
هل الالهة الكثيره مثل زايوس وفينوس  كانوا قبل ظهور الاديان السماويه  ام ماذا ,1,الله خلق آدم وهو اول البشر وكان آدم موحدا  عابدا  لله لذا اول ما ع بد في الأرض هو الله عز وجلالآلهة الإغريقية تواجدت من 1100   3000 عام قبل الميلاد وهذه الفترة كان فيها العديد من الأنبياء و الرسل اللذين دعوا كلهم لتوحيد الله وعبادته وحده وهم كالآتي 1   آدم  تاريخ البعثة  5800  5000  قبل الميلاد  فى الهند وقيل بجزيرة العرب  ومات بالهند وقيل فى مكة 2   إدريس  تاريخ البعثة  4500   4000  قبل الميلاد  فى العراق القديم  ورفعه الله إلى السماء 3   نوح  تاريخ البعثة  4000   3000  قبل الميلاد فى جنوب العراق  ومات فى مكة 4  هود  تاريخ البعثة  2400  قبل الميلاد  فى الأحقاف  عمان وشرق اليمن  ومات فى شرق حضالله خلق آدم وهو اول البشر وكان آدم موحدا  عابدا  لله لذا اول ما ع بد في الأرض هو الله عز وجلالآلهة الإغريقية تواجدت من 1100   3000 عام قبل الميلاد وهذه الفترة كان فيها العديد من الأنبياء و الرسل اللذين دعوا كلهم لتوحيد الله وعبادته وحده وهم كالآتي 1   آدم  تاريخ البعثة  5800  5000  قبل الميلاد  فى الهند وقيل بجزيرة العرب  ومات بالهند وقيل فى مكة 2   إدريس  تاريخ البعثة  4500   4000  قبل الميلاد  فى العراق القديم  ورفعه الله إلى السماء 3   نوح  تاريخ البعثة  4000   3000  قبل الميلاد فى جنوب العراق  ومات فى مكة 4  هود  تاريخ البعثة  2400  قبل الميلاد  فى الأحقاف  عمان وشرق اليمن  ومات فى شرق حضر موت 5  صالح  تاريخ البعثة  2100  قبل الميلاد  فى منطقة الحجر  شمال المعلا  ومات فى مكة 6   إبراهيم  تاريخ البعثة   1900  قبل الميلاد  فى أرض العراق  ومات فى الخليل بفلسطين 7   لوط  تاريخ البعثة  1900  قبل الميلاد  فى قرية سدوم وعمورة  جنوب البحر الميت  مات فى قرية صفرة بالشام 8  إسماعيل  تاريخ البعثة  1850  قبل الميلاد  فى مكة  ومات فى مكة 9  إسحاق  تاريخ البعثة  1800  قبل الميلاد  فى الخليل  فلسطين  ومات فى الخليل  فلسطين  10   يعقوب  تاريخ البعثة  1750  قبل الميلاد  فى الشام  ومات فى الخليل  فلسطين  11   يوسف  تاريخ البعثة   1715  قبل الميلاد  فى مصر  ومات فى نابلس بفلسطين 12   شعيب تاريخ البعثة  1500  قبل الميلاد  فى مدين  شرق خليل العقبة  ومات فى  مدين شرق خليل العقبة  13  أيوب  تاريخ البعثة  1500  قبل الميلاد  فى سهل حوران  سوريا   ومات فى  سهل حوران  سوريا 14   ذو الكفل  تاريخ البعثة  1460  قبل الميلاد  في سيناء فى مصر  ومات فى أرض التيه شمال سيناء 15   موسى  تاريخ البعثة  1450  قبل الميلاد  فى سيناء بمصر  ومات فى أرض التيه شمال سيناء بمصر 16  هارون  تاريخ البعثة  1450  قبل الميلاد  بعث فى سيناء  ومات فى أرض التيه شمال سيناء,0,التاريخ العالمي
الجنه والنار هل هم في السماء ام هم على الأرض ,1,اعلم ان هناك اجابات لهذا السؤال لكن ماهي فائدة معرفة مكانها مالذي سيحدث اذا علمت مكانهماحقيقه بعض الأسئلة اراها بدون فائدهاجابة على سؤالك مااعلمه ان الجنة في السماء   وفي السماء رزقكم وماتوعدون  ولا اعلم هل يشمل ذلك النار ام لافالله اعلم,1,التاريخ العالمي
يقال بانه أجساد الانبياء لا تاكلهم الأرض  إذا فتحنا قبر الرسول محمد  هل سنجد جسده ليس باليا ,1,نعم نحن المسلمين نؤمن بذلك و لا نطلب من غير المسلم ان يؤمن أو يصدق ذلك فتلك ليست حقيقة علمية لكنها معجزة يعنى أمر خارق للعادة اذا كنت غير مسلم فلا يجب ان يشغلك الأمرو ان كنت مسلما فانت تؤمن ان الرسول صلى الله عليه وسلم لا ينطق عن الهوى و انه ان كان قد قال ذلك فهو حق,1,التاريخ العالمي
