Question,Subj_Q,Answer,Subj_A,Domain
أصبحت أنام على   حبوب النوم    فكيف الخلاص  ,1,يبدو أن  والدتك معها كل الحق في نصيحتها لك عندما أخبرتك بأن  الهاتف قد يكون سبب ا في الأرق الذي تعاني به  فالضوء الأزرق الناتج عن الهاتف ي سبب اضطراب ا في النوم كما ذكرت سبب اخر وهو شهر رمضان   فللاسف البعض يسهر به وينام نهار ا   وبالتالي من الطبيعي أن يعاني الشخص من الأق  لذا قلل من غفوات النوم نهار ا والنوم مبكر ا ويفضل عدم النوم بعد وجبة السحور بالطبع إلى جانب أسباب أخرى كثيرة  أنا من الأشخاص التي لا تعاني الأرق البت ه  ولكن لي يومين  عانيت من هذا الأمر  وهذا لم يأتي من فراغ وإنما بسبب أنني مررت بحالة نفسية مريرة  فأنا من الأشخاص التي إن واجهت مشكلة ما  قد يكون جل تفكيري بها وفي كيفية حلها  لذا ترى بأن الأرق يتسلل إلي   بكل سهولة  اعتقد أن  مثل هذا السبب لن نجد له حل إلا من خلال زوال السبب الذي أدى هذه المشكلة هنال أيض ا سبب آخر  وهو عنم اشغال وقتك طوال النهار في بذل جهد كبير  فمثل ا أن قمت بتأدية أعمال كثيرة خلال يومي ألجأ إليها أيض ا لابد من ممارسة الرياضة  مثل ا مساء  يمكنك القيام بها حاول قدر المستطاع أن تقلل من تناول السكريات  بجانب تجنب تناول المواد والسووائل التي تحتوي على كافيين ونيكوتين ممارسة القراءة قبيل النوم  اعتقد أنها تساعد في تسريع النوم أيض ا لابد من النوم على ضوء خافت  ويفضل أن تكون الغرفة بدون ضوء  فأنا من الاشخاص التي لا تستطيع النوم على ضوء ولو كان خافت ,0,الصحة والطب
لماذا يميل البعض إلى النهب والسرقة عند الفاجعة ,0,لا يوجد شخص سوي يتحول للص أثناء كارثة  فهذا غير مبرر إلا بأنه مجرم من الأساس وليس مجرم بالصدفة أو بالعاطفة   فهذا الإنسان لديه ميول إجرامية  ربما معتاد على السرقة  وربما مستعد لها لكنه لم يحظى بالفرصة وفي هذه الأوقات العصيبة يستغل انشغال الناس ويقوم بارتكاب الجريمة   قد يظن أنه أولى من غيره في الحصول على هذه المغانم التي قد ياخذها غيره  ولكني أجد ان السرقة في هذه الأوقات يجب أن تأخذ حكم الظرف المشدد للسرقة ولا يتم تخفيف الحكم تحت أي عذر  ,1,الصحة والطب
العلاج بالابر الصينية والحجامة والطب الشعبي     علاج أم بيع للوهم ,0,على حسب أراء سمعتها من أشخاص جربوا الحجامة أكثر من مرة فهي لها تأثير جيد وليست مجرد إدعاءات  ولا يمكن أن تكون إدعاءات لأن قديم ا اعتمدوا عليهم وكانت تظهر لهم النتائج جلي ة ومفيدة جد ا ليس لأننا جربنا الطب الحديث سوف ننكر تأثير الطب القديم أو الأصيل مهما كانت التسمية بالنسبة للأعشاب فحتى الآن الكثير يستخدمهم خصوص ا للأمراض البسيطة مثل الانفلونزا وغيرها  ولكن من الممكن لأن تأثيرها لا يكون فوري يعتبرها البعض مجرد وهم ويفضلون الأدوية الكيميائية بسبب تأثيرها الفوري  ,1,الصحة والطب
هل يمكن أن تقدم على إسعاف مريض رغم عدم خبرتك  ,0,بشكل عام أنا لا أملك القدرة على إسعاف أحد على الرغم من معرفتي ببعض الإسعافات الأولية الشائعة ولكني آخر شخص يمكن الاعتماد عليه حيث أفقد أعصابي وأصاب بالهلع خاصة لو كنت أعرف الشخص وحتى أبسط الأمور لا يمكنني مساعدتهم فيها إلا من خلال طلب المختصين  ولكن تزيد فرصة المحاولة عندي   لو كان شخص غريب ا عني أتجرأ أكثر وأحاول المساعدة  ,1,الصحة والطب
لماذا ترتبط بعض الذكريات لدينا بروائح معينة ,0,سؤال وجيه   جواب هذا السؤال مرتبط بأنماط الشخصيات بحسب علم النفس  هناك ثلاث أنماط من الشخصيات  وهي الشخصية السمعية التي تستذكر الأشياء من خلال الأصوات  مثلا  أسمع صوت جرس المدرسة فأتذكر ملعب المدرسة وأصدقائي والمعلمات وغيرها من الأمور  وأما الشخصية البصرية ترتبط بالأشخاص الذين يتذكرون الأشياء من خلال الصور  مثلا نرى وجه شخص فنتذكر إسمه وكل تفاصيله من خلال صورته  وأما الشخصية الحسية فهي مرتبطة بالأفراد الذين يميلون إلى تذكر  كل شيء بالعودة إلى أحاسيس يثيرها لديهم شيء من الماضي  مثلا  عندما أشم رائحة الكولونيا أتذكر طفولتي وتنتابني الكثير من المشاعر السعيدة حين أتذكر ذلك ومن بعدها أستذكر كل التفاصيل مثل   لون زي المدرسة الذي كنت أرتديه  وجدولة شعري   ومطرة المياة ذات النقشات الكرتونية  وبطبيعتنا البشرية فنحن نمتلك الشخصيات الثلاث إلا أنها تكون بنسب متفاوتة وتكون الغلبة لإحداها بكل تأكيد  ,1,الصحة والطب
هل يستطيع مريض السكري الصيام خلال شهر رمضان أم لا   ,0,والداي حفظهما الله  كلاهما مريض بالسكري  وهما يصومان والحمد لله  نسأل الله لهما الشفاء ولجميع مرضى المسلمين  إنه لمن المهم جدا نقوم بالفحص الدوري وقياس نسبة السكر في دمنا  وتحليل الدم  لكشف المرض في سن مبكر وعدم ترك مناعتنا تحت رحمة تلك الأمراض التي إذا استشرت في أجسامنا أصبحنا كالمساجين تتحكم فينا كما تشاء ,0,الصحة والطب
يساعد التمر على الوقاية من أمراض الأعصاب التنكسية,0,ما هو افضل طريقة لتناول التمر دون أن يرفع السكر أو بزيد الوزن ,0,الصحة والطب
اليوم العالمي للنوم  ما هي الأطعمة والمشروبات  التي تساعد على الاسترخاء والنوم ,0,هل يوجد يوم للنوم لم أكن أعلم هذا من قبل  يبدو أن كبرنا ومشاغل الحياة بدات تلهينا عن فعاليات من هذا النوع   كنت أمزح  بطبع هناك مشروبات تساعد على الاسترخاء وقد جربتها من قبل وهي تساعد أيض ا على النوم العميق تشعر بحالة من استقرار النوم لديك  ولكن هناك نصائح عمومية يمكنني تقديمها للحصول على نوم بشكل أفضل  لو كنت مسلم ا بطبع أنصح بقراءة أذكار النوم  إضافة لسورة الملك   إضافة لما ورد عن الرسول الله صلى الله عليه وسلم   سبح وكبر واحمد ثلاثة وثلاين في كل واحدة قبل النوم  سحر لراحة والاسترخاء يمكنك تخصيص وقت النادي بشكل ليلي وبعده الذهاب لاستحمام بشكل دافئ سيعطي راحة واسترخاء للأعصاب البعد عن أسباب التوتر في النهار سيخفف الضغط في الليل اجراء فحوصات طبية أحيان ا نقص بعض المعادن يسبب الأرق كمخزون الحديد  الزنك  المغانسيوم  فيتامين دال ,1,الصحة والطب
اضطراب الشخصية المعادية للمجتمع  هل هم ضحايا أم مجني عليهم ,0,الأمر برأيي يختلف عندي فقط وفقا  لقاعدة واحدة يجب أن تكون ضمن حي ز الاعتبار دائما  وخاص ة في لحظات الح كم على البشر وتصنيفهم أو العكس مراعاتهم وتفه م ما يعيشونه فعلا  من أمراض وظروف سابقة قد تعرضوا لها  وهذه القاعدة بكل تأكيد هي  الإرادة الح ر ة والحضور التام  ك ل من يملك إرادة حر ة يستطيع فعلا  أن يتحك م بها ولو بصعوبة شديدة هو م لام في أي سوء يرتكبه بحق المجتمع ما ل م يكون مسلوبا  لهذه الإرادة أو م غي با  عن الواقع سواء عبر الحواس أو عبر العقل ك ل من هو أدنى من هذا الضرر إذا  يختار وبمجر د أن يختار تعنيف مجتمعه أي أن ه  اختار الحياة الاسهل وفض ل أن يكون أنانيا  في منطقه  لم عليه أن يتعذ ب بكبت شعوره طالما ه ناك من يستقبل عنه هذا الأذى  من هذا كل ه أشعر بأن  العقاب أداة إن لم تكن فعالة فهي ضرورية لعدم اتخاذ أي شخص أي فعل عدواني مع المجتمع نهائيا  ما لم يكن مدفوعا  إلى ذلك بطابع جبري  وهذا الأمر يحدده غالبا  الأطباء بدق ة ليعرف إن كان معذورا  في ما فعل فعلا  أو لا أحب أن نتفط ن أيضا  بأن ك ل من يتعر ض لهذا الأمر بحياته هو الاثنين معا   الجاني والضحية  ولكن الفرق عادة  أزمان بعيدة  لا شك بأن ه  وليد جينات طو رته إلى هذا الحال فهو بذلك الضحية وبعدم امتثاله للإرادة الحر ة فهو يكسر القوانين التي اتفق عليها البشر لكي يأمنوا بعضهم بعض ويصبح مجني عليه بكل بساطة طالما أن  الفعل كان يمكن أن يدخل فيه التخير ,1,الصحة والطب
متى تعرف أنك وصلت للنضج النفسي ,1,حسن ا  هذا موضوع مثير للجدل يمكن مناقشته من زوايا مختلفة  في حين أن بعض الناس قد يجادلون بأن العمر له تأثير مباشر على النضج النفسي واتخاذ القرار  قد يكون لدى البعض الآخر وجهة نظر معاكسة من ناحية  من المعقول أن نفترض أننا مع تقدمنا   في العمر  نكسب المزيد من الخبرة الحياتية والحكمة  والتي يمكن أن تجعلنا أكثر عقلانية واستقامة في اتخاذ القرارات  بهذا المعنى  يمكن أن يرتبط النضج النفسي بالعمر   وقد يصبح الناس أكثر هدوء ا وأكثر تجمع ا في الثلاثينيات وما بعدها ومع ذلك  من الممكن أيض ا القول بأن العمر لا يعني بالضرورة النضج النفسي  قد يكون بعض الناس حكماء بعد سنواتهم  بينما قد يظل آخرون غير ناضجين ومندفعين حتى في الخمسينيات أو الستينيات من عمرهم  لذلك  ليس من العدل تعميم مفهوم النضج النفسي على أساس العمر فقط في رأيي  يتطلب تقييم النضج النفسي اتباع نهج أكثر دقة يأخذ في الاعتبار عوامل مختلفة  مثل تجربة الحياة والذكاء العاطفي والوعي الذاتي والمرونة المعرفية ,1,الصحة والطب
ما هو الوقت الأمثل لممارسة الرياضة ,0,في الصباح الباكر عندما يكون الهواء  لا يزال مشبعا بالأكسجين وخاليا من التلوث نعم لكل رياضة توقيتها ومكانها الخاص  وليس هذا فحسب بل لكل رياضة طريقة خاصة في ممارستها مثلا رياضة المشي يمارسها الناس بعشوائية بينما تتطلب شروط خاصة للاستفادة من فوائدها وفي هذا المقالة تفاصيل ومعلومات اكثرفوائد رياضة المشي    والطريقة الصحيحة لممارستها       فوائد رياضة المشي    والطريقة الصحيحة لممارستها  www tathwir com 2020 05 Walking                    ,1,الصحة والطب
الثانتوفوبيا  إلى أي درجة يمكننا أن نتصالح مع الموت ,0,المؤمن بالله سبحانه وتعالى والمؤمن بالقضاء والقدر  حق الإيمان بالعكس سيحب لقاء الله سبحانه وتعالى وسيتمنى الموت للقائه  وهذه مرحلة ومستوى عالي من الإيمان  إذ تصل لدرجة الأنبياء والرسل والصالحين أما نحن المذنبون العاصون  الذين يتخبطون في شهوات الدنيا  بين مال وعمل ولهو ولعب  بين دين ودنيا  فالموت لا شك أنه سيخيفنا وسيثير في أنفسنا الرهبة والهلع  لأننا لم نستعد بعد للموت والأمر المطلوب هو أن نستعد للموت  لا أن نخاف منه  الإستعداد له سيكون بفعل الخيرات وترك المنكرات وبعبادة الله كما أمر  معرفة سر وجودنا في هذه الحياة وغايتنا وهدفنا من الوجود وهو عبادة الله تعالى  ستجعلنا نغتنم كل دقيقة وكل يوم من حياتنا كي نرضي الله خالقنا لا أن نجري وراء المخلوق  أن نتوجه نحو الغني عن خلقه لا إلى الأغنياء من خلقه  فالموت حق ونحن جميعا حتما ميتون  وإنا لله وإنا إليه راجعون وكل نفس ذائقة الموت ,1,الصحة والطب
نقص الأكسجين وتأثيره على وظائفنا الحيوية     دراسة تأثير الأماكن المغلقة,0,يعد الأكسجين أول العوامل المحافظة على حياة الخلايا في الجسم  حيث يقوم  بتحويل الطعام إلى طاقة تستخدمها الخلايا  وبالتالي  إذا تعرض الجسم لنقص الأكسجين  فإن ذلك سيؤثر بشكل كبير على حياتنا اليومية  وفيما يلي بعض الآثار التي يمكن أن يسببها نقص الأكسجين من أهم العوامل والتي لن تكلفنا شيء هي  ويمكننا الاهتمام بالبيئة من خلال زيادة المزروعات المنزلية وزيادة الرقعة الخضراء في المدينة من خلال ممارسات بسيطة مثل  جمع بذور الفواكه والخضروات وإلقائها في الحدائق العامة أو على المساحات الخضراء في الشوارع  ,0,الصحة والطب
هل تفكيرك بشخص يعني أنه أيضا يفكر بك ,1,أنا أفكر في شخص فهذا يعني أنه يفكر في  هذا أسلوب تفكير الإنسان المتمحور حول ذاته  فهو يعتقد أنه يفكر في شخص ما لأن الطرف الآخر يفكر فيه ولكنه لا يفسر أبدا لماذا ذاك الشخص بدأ التفكير فيه منذ البداية بمعنى أن السؤال الذي يجب طرحه هو الشخص الذي بدأ التفكير للوهلة الأولى ما الذي دفعه للتفكير  ,1,الصحة والطب
لماذا يتلعثم البعض عند الكلام ,1,أول ا رغدة  أعتقد أن العوامل العصبية دعينا نصنفها أنها وجود مادي لمشكلة التلعثم أكثر مما هي عامل  العوامل كما ذكرتي وراثية وبيئية تندرج تحتها العامل النفسي  ولي تجربة في هذا الأمر التلعثم كما قد يكون وراثي ا قد ينشأ من ضعف في الثقة بالنفس نتيجة لشكل التنشئة التي مر بها الطفل أو المراهق أو الشاب  وهذه التنشئة هي السبب الأكبر والأكثر تأثير ا على الإنسان في تلعثمه  جزء من الحل هو أن يترك الإنسان سخريته القاتلة المستمرة من الآخرين بناء  على أشكالهم وطريقة حديثهم وهكذا   بالتأكيد صادف عليك شخص لا يستطيع الكلام بسهولة لكن زملائه أو أبناء حارته يصبحونه ويمسونه بكل أشكال التنمر والتقليد لطريقته في الحديث  أحيان ا تكون هذه التنمرات من ضمن الأسباب القوية حتى يحسن الإنسان نطقه  لكنها في معظم الأحيان سبب في تفاقمها وانحسار ثقة المرء بنفسه إلى مساحة ضيقة للغاية  من هذا الباب أيض ا مع الكثير من الدعم والاستماع والصبر على المتكلم المتلعثم من جميع البشر وخاصة  الذين من حوله سيؤثر إيجاب ا على قدرته في إخراج الكلام بثقة وتدريجي ا ستنحل كل عقدة من عقد الحديث لديه  بمجرد أن يجد ذلك سيسعى الفرد إلى ممارسة الحديث أكثر وبالتالي خروج الكلام بنسقية وسهولة أكثر  ,1,الصحة والطب
القتل النفسي      هل يمكن للوهم أن يقتل  ,1,قرأت مر ة بأن ه ناك دراسة قد أ جريت عن هذا الموضوع وأشارت إلى أن  ه ناك عاملا  مترابطا  وحقيقيا  بين الوهم والم رض ونتيجته الطبيعية الموت  حيث أن  ه ناك جامعة من النرويج قد أشرف على هذا البحث  أكثر من 7000 عي نة والنتيجة واضحة وم خيفة  من يخاف على صح ته بشكل هوس أو خوف شديد  يؤد ي هذا فعلا  إلى حدوث أمراض القلب وحالات الموت المفاجئة   ويبدو أن  الوهم فاعل في ك ل حياتنا  أيضا  قرأت لحالة غريبة في أرشيفات الطب  النفسي تتحد ث عن أن  ه ناك شخص قد نظر  إلى السماء لمد ة طويلة م حاولا  أن ي قنع نفسه أن ه  في الأعلى وأن  السماء هي الأسفل  محاورة غريبة مع الدماغ ولكن المفاجئة تكمن في أن ه  ش خ ص فعلا  بعدها بم تلازمة جديدة ت روج بين من يحاولون إجراء تجربة مشابهة واسم المتلازمة  الخوف من السقوط إلى الأعلى أو السماء يبدو أن  لأدمغتنا قدرة غير طبيعية على تحويل الوهم إلى حقيقة والأفكار إلى واقع وبهذا برأيي ينتج أمرين  أو هو كسلاح ذو حد ين  فمن جهة يبدو الأمر شيئا  م لفتا  ورائعا  في إمكانية تحو ل الوهم إلى حقيقة ومن جهة أخرى يغدو الأمر مرعبا  بالقصص التي سج لها التاريخ ,1,الصحة والطب
الصمت الاختياري   لماذا يمتنع الطفل عن الكلام في مواقف  معينة وأخرى لا ,1,ربما نحن نتجاهل أن الطفل إنسان له مكنوناته الخاصة  وله انفعالاته  ومن حقه التحدث وقتما شاء  وكيفما شاء  ليس بالضرورة أن يكون لديه اضطرابات معينة  يكفي أن يكون هذا الطفل مشغول بأمر آخر أو يشعر بالخجل الطبيعي من بعض الأشخاص    ليس من الضروري أن يكون الطفل مضطرب  لذلك لا أتوقع أن هناك نتائج سيئة لهذه الحالة  فهذا شعور طبيعي يمكن أن يمر الكبار  فلسنا دائما نملك ذات الطاقة على الحديث والمجاملات  ,1,الصحة والطب
عمليات التخسيس     هل تندرج تحت بند التجارة ,0,مؤخرا  ي قال بأن  هذا النوع من العمليات هو السبب الذي أودى بحياة ابن الفنان جورج وسوف مؤخرا   فهي على الرغم من أنها فعلا   مصدر مربح جدا  من الناحية المادية ولكن ها خطيرة على مستوى الصح ة وقد تسبب مضاعفات جانبية خطيرة فعلا   المشكلة تعتبر برأيي ليست طبي ة  بل ثقافة شعبية اليوم تحاول تسليع الشخص  أنت سمين  لست مناسبا  لا لدعايات ولا أفلام ولا لزواج ودراسة واختلاط وأنت مصدر سخرية ومفروض عليك بأن تكون ضمن القوالب التي تفترض منك أن تكون م ضح كا  أيضا   هذا شيء مرعب وهو ما يدفع الناس حقيقة  إلى هذا النوع من المخاطرات وبذل الغالي والرخيص لإجرائها  طبعا  أيضا  علينا أن لا ننسى عامل مواقع التواصل الإجتماعي وتأثير الفنانين على الناس  فالرجل العادي أو الإمرأة يقولون لذواتهم  معي المبلغ  لم لا  هل أنا أقل من هذا الوسط الذي أعيش به    وبما أن  المشكلة مشكلة ثقافية بحتة فالموضوع يحتاج لتدخ لات دولة تهتم بهذا الشأن قانونيا  وتوعويا   لكي ت جن ب الطبيب والناس ثقافة استهلاكية خطرة على الصحة في المقام الأو ل  مع التركيز على الوقاية من الأمر والقيام بنشاطات تجعل هذا ممكنا  ومحببا  شعبيا   ,1,الصحة والطب
لماذا تشيخ النساء قبل الرجال ,0,مساهمة  قي مة تلك التي شاركتنا بها  ولطالما أثار هذا الموضوع حيرتي  وأطلق العنان لمخي لتي لكن ي لم أجد تفسيرا منطقيا لذلك  ومنه كنت متطل عا لرؤية التفسير العلمي لهذه الظ اهرة قد يكون هنالك عوامل مجتمعية مسب بة لظهور الش يب والت جاعيد  نتيجة  للقلق والتوت ر لكن ي لست متأك دا من علمية هذه الفرضيات وصح تها  لكن ي أربطها بعامل الهرمونات الذي ذكرته  لكون القلق والحزن والفرح والتوت ر كل  شعور نشعر به ينجم عنه إفرازات لهرمونات معي نة كالد وبامين وغيره  ومنه سيكون له تأثير على جسد الإنسان  لكن هنا يرجع الأمر بنا لنتساءل من يشعر بالقلق والتوت ر أكثر الر جل أم المرأة  ومنه لا يمكننا الت عميم ,1,الصحة والطب
