Question,Subj_Q,Answer,Subj_A,Domain
الاهتمام والشغف هل هما ثابتان ام متغيران ,1,أتذكر  حبي الشديد لكرة القدم  عندما كنت صغيرا بعمر خامسة وتحول ذلك الشغف لـ   البينج بونج  في المرحلة الإبتدائية والإعدادية ومن ثم ولعي الشديد بالتصميم والفن ومؤخرا بتعلم الجيتار     الشغف بطبيعته يتغير مع الإنسان فبمرور الوقت تنضج شخصيتنا لنجد أننا نريد شيئ ا آخر في هذه المرحلة ولكنني اكتشفت في النهاية أنه أمر طبيعي أنا لا أمقت الأشياء الآخرى ولكنني غير شغوف بها هذه الفترة  لذلك دائم ا الكثير من الكتب التي تتحدث عن البحث عن الشغف المتأثرة بالذات  في الحقيقة أنا أرى أنا يجب أن تستمتع برحلة اكتشاف الذات وألا نندم أبد ا لتعلمنا شئ ما لفترة من الزمن لأنه من الممكن أن نعود إليها مرة آخرى    لذلك كل ما يجب علينا هو التركيز لإكتشاف شغفنا الحقيقي ,1,ثقافة
قد تكون مصاب ا بما يسمى  وهم الشفافية  دون أن تعلم ,1,هناك عدة طرق لتجنب الوقوع في وهم الشفافية  ومنهاأن نتحلى بالوعي والتفكير المنطقي عند التعامل مع الأشخاص الآخرين  وعدم الانسياق وراء الأفكار السائدة بسهولة إذ يمكننا البدء بتحليل الموقف وتقييم الأدلة المتاحة قبل الوصول إلى أي استنتاج  مع التحقق من الحقائق والمعلومات المتاحة بشكل مستقل  وعدم الاعتماد على مصادر واحدة فقط  يمكن استخدام مصادر مختلفة مثل الإنترنت والكتب والدراسات للتحقق من المعلومات  يمكننا أيضا تجنب الوقوع في وهم الشفافية عن طريق الحوار الصريح مع الأشخاص الذين تتعامل معهم  يمكنك طرح الأسئلة بوضوح والتحدث بصراحة عن المخاوف والتحفظات التي تشعر بها  وألا نعتمد على الانطباعات الأولية عن الأشخاص  قد يكون هناك أسباب وراء السلوك الذي يبدو غريبا   ولكن يمكن تفسيرها بشكل أفضل بعد التحليل والتحقق من المعلومات ,0,ثقافة
فن الشارع والجرافيتي  تجميل أم تخريب ,1,فن الشارع قد يكون جماليا إن كان مقننا بقواعد منا احترام الخصوصية واحترام ممتلكات الآخرين  فلا يكون كل جدار مباح  ولا كل مبنى متاح للرسم عليه  خاصة عندما يتم رسمه بدون إذن أو تصريح من أصحاب الممتلكات  قد يكون صعبا  إزالة بعض الأعمال الجرافيتية عن الجدران  مما يسبب تلف ا للمباني وتكلفة إصلاحات  كما يمكن أن يكون الجرافيتي غير منظم وي ظهر رسومات غير لائقة أو يتم توزيعه بشكل مؤذي للعين وهذا رأيته على جدران المدارس والجامعات  كل جدار رسمة مختلفة فأجد أن عيني غير مرتاحة وحتى الآن لم أرى تجربة محيطة في فن الشارع تجعلني أن أقول أننا أصبحنا على وعي بالمعايير التي تخرج هذا الفن كصورة جمالية وليس تخريبية ,1,ثقافة
متى يصبح الشغف مرضا كيف نعرف الشغوف بشكل مرضي ,1,عندما لا يكون هناك بديل و لوحظ على الإنسان الطغيان بالشيء كالهوس الذي يمنعه من الراحة و النوم و التفكير الطبيعي و يدخله إلى ما لا حد له يتحول الشغف إلى مرض لأنه تطور من حالته الطبيعة إلى حالة غير طبيعية تسمى الإدمان على الشيء دون الانقطاع عنه للراحة و البحث عما يكمل هذه العادة و الهواية و الموهبة ,1,ثقافة
هل القدرة على القراءة والاستيعاب تختلف في رمضان عنها في الأيام العادية ,1,على الرغم من أن العديد من الأشخاص يعانون من هذه الظاهرة في الليالي الرمضانية  فأنا أجد ان الأجواء في رمضان تكون مناسبة جد  ا للقراءة  سواء كان الشخص صائم ا أم لا  سواء كانت الفترة قبل الإفطار أو بعده  فالعديد من الظروف تصبح متاحة بشكل مجتمع في رمضان أكثر من أي مرة قبله  حيث وغيرهم من الظروف التي تتيح لنا القراءة من جميع الجهات ,1,ثقافة
كيف تتخطى فترات الحزن ,0,أهل ا علا يسعدنا مشاركتك لنا تجربتك بتخطى  الأمور  لا أعلم ما أقول ولكني أشعر أن الحزن أصبح رفاهية  في الوقت الحالي  ليس لدي مساحة لأعيش حزني بسبب ضغوط الحياة  أشعر أن الأمور يجب أن تمضي تمضي على أية حال زلكن لو كان معي خيار لتخلص من حزني سأتبع التالي,1,ثقافة
الأحلام لا تحمل أي معنى  ما رأيك ,1,بمناسبة عدم منطقية الأحلام  لقد ذكرتني بأحلام العصاري  لا أنام مرة في هذا الوقت إلا وأحلم بأحداث لا علاقة لها ببعضها  السمك يطير في السماء  وأنا أخوض امتحان ا صعب في مطبخ بيتنا  لا أؤمن بالأحلام صراحة وأجد الحديث عنها مثله مثل الحديث عن الأبراج وما إلى ذلك من الأمور  أكتفي باعتبارها عملية يقوم فيها المخ بمعالجة الأحداث اليومية أو التي حدثت من فترة قريبة  أؤمن أيض ا بأن الأحلام تتعلق بالأفكار التي يخزنها الشخص في عقله الباطن ولكنه لا يعترف بها أمام نفسه فيكون الحلم بمثابة كشف لحقيقة تأثره بالفكرة  لم يحدث أن تحقق معي حلم لأن أحلامي جميعها غير منطقية تقريب ا هل حدث أن تحقق معك  أنت حلم في الواقع يا خلود ,1,ثقافة
التسول ظاهرة اجتماعية يمارسها الاطفال في رمضان,1,عن نفسي  أحارب التسو ل بشكل  فردي   قدر الإمكان من خلال عدم التعامل مع أي شخص يعتمد على هذه المهنة  لا أرغب على الإطلاق في الخوض في النوايا  لكن في المقابل  لا يمكننا أبد ا أن نمنع المساعدة عم ن يستحق ها  وبوقوفنا بجوار التسو ل كنوع من أنواع المساعدة  فإننا بذلك نقف بجوار من لا يستحق عوض ا عم ن يستحق  إن الأعمال المهني ة البسيطة يقع عليها ظلم كبير  لأن دخل صاحبها يعتمد عليها فقط  وبالتالي فهو في حاجة أكبر إلى المساعدة عوض ا عن محترفي التسو ل  هذه الفئة تحصل للأسف على مستوى دخل خرافي مقارنة  بعملها  ناهيك عن ثقافة الاستسهال التي تعتمد عليها  والتي تنتزع بها حق المساعدة مم ن يضع جهده بالكامل في عمل يحفظ له كرامته الإنساني ة ولا يحصل حتى على نصف المقابل ,1,ثقافة
تغيير المسميات   هل يعمينا عن حقيقة الأمور ,1,ليس ذلك فقط  بل إن  كلمة   تنمر  أصبحت تضم طيفا  من الدلالات و المعاني  فأيما أنسان يتنكر لي أو يستهزأ بي أو يشتم أو يضرب أو يكش ر أو   أو إلخ    أو أي من الأفعال السلبية التي تعبر عن تعاملات الناس مع بعضهم البعض أصبحت تنضوي تحت كلمة   يتنمر أو متنمر أو تنمر   الحقيقة هذا تقزيم لمعاني و دلالات الشعور ودلالات الكلمات التي تضم طيفا  واسعا من المعاني عندنا في لغتنا الثرية جدا   وكلمة   تنمر  موجودة في معاجم اللغة العربية وهي تعني   التلبس بصفات النمر  ومعروف عن النمر أنه حيوان شرس غدار ليس له إباء وكرامة الأسد مثلا  ولذلك عندما ننعت بها أي إنسان فإننا نشبهه بالنمر من حيث الخسة و النذالة و التصرف المزري السيئ  هذا هو المعنى الأصيل الذي أرفضه وأستهجنه أن  تضم تلك الكلمة هذا الطيف الواسع من المعاني  فإذا شتم طالب زميله في المدرسة نقول تنمر وإذا نظر إليه نظرة ازدراء نقول تنمر وإذا ضربه نقول تنمر وكأن لغتنا عقمت فليس فيها إلا تلك الكلمة  الحقيقة فيما يبدو لي أننا رحنا نترجم تلك الكلمة الإنجليزية   Bullying  بالتنمر  فلما شاعت عندهم رحنا نبحث عن مقابل لها في لغتنا فشاعت تلك الكلمة على الألسنة وهي كلمة تستخدم في مواقف خاطئة  ذات مرة أم تلميذ في الصف الرابع تقول أن تلميذا  آخرا    تنم ر  على ابنها   ضحكت من الكلمة ومن استخدامها في ذلك الموقف وقلت  هم أطفال لا يعرفون التنمر    فقط أطفال أشقياء   لا داعي لتلك المصطلحات العجيبة  الغريب أني حينما بحثت عن أصل كلمة   Bully مشتقة من الألمانية القديمة boele   وجدت أنها كانت تعني في البداية تودد و تحبب إلى شخص آخر  كانت تعني   lover or sweetheart  هذا في البداية في اللغة الإنجليزية القديمة ثم تصحفت فصارت زميل أو صاحب طيب ثم انقلبت اليوم إلى الضد وتصبح بمعنى جبان خسيس يعامل الآخرين معاملة غير لائقة  هناك من الناس من يعتبر اللغة كائن حي يتطور ولا يصح أن نعترض على ذلك وهناك منهم من يعد ذلك خروج على الأصل و تصحيف وتخريب  إلى أي  رأي تميلين رغدة و لماذا ,1,ثقافة
ما الذي يتحكم في طريقة نظرتنا لأجسادنا ,0,الاجابة تكمن في الشخص كل شخص يملك تلك العلاقة بين الروح و الجسد   فمهما تنبأت بإجابات لسؤالك فلن تجد إجابة مقنعة وثابتة   فإذا كان يرى الشخص X نفسه قبيح الأنه تعرض لتنمرات خلقت له عقدة تجاه جسده   فالشخص Y يرى نفسه قبيح الانه لا يخضع الا معايير جمالية محددة لمجتمع ما   و اذا كان Z يرى نفسه جميل لأن المعاملة الأسرية خلقت له نوع من الثقة فيه نفسه فإن W يظن أن لا مقارع له في جماله لأن صديقته جمالته في هذا        فكلا و علاقته مع جسده  اما بالنسبة لسؤالكما موقفك ممن يعتقدون أن مناطق من الجسد هي وسيلة للفخر مثل عضلات الرجال الرياضيين مثلا فلهذا السؤال جواب تاريخي و اجتماعي في آن واحد فمنذ عصر التاريخ إعتمد الرجال لجلب قوتهم و التأقلم مع بيئتهم  على قوتهم و صلابتهم لمجاراة الطبيعة القاسية فكانت من تعابير تلك القوة و الصلابات أن لهم عضلات بارزة   فأصبحت من مظاهر الرجولة الشخص المعضل   فكلما كان الشخص منحوت العضلات فإنه يدل على قوة و صلابة هذا الشخص و فحولته       فهذا المظهر بقى مرتبطا الا عصرنا هذا  ,1,ثقافة
بما أننا على مشارف نهاية رمضان  ماهي تقاليد وتجهيزات العيد في ثقافة بلدك و أيها أحب إليك ,0,أهل ا خلود  وكل عام وأنت بخير   هناك العديد من التجهيزات التي تقام في مدينتي كعادات دائمة منها  تجهيز الكعك والمعمول وهذه أشهر العادات المرتبطة بالعيد على الإطلاق   إضافة للبدء بتجهيز ملابس العيد للأطفال وتجهيز وشراء الألعاب  وتجهيز توزيعات الحلويات التي توزع صباح يوم العيد   إضافة لتنضيف الشوارع والبيوت  وتزين البعض منها وليس الكل  ولكن من أجمل الطقوس هي أجواء الأسواق التي تكون تعلوها صوت التكبيرات  ,1,ثقافة
وضع الخطر  متى اخر مرة وضعت نفسك فيه ,0,يبدو الأمر معق د ا بسبب العديد من المعطيات  فمثل ا  أثبتت الدراسات أن الأشخاص الذي لا يعملون على دروسهم إل ا قبل الاختبارات بفترة قصيرة لديهم قدرات أكبر من ذويهم على حل المشكلات والعمل تحت ضغط  ينبئنا ذلك بأن الأشخاص الذين يضعون أنفسهم في الوضع الأقل من المثالي  ولا يهي ئون الظروف لأنفسهم  هم أشخاص  على الرغم من إهمالهم  ماهرون في إدارة أزماتهم ومخاطرهم  لكن من الجهة الأخرى  لا يمكننا أن نغفل السمات السي ئة في وضع أنفسنا في مثل هذه المواقف  مثل التكاسل  والتخاذل  وتراجع الأداء  وإضاعة الوقت   إلخ  وعليه  أرى أن السيناريو الأفضل لمثل هذه الشخصيات هو العمل وفق جدولة صارمة ,1,ثقافة
هل تحقق أهدافك لأجل نفسك أم لأجل الآخرين  وما أثر ذلك  ,0,هناك نقطة أعمق قليل ا يشغلني التفكير فيها منذ فترة  وهي تحقيق الهدف لأجل تحقيقه فقط دون القدرة على الاستفادة منه  حتى لو لم أخبر به أحد مثال على ذلك  قراءة عشر كتب خلال أسبوع  لماذا لا أقرأ كتاب واحد بتركيز  هل لأن هدف 10 كتب يبدو مغري ا أكبر هذه المفارقة حدثت معي في رمضان  أريد أن أواصل التلاوة في المصحف لأنهي ختمة  ولكن هناك طعام يجب أن أعده  فلما وجدت نفسي مستثقلة في تحضير الإفطار واجهت نفسي بالحقيقة  أنني أريد أن أنهي ختمة تلاوة لأشعر بالرضى عن ذاتي وليس لأجل الأجر  وإلا فلو كان هدفي الأجر فإفطار الصائمين بأجر  وتلاوة سورة الإخلاص وأنا واقفة في المطبخ تعدل أجر ختمة أرجو أن أكون تمكنت من إيصال قصدي ,1,ثقافة
هل أتباع القوانين دائما أفضل خيار دون النظر الى العواقب الناجمة عن الرفض  ,0,أعلم أن هنالك قوانيين غبية وبحاجة إلى كسرها  ولكن طالما هذه القوانيين  لها عواقب في حال لم نلتزم  بها فنحن مجبورين على الالتزام والعمل بها  وإلا سينتهي بنا المطاف لإتهامنا بأننا متمردين  ليس هذا فحسب  ربما ينتهي بنا المطاف في السجن في المقابل هنالك الكثير من القواننين تضمن  حقوقنا وحريات وإلا سيسود قانون الغاب  ,1,ثقافة
لماذا اكثر الناس يشاهدون و  يتابعون البرامج التافهة والمضيعة للوقت  ,1,ولو كان هذا من أجل المال فماذا يجني المشاهدون متابعة البرامج غير المفيدة فيه شيء من الفراغ وتشتت الهمة وعدم وجود أهداف واضحة  صحيح أن المشاكل والضغوطات تجعل الشخص يبحث عن منفذ للترفيه  ولكن يبقى هناك بدائل ترفيهية مفيدة نقطة أخرى  الترفيه لا يجب أن يكون مفيد ا طول الوقت  ولا مانع من مشاهدة مباراة أو متابعة دوري ما  لكن ما معنى متابعة أكثر من دوري أوروبي بالإضافة للدوري المحلي والبطولات القاري ة الخلاصة  هناك فارق بين الترفيه وبين مقدار الترفيه ونوعه  وكل  يتخير لنفسه ,0,ثقافة
الشخصيات ال 16    الشخصية المنطقية,1,أعتقد أن  هذه التحليلات التي تقوم على الشخصية  تحليلات سلوك وصفات بالغالب تكون عامة ولا تدل  على شيء نهائيا   هل يمكن أن أجد شخصية منطقية تطابق مع قد قرأت الآن  لا أعتقد وذلك لذات السبب الذي بدأت حضرتك به المساهمة  لإن ه من الممكن أن يكون هناك شخص لديه عد ة صفات من عد ة شخصيات نحن قسمناها مسبقا   ليأتي السؤال بالتالي وبالضرورة  ما فائدة هذه التقسيمات إذا   أشعر أن هم بهذه الطريقة يقوموا بشرح المشروح أصلا   لا فائدة عملية حقيقية من تقسيم صفات الشخصيات بهذه الطريقة  لا يقد م هذا الأمر إلا معارف نظرية غير مؤدية إلى أي منفعة حقيقية عملية على أرض الواقع ,1,ثقافة
كيف نساعد المسجد الأقصى   ,1,هل يمكن أستاذة علا مشاركتنا بالمزيد عن  عيد الفصح العبري  ولماذا يهتم اليهود بالاحتفال به في المسجد الأقصى ,0,ثقافة
من بين كل المهن  لماذا الأطباء أكثر المشتغلين بالأدب ,0,ه ناك سبب  آخر لهذه القضية  وهو أن  معظم الأطباء يقتربون جدا  من الآلام البشرية  معظمهم يعيش بين الدماء والصراخ وآلام لا يمكن أن توصف أبدا   بالإضافة إلى ك ل ذلك ه ناك أيضا  الألام التي يعايشونها ولا علاقة لها لا بالدماء ولا بالأوجاع ولا بالصراخ وهي الألام الصامتة التي تصنع كل  إنسان  تحوي جملته العصبية بعضا  من الإنسانية  الفقر مثلا  الذي يمنع من العلاج  المحسوبيات التي ت تخم بها معظم مستشفيات العالم الغير متقد م منه على الأقل  الموت البطيء والسريع  التوت ر الدائم  كل شيء يدفع بالأطباء إلى حاف ة الجنون حيث يبدأ الفن  وينتهي  تقول الدكتورة دورا مثلا  من جامعة نيو مكسيكو  لم أكن مهتمة برواية الطبيب التقليدية حول رومانسية شفاء المريض  حيث يكون الطبيب قادرا  والمريض ضعيفا   أردت أن أكتب نوع ا مختلف ا من سرد الطبيب  لأن الحقيقة هي أن النظام الطبي والأطباء لم يكونوا على ما يرام  فمن السخف أن يخضع الأطباء لكل هذا التدريب وأن يذعنوا لقرارات كتبة التأمين  في هذا المثال مثلا   ما يدفع الدكتورة دورا لكتابة الأدب هي مسألة سرقة التأمين للمرضى وتعاملهم عادة  اللاإنساني مع حاجات الإنسان الم تأل م  هذا واحد من الأسباب وللأمور تتم ة  ,1,ثقافة
لمن أقرأ  أي الكتب تناسبني ,1,لشخص مبتدئ في القراءة أنصح بأن يهتم كثير ا باختيار الكتاب الذي يبدأ به هذا المشوار لأنه سيؤثر على انطلاقه في هذا الطريق أو تغيير فكرته عن القراءة  قبل سنوات حاولت أن أكون قارئة ولكن على ما يبدو أنني اخترت الكتاب الخاطئ  ذلك أنني اخترت أول كتاب قابلني في طريقي  فتوقفت عن القراءة لفترة طويلة  لكن بعد فترة قررت أن أعطي الأمر فرصة أخرى فاخترت كتابي بعناية وكان كتاب  لأنك الله  وكان قرار ا صائب ا لأن من بعده تغيرت نظرتي للقراءة وتعلمت أن أعطي وقتي فقط للكتب التي أرى أنها تستحق هل تتذكرين اول كتاب قرأتيه يا رهان  ماذا كان ,1,ثقافة
ما بين مسبار جيمس ويب وسفينة فضا فوياجير Voyager  لماذا كل هذا الفضول وأين ينتهي بنا ,0,هذا ليس غرورا  بالمر ة  أعتقد أن  أبعد صفة عن المجتمع الغربي حاليا  كلمة غرور  لإن  المغرور بطبعه يتكب ر عن الاهتمام بالمحيط أو الاهتمام بتطوير نفسه  يرى نفسه أكبر من أن يلقي بالا  على الحاصل في مجتمعه الإنساني المحيط أو الطبيعي حتى  على أن الحاصل هو العكس  كشوفات كثيرة تحققها وكالة ناسها وغيرها من المراكز البحثية والكشفية كل يوم  في كل يوم اكتشاف جديد واقتراب آخر نحو مجهولات لم نكن نعلمها قبل الآن وتحويل مجهولات كثيرة إلى معلومات بالضرورة أثناء البحث العلمي وكشوفات كهذه  برأيي أن  الأمر لن يكون له  حد بالمر ة  وذلك لسبب واحد  في أن  المجتمع العلمي يحقق انتصارات يومية في هذا المجال سواء الكوني أو العلمي الطبيعي وما دام يحقق انتصارات ت ترجم بالضرورة إلى مشاريع اقتصادية أو تطويرات هائلة على مستوى التكنولوجيا والفهم والوجود الغربي فهذا لن يقف عند أي  حد وسيستمر إلى الما لا نهاية أبدا   أعتقد أن  السؤال الحقيقي الذي يجب أن نسأله  متى يعي ذلك المجتمع العربي وينخرط في هذه العمليات والبحوث  والأهم من كل ذلك برأي أن نقوم بكل ذلك متجاهلين هذا النوع من الأسئلة بالضبط  لإن  لا الفضول الإنساني يمكن أو يجب أن ينتهي  هذا سؤال لا ي مكن أن نسأله برأيي في بداية رحلة ستطول وتطول كثيرا  ولا يجب أن ن فك ر في كشوفاتنا العلمية بأمور عقائدية غير ثابتة بالنسبة للجميع  هذا فضول شخصي والعلم يهتم بالأسئلة الموضوعية الجماعية التي ت عمم  ,1,ثقافة
كيف تتحكم بمشاعرك التي تتحكم بك  ,1,الحل الذي ذكرته حضرتك يبدو عملي ا ولكن لا أعرف إذا كان فعال ا مع جميع أنواع المشاعر  عن نفسي أحاول التحكم في مشاعر الغضب وجعلها لا تسيطر علي  من خلال الوعي بها في لحظة الانفعال  بأن أهدأ وأصمت قليل ا وأتذكر في هذه اللحظة أن هذه المشكلة وهذا المؤثر سيمر كما مر غيره قبله  بهذا أعرف بأن اللحظة الحالية لن تدوم طويل ا وأنها زائلة  والأفضل من التأثر بالمشكلة هو التركيز على حل المشكلة وعلى البدائل الموجودة ,1,ثقافة
