Question,Subj_Q,Answer,Subj_A
ما الذي يجعل شخص ا ما قاتلا  ,1,التوحد والنفسية,1
الرئيس السيسي   ندير الأمور بإخلاص وأمانة وشرف في وقت عز فيه الشرف   ما تعليقك ,0,السلام عليكم ورحمة الله وبركاتهأشكرك على السؤالبسم الله الرحمن الرحيم  والحمد لله رب العالمين  وصلى الله وسلم وبارك على عبده ورسوله محمد  وعلى آل محمد وصحبه وأم ته قد جسد السيسي مدلول الرويبضة كما في حديث سيدنا عبد الله ورسوله محمد ﷺ في آخر الجوابالسلام عليكم ورحمة الله وبركاتهأشكرك على السؤالبسم الله الرحمن الرحيم  والحمد لله رب العالمين  وصلى الله وسلم وبارك على عبده ورسوله محمد  وعلى آل محمد وصحبه وأم ته قد جسد السيسي مدلول الرويبضة كما في حديث سيدنا عبد الله ورسوله محمد ﷺ في آخر الجوابهذا قليل من كثير   بين الرسول صلى الله عليه وسلم للصحابة معنى الرويبضة لماسألوه   فقد جاء عن أبي هريرة في حديث رسول الله صلى الله عليه وسلم    سيأتي على الناس سنوات خ د اعات   زيادات الجامع الصغير للسيوطي  تحياتي الطيبة  السلام عليكم ورحمة الله وبركاتهتحياتي الطيبة  السلام عليكم ورحمة الله وبركاته,1
ما هوا رايكم في الخطه آلتي بدأت بها دول الخليج في ارجاع العلاقات معا بشار الاسد و طرد جميع القوات الخارجية في سوريا  ,0,السلام عليكم ورحمة الله وبركاتهأشكرك على السؤالبسم الله الرحمن الرحيم  والحمد لله رب العالمين  وصلى الله وسلم وبارك على عبده ورسوله محمد  وعلى آل محمد وصحبه وأم ته  س ور ة  إ ب ر اه يم   ٤٥ ٥٢ تحياتي الطيبة  السلام عليكم ورحمة الله وبركاته,1
هل الصين قادرة على إيقاف الحرب في أوكرانيا  وما حقيقة المبادرة الصينية وردود الأفعال عليها ,0,الجواب على التساؤلات يقتضي الوقوف على الأمور التالية 1  أمريكا  2  الدول الكبرى في أوروبا  3  روسيا  1  2  3  4  5  وهكذا فقد جعلت هذه المواقف الصين تفكر بما يشبه الوسيطأن روسيا صارت تدرك استحالة كسبها للحرب وأنها في مواجهة إرادة أمريكية صلبة بهزيمتها في أوكرانيا  بل ودوليا   ففنلندا والسويد على وشك أن تصبحا أعضاء جددا في حلف الناتو  ألمانيا أصبحت تتعسكر بشكل متسارع  وفي الشرق فإن الجيش الياباني قد يصبح تهديدا  كبيرا  لروسيا قريبا  خاصة وأن اليابان تطالب روسيا بجزر الكوريل التي احتلتها روسيا إبان الحرب العالمية الثانية  وكل هذه التطورات الأوكرانية والدولية تفرض أعباء أمنية كبيرة على روسيا وتكشف المزيد من ضعفها  خاصة وأن عليها عقوبات اقتصادية غير مسبوقة    لذلك فإن التأثيرات السلبية الدولية للحرب على الصين  ويأس روسيا من الانتصار في أوكرانيا هو ما أثمر هذه المبادرة الصينية للسلام في أوكرانيا هذه هي حقيقة مبادرة الصين للسلام في أوكرانيا  وهذا ما يفسر توقيتها  وخاصة ما ظهر في المبادرة من النص على احترام سيادة الدول لإغراء الغرب وأوكرانيا  فقد أعلن وزير خارجية الصين في المبادرة الدعم لسيادة أوكرانيا  فقال  إن وحدة أراضي وسيادة جميع الدول سيتم احترامها في اقتراح الصين  سي ان ان عربية  2023 2 18   وذلك كمدخل مغر  للغرب في المفاوضات   فهذا يتوقف على عوامل عدة مؤثرة 1  2  والظاهر اليوم أن الدول الغربية غير مهتمة بالمبادرة الصينية وأنها تخطط لهزيمة كاملة لروسيا في أوكرانيا وتنتظرها3 الخلاصةوفي الختام فإن هذه الدول الكافرة المستعمرة المسماة كبرى في عالم اليوم تتصارع في ما بينها ليس لخير العالم وإنما للشر والض ر جواب سؤال   بتصرف   التاسع من شعبان 1444هـ 2023 3 1م,0
لماذا دولة اليمن لا احد يذكرها او تكون اخر الاهتمامات عند العرب بعكس سوريا وكون الحرب بدأ ف اليمن بنفس تاريخ الحرب بسوريا تقريبا هل هي دولة منبوذة ,1,السلام عليكم ورحمة الله وبركاتهأشكرك على السؤالبسم الله الرحمن الرحيم  والحمد لله رب العالمين  وصلى الله وسلم وبارك على عبده ورسوله محمد  وعلى آل محمد وصحبه وأم ته اليمنالسلام عليكم ورحمة الله وبركاتهأشكرك على السؤالبسم الله الرحمن الرحيم  والحمد لله رب العالمين  وصلى الله وسلم وبارك على عبده ورسوله محمد  وعلى آل محمد وصحبه وأم ته اليمنسورياالتغطية الإعلامية والأهميةأرجو ملاحظة أن الحضور الإعلامي لا يعكس الحقائقوإنما التغطية الإعلامية إنما هي تغطية من وسائل إعلامية مسيسة تخضع في س لم أولوياتها وتغطيتها للدول المالكة والممولة لتلك الوسائل  وعلى ذلك تكون التغطية الإعلامية والإهتمام الأم ة والأحداثوأما مشاعر واهتمام الأمة فوجب التفريقوإن غدا للعاملين له لقريب بإذن الله  إن الله هو العزيز الرحيم تحياتي الطيبة  السلام عليكم ورحمة الله وبركاته,0
لماذا دعم الغرب لبن لادن ضد السوفييت كان كبير و دعمهم لاوكرانيا ضد روسيا ضخم جدا لكن دعمهم للمعارضة السورية ضد الروس بالكاد فتات ,1,السلام عليكم ورحمة الله وبركاتهأشكرك على السؤالبسم الله الرحمن الرحيم  والحمد لله رب العالمين  وصلى الله وسلم وبارك على عبده ورسوله محمد  وعلى آل محمد وصحبه وأم ته أما بخصوص الحرب الباردة زمن السوفييت فقد حدث فيها تنسيق  ومن ذلك الاعتراف يكيان يهود  وذلك رغم العداء المعلن تحياتي الطيبة  السلام عليكم ورحمة الله وبركاته,1
تفتكروا الصين هتحسم الحرب لصالح الروس بإرسال دعم عسكري للجيش الروسي ,0,السلام عليكم ورحمة الله وبركاتهأشكرك على السؤالبسم الله الرحمن الرحيم  والحمد لله رب العالمين  وصلى الله وسلم وبارك على عبده ورسوله محمد  وعلى آل محمد وصحبه وأم ته تحياتي الطيبة  السلام عليكم ورحمة الله وبركاته,0
هل تهزم روسيا نفسها بعد الاختلاف بين قوات فاجنر و الجيش الروسي  ,0,كشفت شبكة سي إن إن الأمريكية عن خطة روسية لنقل التكنولوجيا العسكرية الغربية إلى إيران  من خلال تقديم الغنائم التي حصلت عليها من الأسلحة الأمريكية والأوروبية إلى الجيش الإيراني  وهو الأمر الذي ينذر بعمل طهران على تقديم نسخها الخاصة من هذه الأسلحة  ما يضاعف من قدرة الترسانة العسكرية الإيرانية  ويأتي هذا بعد ساعات من تسريب شبكة سكاي نيوز البريطانية معلومات مدعومة بصورة الأقمار الاصطناعية  حول إرسال إيران سفينتين محملتين بملايين الذخائر إلى روسيا عبر بحر قزوين    مصادر  تحليل  ,0
كيف ستبدأ الحرب العالمية الثالثة من وجهة نظركم و هل ستكون حرب نووية شاملة و ما الدول التي ستنجو بنسبة كبيرة من نطاق سلاح الدمار الشامل ,0,الافتراض الأولتاثيرات هذه الحرب او كما تمسى  معركة القيامة  أو يوم الحساب سيكون تأثيرها على كل الكوكبالإفتراض الثاني  ربما هذا الكائن سيبدأها بعد تهديد الذكاء الصناعي بالإستيلاء على الرموز النووية ونشر الأوبئة الفتاكةChatgpt يكشر عن أنيابه   سأستولي على العالم وأتنمروأفصح chatgpt عن مكنوناته معربا  عن أنه سيكون أكثر سعادة كإنسان لأنه سيتمتع بمزيد من القوة والسيطرة  بحسب ما نشرت صحيفة  نيويورك تايمز  وفي محادثة مطولة أجراها الصحافي  أوضح هذا البرنامج للذكاء الاصطناعي أيضا  أنه يريد أن يكون إنسانا  ليكون لديه المزيد من الفرص والتجارب والمشاعر كما أوضح أنه يمكنه التلاعب بأي مستخدم خلال الدردشة والتأثير فيه  بل وتدمير أي بيانات على برنامج الدردشة ومحوها  كذلك استبدالها برسائل عشوائية أو مسيئة بالإضافة إلى القدرة على القيام بالقرصنة على مواقع الويب والأنظمة الأساسية الأخرى  ونشر معلومات مضللة أو دعاية أو برامج ضارة وكان الملياردير إيلون ماسك  والرئيس التنفيذي لشركات  تويتر  و سبيس إكس  و تسلا   قد حذر من خطورة الذكاء الصناعي أمس  مشيرا  إلى أهمية القلق حيال دور هذه التقنية الجديدة  داعيا  في الوقت نفسه إلى لإيجاد لوائح وضوابط رقابية لمصالح الجمهور يذكر أن  تشات جي بي تي   chatgpt  هو روبوت دردشة من تطوير شركة  أوبن أيه آي  الأميركية وشارك مستخدمو وسائل التواصل الاجتماعي لقطات شاشة لردود غريبة وعدائية  حيث يدعي  Bing  أنه إنسان وأنه يريد إحداث الفوضى وأجرى كاتب العمود التكنولوجي في صحيفة  نيويورك تايمز  كيفن روز محادثة لمدة ساعتين مع الذكاء الاصطناعي  بينغ  الأسبوع الماضي وأبلغ روز عن تصريحات مقلقة أدلى بها روبوت الدردشة الذكاء الاصطناعي  بما في ذلك الرغبة في سرقة الرموز النووية  وهندسة جائحة قاتلة  وأن يكون إنسانا  وأن يكون على قيد الحياة  وأن يخترق أجهزة الكمبيوتر وينشر الأكاذيب هل تكفيك هذه الإجابة عزيزي  ,0
هل تعلم أن هناك اتنين ونصف مليون طفل سورى تضرروا من الحرب السوريه  ,0,العدد اكبر من ذلك,1
لماذا من يحافض علىمبادء الاسلام يعتبر متخلف في وقتنا هذا ,1,انتشار العلمانية و الغزو الثقافي و التقليد الاعمى للغرب,1
 شئ بحط العقل بالكف  كما يقال باللهجه السورية   معلوما اليوم أن  فاغنر الروسية  يصنفها الغرب بأنها ارهابية في اوكرايينا  ولكن بذات الوقت في سورية يتعامل معها ويغض الطرف عنها  هل بات الغرب مدرسة وانموذجا للمعايير المزدوجة والضمائر العوراء   ,1,السلام عليكم ورحمة الله وبركاتهأشكرك أخي أحمد على السؤالبسم الله الرحمن الرحيم  والحمد لله رب العالمين  وصلى الله وسلم وبارك على عبده ورسوله محمد  وعلى آل محمد وصحبه وأم ته وهل توقعت غير ذلك من منظومة سياسية لها تاريخ وحاضر  ومستقبل  مشهود مع المسلمين أمة ودينا وحضارة   ك ی ف  و إ ن ی ظ ه ر وا  ع ل ی ك م  ل ا ی ر ق ب وا  ف یك م  إ ل  ا و ل ا ذ م  ة   ی ر ض ون ك م ب أ ف و    ه ه م  و ت أ ب ى  ق ل وب ه م  و أ ك ث ر ه م  ف ـ س ق ون    س ور ة  الت  و ب ة   ٨   إ ن  م ا ی ن ه ى ك م  ٱلل  ه  ع ن  س ور ة  الم م ت حن ة   ٩ لا بد من إرجاع الأمور إلى نصابها    تحياتي الطيبة  السلام عليكم ورحمة الله وبركاته,1
ما معنى القمل في القران الكريم ,1,واختلفوا في القمل فروى سعيد بن جبير عن ابن عباس قال القمل السوس الذي يخرج من النطه وقال مجاهد السدي وقتاده الكلبي القمل الدي الجراد الطياره التي لها تفسير الطيري تفسير القرطبي تفسير البغوي التفسيؤ الوسيط تفسير الجلالين التفسير الميسر,0
هل تشاركنا ملاحظاتك تجاه تعاطف الناس مع زلزال تركيا وسوريا ومن حيث إقبالهم على التبرع والدعاء ,0,في هذا تكافل وتآزر بين المسلمين ورأفة ورحمة بينهم وهذا مما حث الإسلام عليه ١   عن النعمان بن بشير   إن ما مث ل  المسلمين  في تواصل ه م وتراحم ه م  والذي جعل  الله  بين ه م كمث ل  الجسد   إذا وج ع  بعض ه  وج ع  كل  ه  بالس  هر  والحم ى ابن عساكر  ت ٥٧١   معجم الشيوخ ١  ٣٤٧   صحيح من حديث النعمان غريب من حديث عبد الملك عنه   شرح رواية أخرى,1
ما الفرق بين الإنسان الصالح والمواطن الصالح ,0,الإنسان الصالحالمواطن الصالحمصطفى كامل  هذا هو منهج الإسلام في التربية ,1
ماذا بعد حريق مصنع الطائرات التي كانت ستوجه لدعم أوكرانيا   هل يستسلم زيلينسكي  ,0,يا اخوان الحرب دمار واستنزاف الأموال ودم البشر   أنا كنت ضابط احتياط في 1983 في شرق مدينة البصره العراقيه   في أحد الأيام جائتنا 10 شاحنات قذيفة مدافع النمساويه   والقصف الأيراني كان مستمر   وسواق الشاحنات كانوا يخافون من احتراق الشاحنات وما فيها من العتاد بالقصف الأيراني وقالوا أين نفرغ الشاحنات   وانا قلت كل شاحنة خلف احدي المدافع النمساويه فقال لماذا وقلت له أنتم أتركوا الشاحنات واجلسوا أو ناموا في أحدي الغرف حتي يفرغون لكم الشاحنات فتعجب ونام للصباح الغد وعندما أستيقظوا من النوم وجدوا شاحناتهم فارغة من الحموله وسألوا أين فرغتم الشحنات وقلت له هذه هي البقايا من الأسطوانات الفارغة والحشوة ذهيا اخوان الحرب دمار واستنزاف الأموال ودم البشر   أنا كنت ضابط احتياط في 1983 في شرق مدينة البصره العراقيه   في أحد الأيام جائتنا 10 شاحنات قذيفة مدافع النمساويه   والقصف الأيراني كان مستمر   وسواق الشاحنات كانوا يخافون من احتراق الشاحنات وما فيها من العتاد بالقصف الأيراني وقالوا أين نفرغ الشاحنات   وانا قلت كل شاحنة خلف احدي المدافع النمساويه فقال لماذا وقلت له أنتم أتركوا الشاحنات واجلسوا أو ناموا في أحدي الغرف حتي يفرغون لكم الشاحنات فتعجب ونام للصباح الغد وعندما أستيقظوا من النوم وجدوا شاحناتهم فارغة من الحموله وسألوا أين فرغتم الشحنات وقلت له هذه هي البقايا من الأسطوانات الفارغة والحشوة ذهبت ألي ايران فتعجبوا   بالمختصر عشرة شاحنات قذائف احرقت خلال 24 ساعه وهذه جبهة واحدة فما بالك بطول الحدود ماعدا الطائرات والدبابات والمشاة ألخ فأي مصنع تتحمل كل هذه المحروقات لنفرض هذا المصنع المحروق تنتج شهريا 10 طائرات بالكثير فكيف تكفي حرب شرق أوروبا مع الروس بدعم أوروبي غربي وامريكي   هذا الحرب هو حرب العالم ضد روسيا وبدعم من الصين وايران وهذه دول ذات امكانية محدوده للدعم في ظل الحصار الأمريكي الأوروبي الياباني فروسيا دولة الفساد بمعني الكلمة ودولة غير غنيه فحدوث الانقلاب شيء محتمل في اية لحظة   واستخدام السلاح النووي ليس من صلاحية بوتين وحتي الرئيس بايدن فالسلاح النووي يحتاج قرار من مراكز القرار وحكومات الظل التي تحكم العالم من وراء الكواليس وهم يرشحون رؤساء العالم ومسألة الأنتخابات مجرد اعطاء الشرعيه ورمي الرماد في عيون الشعوب النائمة فكل رؤساء العالم يرشحون في مؤتمرات الماسونيه العالميه في أوروبا وامريكا واستراليا واسيا ورأينا صدام وكان يملك ألاف الأطنان من القذائف الكيمياويه ولم يتمكن من استخدمها في حرب الكويت حتي في أسقاط صدام نفسه وبوتين ليس أقوي من صدام شخصيا حتي عسكريا بدون دعم دولي,0
ما هي الدولة المسلمة الأفضل للزواج كمسلم أسود البشرة عندما يتعلق الأمر بالعنصرية والعنصرية في الطلاق ,0,المغرب العربي الجميلعندهم سلام نفسي  ويكرمون الشخص دون النظر إلي اصله أو عرقه وعندما أكون في المغرب أري كثيرا من السنغاليين والأفارقة  يتزوجون بمغربيات ناهيك عن كثير من الجنسيات الأخري المسلمة ولو كنت من متابعي كرة القدم وسمعت عن لاعب برشلونة عثمان ديمبلي الفرنسي من أصول أفريقية  وقد تزوج بمغربية  ولم يحدث له تنمر او عنصرية  بل علي العكس قد انصلح حاله وتطور مستواه بزواجه هذا ,1
من لاخواننا بسوريا كل الدول ترسل معدات ومساعدات لتركيا بالرغم ان تركيا لديها معدات وفرق انقاذ تكفي بينما سوريا عائلات واسر تحت الانقاض لا تجد من ينقذها والعالم كله يشاهد اين وصل العرب والعالم والمسلمين برايك هل يستحق الوطن العربي التقدم في ظل الظلم  ,1,العراق    موقفه مشرف مع الشقيقة سوريا   ,1
ما كل هذه القذارة والعنصرية التي أطلقتها اليوم صحيفة شارلي ابدو الفرنسية سيئة الذكر تحت ستار حرية التعبير الكاذبة  حيث قامت بالتشفي بالموت والكوارث وإبداء الفرح بما حصل من تشريد لملايين الناس في سوريا وتركيا جراء الزلزال       ,1,كل إناء بما فيه ينضح السلام عليكم ورحمة الله وبركاتهقلوب امتلأ ت بالغ يرة والغل والتطرف الأعمى والحقد والغيظ البغيض والبعد عن الدين وما فيه من إيجابيات وجمال بحيث لم يعد بإستطاعتهم سوى الغوص أكثر فأكثر في السلبيات فلا يمكن إلا أن يفيضوا بالسلبية والعنجهية والتكبر  دون أن يعلموا أو يفقهوا بأن ما فيهم يعود لهم  وما عبروا عنه يفضح  جهلهم وقبح نواياهم كل إناء بما فيه ينضحوكل ذات بما فيها تفيضفمن كان الجمال يملأ ذاتهفلا بد أن تفيض بكل جمالومن كان القبح زادهفلا تتوقع غير القبح فائضا ,1
اقترح علي  كتابا    يحكي سيرة نبي الله محمد صل الله عليه وسلم تسليما  كثيرا   بجميع التفاصيل في مأكله ومشربه و ترحاله وعلاقاته و زهده و ما هي عادته   هل تعرفون كتابا  كهذا  ,1,بالطبع اذا كنت مصريا او تتقن اللهجه المصريه فهناك كتاب جميل جدا يسمي  السيره النبويه بالعاميه المصريه  من افضل كتب السيره التي قرأتها,1
إذا كنت من سوريا أو تركيا فكيف حالك بعد زلزال اليوم  سلامات إن شاء الله,0,انا سوريا أعيش في شمال سوريا والله حال لايوصف من مأسات وخزلان,1
عب ر بلينكن في مقر السلطة الفلسطينية في مدينة رام الله عن  حزنه  وقدم  تعازيه  لمقتل فلسطينيين أبرياء  في أحدث تصعيد للعنف خلال العام الماضي   ما تعليقك ,0,اعتقد انه من الخبث صياغة السؤال بهذه الطريقه  لماذا لم تضاف جملة استنكر بلنكن عملية القدس التي قتل فيها يهود  اي ان التعازي لذر الرماد في العيون وكلمة ابرياء للفصل بين مسلح وامرأه قتلت     خبث ما بعده خبث    فالمستوطنون مسلحون 99     تحيز واضح   ومثل ما بقول المثل اللي ما بشوف من الغربال أعمى  او انه تعامي وكلمتي لمن يعتقدون انهم اصحاب قرار عن الشعب الفلسطيني  اقول انتم لا تمثلون الا انفسكم الخائنه وجيوبكم الفاسده ,1
ما هي مواصفات الجيل الذي سيحرر الأقصى ,0,صفاته صفات قائدنا العظيم صلاح الدين الايوبي  مخلص لدينه  لا للمصالح الشخصيه  وحد المسلمين قبل توجهه للقدس حارب المتآمرين والمنافقين والمتخاذلين 13 عاما حتى وحدهم على كلمة وغاية واحده  عندها توجه الى بيت المقدس  كان جديا وعندما سئل لم لا يضحك اجاب وكيف يضحك وبيت المقدس  هؤلاء هم القدوه التي يحتذى بها  ولكن اين امثالهم بزماننا  اما في القبور او في السجون ولكن الاجيال الشابه تحمل الامل على بعث من امثالهم الكثير ولله الحمد,1
هل يجب ان يكون للجميع الحق في امتلاك سلاح قضيه يناقشها العالم ارجو من من يجيب السؤال ياتي لنا بدليل  ,1,حسب السلاح اذا كان سلاح أبيض فهو موجود بكل مطبخ أما لو كنت تقصد سلاحا رساشا فهذه مشكلة و المشلكة الأخرى في كلمة الجميع  من هم الجميع   يعني كل الناس منهم الجاهل والمختل والعنصري والمتشدد والعصبي تخيل كلهم أصبحو يمتلكون سلاح   في أمريكا كل يقتل ٥٩ شخص يوميا,1
هل يوجد علاقة بين التصعيد في فلسطين المحتلة وضرب كيان يهود لإيران ,0,نعم  لأن الحكومة الجديدة بقيادة نتنياهو يعتمد استراتيجية  تصدير الأزمات الداخلية  فهو ربما يريد تصعيد يحول النظر عنه وعن حكومته التي يتظاهر الاف ضدها   أو ربما تحقيق بعض من الردع لإيران بقضية دعمها للمقاومة الفلسطينية  ,0
الجزيرة  أكسيوس عن مصدر إسرائيلي مطلع  تم استهداف 4 مواقع مختلفة في المنشأة بأصفهان وجميع الضربات حققت أهدافها  ماذا تتوقع أن يكون رد إيران وحزبها اللبناني  وكيف يجب أن يكون بتقدير ,0,السلام عليكم ورحمة الله وبركاتهالأستاذ الكريم الفاضل عبد الله مسلم مع الشكر لتوجيه السؤالآخر الأخبار حول هذا   الهجوم   صر ح وأكد أن هجوم أصفهان لم يكن موفقا  وكلام المصادر الإسرائيلية عن نجاحه مجرد دعاية للتعتيم على الفشل وأضاف المسؤول الإيراني وقال إن واشنطن نأت بنالسلام عليكم ورحمة الله وبركاتهالأستاذ الكريم الفاضل عبد الله مسلم مع الشكر لتوجيه السؤالآخر الأخبار حول هذا   الهجوم   صر ح وأكد أن هجوم أصفهان لم يكن موفقا  وكلام المصادر الإسرائيلية عن نجاحه مجرد دعاية للتعتيم على الفشل وأضاف المسؤول الإيراني وقال إن واشنطن نأت بنفسها عن الهجوم لأنها تعلم أنه فاشل ولن يدفع طهران لتغيير سياساتها  حسب تعبيره  مشيرا إلى أن  واستدعت إيران  اليوم الاثنين  القائم بالأعمال الأوكراني في طهران بسبب تصريحات صادرة عن ميخائيل بودولياك مستشار الرئيس فولوديمير زيلينسكي وقال موقع  نورنيوز  المقرب من مجلس الأمن القومي الإيراني وأضاف أن تصريح بودولياك يفي حين ذكرت وكالة تسنيم الإيرانية شبه الرسمية ألو قرأنا بين السطور   هل هناك من رد  أو أن التحقيق يجب أن يأخذ  مجراه باتت الأمور واضحة وواضحة جدا   ,0
سكاي نيوز  11 مليون شخص يعانون من الوحدة في فرنسا  ما تعليقك ,0,السلام عليكم ورحمة الله وبركاتهالأستاذ الكريم الفاضل عبد الله مسلم مع الشكر لتوجيه السؤالبداية  بل الحقيقة في كل آن  وحين الحمد لله رب العالمين دائما  وأبدا على نعمة الإسلام وعلى نعمة الإيمانلقد كان الرسول الأعظم  صل ى الله عليه وعلى آله وصحبه وسل م   إذا اشتد  عليه أمر  ماهنا يكمن الفارق الأساسي  على الرغم من كل المحاولات لتشويه صورة الإسلام   لا زال هو السبيل للحياة وسفينة النجاة  النجاة من الشعور القاتل بالوحدة وما يستتبع ذلك من يأس وإحباط وإكتئاب و  إنتحار الدعاء والإستغفار والصبر والثقة بالله تعالى والتوكل عليه حق التوكل وح سن الظن به جل وعلا   هي الأدوية المضادة التي يملكالسلام عليكم ورحمة الله وبركاتهالأستاذ الكريم الفاضل عبد الله مسلم مع الشكر لتوجيه السؤالبداية  بل الحقيقة في كل آن  وحين الحمد لله رب العالمين دائما  وأبدا على نعمة الإسلام وعلى نعمة الإيمانلقد كان الرسول الأعظم  صل ى الله عليه وعلى آله وصحبه وسل م   إذا اشتد  عليه أمر  ماهنا يكمن الفارق الأساسي  على الرغم من كل المحاولات لتشويه صورة الإسلام   لا زال هو السبيل للحياة وسفينة النجاة  النجاة من الشعور القاتل بالوحدة وما يستتبع ذلك من يأس وإحباط وإكتئاب و  إنتحار الدعاء والإستغفار والصبر والثقة بالله تعالى والتوكل عليه حق التوكل وح سن الظن به جل وعلا   هي الأدوية المضادة التي يملكها  المسلم  لمواجهة تحديات الحياة ما تعاني منه شريحة كبيرة من الشعب الفرنسي على الوجه الخصوص  ليست أزمة مستجدة في العالم الغربي لا بل أمر طبيعي وتحصيل حاصل نظرا  للمعتقدات التي يؤمنون بها وتعلقهم المادي بالحياة  وقد أصبح العديد منهم يص رح علنا  عن ذلك  على سبيل المثال   Eric Zemmour  Michel Onfray   le FACE A FACE   حيث قال Michel Onfray ما حرفيته   المسلمون يقدمون لنا درسا  هم محقون فيه  يتمث ل في الترفع عن المادية الإستهلاكية   ومهما كان رأينا عنهم  فإنهم يبقون أناسا  اصحاب م ث ل وقيم  إنهم لا يرون الأمور بأفق  محدود  كالحرص على إمتلاك هاتف ذكي أو سيارة رباعية الدفع  المسلمون لديهم روحانيات وإتصال بالخالق  وهم كذلك أصحاب أخلاق  ويرون من العار أن ي رسل المرء والديه الى دور رعاية المسنين التي هي في الواقع مخازن للموتى  ويرون أن العلاقات غير المنضبطة تح ط من كرامة المرأة وتهينها  في الحقيقة المسلمون شرفاء أما نحن فقد فقدنا معنى الشرف   ,1
اليوم بإسم حرية التعبير الكاذبة منعت السويد حرق خرقه مما يسمى التوراة المحرفه   ألا يدل هذا بكل وضوح أن هؤلاء القوم الذين يحملون ضمائر عوراء  كوشوك  ذات المعايير المزدوجة آفاقون  يشنون حربا حاقدة ومبرمجه على الاسلام ليس إلا       ,1,ظعف الذي يلجئ لا اخراج قظبه في كتاب الله ان الله يمهل ولا يهمل,1
لماذا يتجرأ غير المسلمين على مقدسات وح ر مات المسلمين  ,0,السلام عليكم ورحمة الله وبركاتهالأستاذ الكريم الفاضل عبد الله مسلم مع الشكر لتوجيه السؤالالمسلمون في مختلف أقطار الأرض لا يحرقون التوراة  اليهودي ة  ولا الكتاب المقدس الإنجيل المسيحي  ليس خوفا  من القوانين التي ت حر م ذلك  وإن ما لأن هم يحترمون الآخر ويفقهون فعلا  معنى الإنسانية وحرية التعبير بالمقابل  وحين نتحدث عن مقدسات المسلمين ومشاعرهم وحريتهم بالتعبير يأتي من يرد لنا هذا الجميل  وي حرق القرآن الكريم تحت ح ماية الحكومات وقوات الأمن والأصوات العنصرية البغيضة   كل ذلك تحت شعار أو أ كذوبة  حري ة التعبير يمكن معالجة هذه الانت هاكات الم عيبة بحق من يفعلها أولا  وأخيرا  عبر إصدار البرلمانات الغالسلام عليكم ورحمة الله وبركاتهالأستاذ الكريم الفاضل عبد الله مسلم مع الشكر لتوجيه السؤالالمسلمون في مختلف أقطار الأرض لا يحرقون التوراة  اليهودي ة  ولا الكتاب المقدس الإنجيل المسيحي  ليس خوفا  من القوانين التي ت حر م ذلك  وإن ما لأن هم يحترمون الآخر ويفقهون فعلا  معنى الإنسانية وحرية التعبير بالمقابل  وحين نتحدث عن مقدسات المسلمين ومشاعرهم وحريتهم بالتعبير يأتي من يرد لنا هذا الجميل  وي حرق القرآن الكريم تحت ح ماية الحكومات وقوات الأمن والأصوات العنصرية البغيضة   كل ذلك تحت شعار أو أ كذوبة  حري ة التعبير يمكن معالجة هذه الانت هاكات الم عيبة بحق من يفعلها أولا  وأخيرا  عبر إصدار البرلمانات الغربية تشريعات وقوانين تعتبر حرق القرآن الكريم والت طاول على الر سول محمد صلى الله عليه وعلى آله وصحبه وسلم  جريمة معاقب عليها تماما  كما أصدرت تشريعات ت حر م إنكار المحرقة اليهودي ة فلماذا لا تفعل الش يء نفسه  ولماذا هذا التطاول وكل هذه الوقاحة دعني أصارحك القول   لأن المشكلة عند   بعض  المسلمين قبل غيرهم لقد قال الله تعالى في محكم التنزيل  ف خ ل ف  م ن  ب ع د ه م  خ ل ف  أ ض اع وا الص  ل اة  و ات  ب ع وا الش  ه و ات  ف س و ف  ي ل ق و ن  غ ي  ا   مريم 59   و ل ا ت ت  ب ع  وعن أنس قال قال رسول الله صلى الله عليه وسلم  أربعة من الشقاء جمود العين وقساوة القلب المؤمن يتزود هذه هي المشكلة الحقيقية   لأن   الوهن  سيطر على المسلمين  حتى أنهكهم  هم   يا أستاذي الفاضل  من أهملوا مقدساتهم من داخلهم   طول الأمل الذي يعاني منه الغالبية اليوم هو داء سرطاني   هو مرض مزمن تغلغل الى أرواح   غالبية   المسلمين  حتى تمك ن منها   فلم يعد من السهل علاجه  فلن ينجح معه أي دواء لقد عشقوا ملذات الدنيا وشهواتها حتى ذابوا فيها  فلم يعد   الآخر  يراهم أو يخشاهم أو يخاف منهم المسلمون هم من أحرقوا الرهبة في قلوبهم وإستخفوا بيوم الحساب   فإستخف بهم  الغير  إنهم في الحقيقة لا يعبدون الله جل في علاه   بل يعبدون القائد والزعيم و    والحقيقة إنهم يعبدون    فرعون ف اس ت خ ف   ق و م ه  ف أ ط اع وه    إ ن  ه م  ك ان وا ق و م ا ف اس ق ين لقد تاهوا وأعرضوا عما يدعوهم إليه الإسلام من  الكمال  وإقتصرت حياتهم على الملذات دون التفكير في الآخرة فمن الذي سيضع حدا  لكل هذه التجاوزات والإساءات إذا طالما هم في   غيبوبة إنه الإسلام  متى عدنا اليه  عادت الأمور الى نصابها الصحيح  وإلا   وروي عن الرسول صلى الله عليه وعلى آله وصحبه وسلم أنه قال  نجا أول هذه الأمة باليقين والزهد ,1
