Question,Subj_Q,Answer,Subj_A,Domain
البقاء  مع والدتي المريضة أم أقبل  الإرتباط بالشاب الذي تقدم لي ,0,ما كنت لتطرحي هذا السؤال لولا أن لك رغبة حقيقية في الزواج وتكوين أسرة  لديك ربما مشاعر مسؤولية اتجاه والدتك زيادة عن اللزوم  فالجميع لهم آباء وأمهات يتقدمون بالسن ويمرضون ولكن الحياة لا تتوقف الحل هو أن يخصص أخويك راتبا لاحدى النساء المساعدات قصد الاهتمام بشؤون والدتكم  فهي والدتكم جميعا وليست والدتك أنت بمفردك   المسؤولية اتجاه الوالدة ماديا ومعنويا لا يجب أن تتحمليها بمفردك  أنت لديك حياتك أيضا تريدين الاهتمام بها مثلما تزوج وتغرب بقية إخوتك لتحسين حياتهم في حال تعذر حل المساعدة لأي سبب كان  فإن لوالدتك الخيار للذهاب للعيش مع أحد أخويك إذا وجدت صعوبة في العيش بمفردها  لا يجب أن تتوقف حياتك وتتعطل لمشكل له العديد من الحلول ,1,انصحني 
العلاج النفسي هل هو الحل ,0,أنا أيضا  أتفق مع الزميل   alyfarghaly   فيما قاله من أنه لا يصح و لا ينبغي أن تحكمي على نفسك أخلاقيا  وأنت في تلك المرحلة  لماذا يا ترى  لأنك لست حرة الاختيار وإنما تمرين بظرف طارئ وهو ظرف قهري لا تملكين له دفعا  بمفردك  فعليك ألا تحسن بالذنب أبدا   وكيف تحسين بالذنب و التأث م في شيئ و مشاعر أنت لا دخل لك فيها    لا تحملي نفسك فوق ما ت طقين وما المشكلة أو العيب في أنك تعانين من رهاب اجتماعي أو وسواس قهري    الأمر ليس بهذا السوء وأنا نفسي أعاني   واعرف من نفسي هذا وأنا متصالح جدا  معها  من رهاب المصاعد و الأماكن العالية  هل تعرفين أني لا أستعمل المصعد   الأسانسير  إلا نادرا  وحيثما أكون مضطرا     أحيانا  أضطر أن أصعد إلى الثامن و المصعد يعمل و الناس تصعد فيه بلا خوف أو أدنى مشكلة  ولكن هذا طبيعتي و أنا متصالح معها ومتعايش معها جدا   هذا هو أنا و أنا متمايز عن غيري حتى في عيوبي وفي حسناتي  كذلك أخشى جدا  المرتفعات وبدأت مؤخرا  أن أتشجع وأنظر من منور الطابق الثامن أو العاشر وأنا أتشبث بالحائط  إن الأمر يصيبني بالدوار وأحس أنني سأهوي من حالق غير أني أتحايل على نفسي بان أنظر ولو ثوان و أتحدى نفسي  لا عيب أن نعاني من عيوب نفسية لا دخل لنا فيها وإنما علينا أن نعترف بها ونراها جزءا  من شخصياتنا التي لا يجب أن نجلد ذواتنا من أجلها  ولكن ننتفهما ونحاول أن نحجمها شيئا فشيئا  ,1,انصحني 
بماذا تنصحني لتطوير موقعي على الويب,0,ربما التخصصية في طرح المحتوى امر مهم  ايضا لا أدرى إن كانت مدونتك تحتوي على أكثر من 30 مقال أم لا ايضا شعرت بأن العشوائية في طرح التصنيفات  حيث لم  ألمس التنظيم في الموقع ربما هذا سبب في الرفضأيض ا لابد من يكون لديك اسم نطاق احترافيالزيارات أيض ا هل وهمية أم حقيقية  يجب التأكد من ذلكلماذا لا تعمل عبر مواقع العمر الحر  ربما تكو ن ارباح ا تستفيد منها مستقبل ا في إنشاء مشروع خاص بك ,1,انصحني 
كيف اتخلص من الفراغ العاطفي,0,وهل هذه حجة   هنالك الكثير من المطلقات يعشين حياة سعيدة  أتعلمين لماذا  لانهم ببساطة يهربون من أي تفكير عاطفي  أنت تقولين بأن  وقتك  تقضيه في القيام بنشاطات مختلفة  ولكن على الرغم من ذلك يتسلل لك هذا التفكير  اذا ما السبب هنا  إما أن  تكون هذه النشاطات لا تعطيك قوة إيجابية أو أنك تفتقدين الثقة بنفسك اذ ا أنت بحاجة لاستعادة الثقة بنفسك وانتقاء النشاطات التي تعطيك قوة ايجابية في حياتك ,1,انصحني 
كيف اتخلص ممن يستغلني ,1,عدم الخوف من حكم الآخر  تتمث ل هذه الحقيقة في الأزمة المتسب بة في مختلف العلاقات الإنساني ة  فالضغط الاجتماعي الذي يمارس علينا يمنعنا من العديد من القرارات المهم ة لنفسي تنا  والتي من أبرزها بكل تأكيد قطع العلاقة بأشخاص معي نين البعد عنهم تمام البعد  يجب علينا جميع ا أن نعتني بالقدر الكافي من الحدود  وأن ندرك أن البعد عن نماذج بعينها من الأشخاص غنيمة  والأهم من هذا كل ه  أن ننح ي مختلف المؤث رات الخارجي ة وضغوط آراء الآخرين جانب ا ,1,انصحني 
المصمم المتعدد المواهب أم  المتخصص  ايهما تنصحني به ,0,هذا برأيي يفرضه أمر واحد فقط  وهو تحديدك الحصري والدقيق لقو ة شركتك ومرحلة نمو ها وحاجاتها الحالية التي للآن والتي للمستقبل القريب  بمجر د تحديد هذه الأمور سيسهل على حضرتك الاختيار جدا   ولكن هنا أستطيع أن أنصح حضرتك في أمر هو أنه  في حال كانت شركتك في بدايتها وعدد المصممين جدا  قليل فيها يجب عليك أن تختار مصمما  أشمل  لديه الكثير من المواهب  ليس لاحتياجك الأكيد لها  بل للاحتمالية الكبيرة التي يفرضها الوضع الذي تعيشه شركتك الأن  لإن ه  ومع كل خطوة ستحتاج حرفيا  إلى التفكير بكل شيء وجعله يعمل على كل تفصيلة ممكنة ولكن ما أن تكبر الشركة عندك ويصبح لها نفوذ أكبر وقدرة تحر ك أكبر وأهم وقدرة على التوظيف أكثر براحة مالية يصبح للتخصص أهمية قصوى  حيث يأتي السؤال مباشرة  عند هذه المراحل من عمر المشروع  ما الذي يعنيه فعلا  أن يكون عندي أكثر من شخص بمهارات أكثر عموما   لماذا لا أحص ل الأكثر دقة واختصاص في كل مفصل من مفاصل المشروع  يعني أن أتحص ل مثلا  على الاكثر اختصاص في الـ  motion designer وهكذا دواليك  ولكن كملاحظة أخيرة  إي اك أن تبقي مشروعك بلا أشخاص بمهارات متعددة نهائيا   حاول دائما  الحفاظ على نسبة منهم في مشروعك ولو واحد  هذا م هم جدا  أحيانا  بتلافي الأخطاء المفاجئة وتوفير الأوقات عند حل المشكلات أو مواجهة المنعطفات التي يجهل المختص اتمامها ,0,انصحني 
ترددي في اختيار مساري المهني ,1,الأمر ليس بهذه الصعوبة  عليك فقط البحث عن مهارة لديك أسسها على الأقل  أو لديك شغف بها ليكون تعلمها سريعا  وجود أحد هذين الشرطين سيجعل الاختيار سهلا في البداية  فكر بما تملكه أولا وقم بتطوير نفسك فيه حد الاحتراف  مثلا هل أنت مهندس برمجيات ولديك خلفية مثلا عن صناعة البرمجة والتطبيقات وما شابه  حينها يمكنك اعتماد هذا المجال    أو مثلا أنت شغوف بالرسم والتصميم والفن بصورة عامة إذا تخصص في نوع من أنواع التصميم     وهكذا   ثم بعد إتقان مهارتك المختارة في الخطوة السابقة والعمل فيها يمكنك إن أردت تطوير نفسك واختيار مهارة أخرى للعمل على تطويرها  ولكن هذه المرة ستجد انك عرفت أكثر عن طريق وجودك في سوق العمل الفعلي ,1,انصحني 
كيف اقنع نفسي ,1,هذه فطرة الانسان ولا يمكننا جعلها تفكير فقط و يمكننا التخلص منه متى ما أردنا  لكن في نفس الوقت ليس علينا الشعور بالنقص إذا لم نوفق له الأمر مثله مثل أي أمر آخر في الحياة مثل الدراسة والعمل  إذا لم أدرس فليس هذا نهاية العالم لكن بما أنك تقريبا حققت أغلب الأهداف أو تملكين معظم الأشياء التي تفكر الناس في الوصول لها مثل العمل والدراسة  فالتفكير في الاستقرار وبناء أسرة هذا أمر طبيعي وعليك تقبله عادي والتعامل معه مثلما تفكرين في انشاء مشروع مع الكبر في السن تتغير أولوياتنا وكلما تقدمنا في السن كلما كان التفكير في الزواج أولية أولى ,1,انصحني 
كيف كنت ستقضي رمضان لو كنت طالبا مغتربا ,0,هذا يعتمد كبداية إن كنت بدولة عربية أم أوروبية وحسبما أتذكر أنت بتركيا يعني نسبة تواجد العرب كبيرة  ووارد جدا وجود الكثير من نفس بلدك معك لذا كبداية زيني المكان التي تسكني به بزينة رمضان وهذا الأمر أجربه من فترة وله أثر في الشعور بقدوم هذا الشهر المبارك بالنسبة للإفطار والسحور هذا يعتمد على مدى اندماجك واختلاطك بالآخرين  فمثلا يمكن اقتراح التجمع على السحور بأول يوم رمضان على مجموعة من زملائك وأصدقائك وتجهيزه معا وتناوله معا  وكذلك الإفطار يمكنكم تنسيق ذلك كما تتفقون أيضا يمكنك تخصيص وقت بعد الإفطار وصلاة التراويح وممارسة بعض الروحانيات مثل قراءة القرآن سويا أو النقاش حول موضوع ديني معين ,1,انصحني 
أبكي كثير ا أثناء النوم  ما السبب في ذلك ,0,الأمر له  مؤش رات ويجب أن يأخذ صاحبه الأمر على محمل الجد فعلا   هناك الكثير من الأسباب التي تدعو إلى ذلك  منها أمور نفسية ومنها جسدية  فمثلا  أبسط الأمور النفسية أو الأسباب النفسية التي قد تسبب هذا البكاء المتقط ع أو الدائم أثناء النوم هي مسألة كابوس  هناك أشخاص معد ل كوابيسهم كثيرة جدا  بسبب قلقهم الكبير أثناء النهار وهذا ما يسبب قلق ليلي بالضرورة يتمظهر على شكل كوابيس ودموع  طبعا  هناك أيضا  مسألة الحزن التي علينا أن نأخذها أيضا  بعين الاعتبار  الجسم يعرف تلقائيا  بأن  الطريقة التي يعمل بها الجسم للتعبير عن حزنه هو عن طريق طرح هذه السوائل عبر الأقنية الدمعية وهذا ما تفعله في كل يوم مسائي وقد يكثر هذا في حال كان الشخص يقوم بكبت لحزنه أثناء الفترات الصباحية بين الناس  وهناك طبعا  أمور ما بين نفسية وجسدية وهو ما يسم ونه الأطباء بخلل النوم واضطرابه وهذا الأمر يمث ل تعط ل واضح في أداء هذه الميكانيكا الحركية أو الوظيفة اللاواعية بشكل منسجم تماما   هذه الاضطرابات أحيانا  قد تظهر ككلام أو مشي أثناء الليل والنوم  ومن هذه الزل ات أو الخلل التي قد نتعامل معه  البكاء الليلي  أما الأسباب الجسدية البحتة التي لا علاقة للنفس والسلوك بها في عديدة منها  ملاحظة  لإن  الأسباب كثيرة أنصح الذهاب فورا  لطبيب عيون وإجراء الفحوصات اللازمة مباشرة  ,0,انصحني 
هل أخبر صاحب العمل عن مرضي العقلي والنفسي ,0,رأيي الشخصي هو ضرورة الوضوح من البداية لأن هذا في مصلحتك الشخصية وبالتفكير المنطقي يمكننا توقع الإجابتين قد يتقبل ويقدر ويتعامل على هذا الأساس  وهنا يمكنكما التواصل سوي ا لإيجاد حلول لسد الفجوات التي تنتج عن انقطاعك المفاجئ  مثل ا  تعويض ذلك بدقائق إضافية  أو يوم عمل كامل إضافي كل فترة وهنا ستعمل براحة نفسية واستقرار ولن يكون لديك أي تخوفات من حدوث النوبة في أي وقت قد يرفض  وهنا ستتحمل مشقة البحث مجدد ا عن عمل يقبل بنظامك  وقد يستغرق منك الأمر بعض الجهد والوقت ملحوظة لا يعد الإفصاح عن المشاكل الصحية للموظف إحراج ا  لأن الإنكار سيجلب عليه متاعب نفسية مؤذية كونه سيبقى في حالة تحفز دائمة خشية حدوث النوبة وماذا سيقول لمديره وخلاف ذلك  ثم إننا كبشر لا يد لنا في بعض الظروف الصحية  وأعتقد أن الوعي العام أصبح كبير ا بشأن هذه النقاط ,0,انصحني 
الزواج أم العمل ,0,في مثل هذه الأمور فإن الرأي يعود لصاحب الشأن  هناك نساء مستعدات لترك العمل من أجل الزواج لأنهن لا يحببن العمل خارج البيت ويفضل التفرغ لتدبير شؤون منازلهن  وهناك من عملها أولوية الأولويات وترفض ترك العمل حتى لو كان المتقدم أميرا  كما أن نوع العلاقة بين الرجل والمرأة ومستوى تفاهمهما يلعب دورا أيضا في اتخاذ مثل هذا القرار أي باختصار فإن الأمر يعود لك أنت  عليك أن ترتبي ذهنك لتتخذي القرار الصائب الذي يصلح لك ولنفسيتك  ولخطيبك أيضا  يجب أن تضعي نصب عينيك أيضا مصلحة الطرف الآخر  هو أخبرك منذ البداية بطلبه فعدم تحملك بعد الزواج فيه ظلم له  فهو لم يجبرك على شيء  اطرحي على نفسك الأسئلة التي تتعلق بالموضوع  ما هدفك بالحياة  وما مستوى تعلقك بعملك مقابل رغبتك بالزواج وتكوين أسرة  هل تخيلت شكل الحياة التي ستعيشينها بعد الزواج بدون عمل  قد يشعر الإنسان في أشهر زواجه الأولى أن الأمور تسير على ما يرام لأنها حياة مستجدة عليه  ولكن سرعان ما يعتاد عليها ويتسرب الملل إلى نفسه ويحن لحياته السابقة  فهل أنت من هذا النوع حسب ما تعهدينه في نفسك  كما لا تنسي وضع جميع الاحتمالات الخطرة أمامك  قد يحدث انفصال بعد بضع سنين وتجدين نفسك بلا عمل مثلا  فهل هناك بدائل لك  هل يمكنك العودة لعملك متى طرأ طارئ مماثل ,0,انصحني 
ضياع العمر  كيف أعوض تلك السنين ,1,أول نصيحة  لا تندمي على ما فات وتعلمي منه فقط  يعني لا تقفي تنظري لل13 عاما متحسرة  ولكن انظري للأمام وماذا يمكنك أن تحققي لكن احذري أن تقعي في فخ الطموح الزائد والذي قد يتلاشى بالتدريج  وضعي أهداف قصيرة المدى يسهل تحقيقها ويمكنك لمس نتائجها يعني مثلا يمكنك الاشتراك في أحد أكاديميات حفظ القرآن  وابدأي بالحفظ وليكن 3 أيام بالأسبوع وبالنسبة للغة الانجليزية يمكنك الاشتراك في كورس متخصص في الأيام الأخرى المتبقية من الأسبوع بالنسبة لعملك يمكنك البحث والسؤال عن أهم الدبلومات أو الكورسات التي قد تفيدك بشكل عملي بعيدا عن الأمور النظرية استمري هكذا مع تخصيص وقت ولو عشر دقائق للقراءة في مجال تطوير الذات والمهارات وخلافه بالتوفيق,0,انصحني 
العنايه بالبشره,1,هذه الأماكن الغامقة ي طلق عليها عادة   تصب غات جلدية   وهو موضوع عادي جدا  ويمكن معالجته بشكل سهل وعبر عد ة طرق  مثلا   ي مكننا ذلك عبر الغذاء  كيف يكون ذلك  عبر شرب المياه بكميات كبيرة جدا  وعبر تجن ب كل شيء دهني وحار وم عالج ضمن المعامل   هذا يعني اعتماد أكبر بكثير على الخ ض ر وبالأخص ك ل تلك الأغذية الم حم لة بفيتامينات ج هناك مستجضرات تجميل وظيفتها هذا الأمر ولكن أحرصي طبعا  على أن تحوي هذه الماد ة المهمة للقيام بما تطمحين إليه  KOJIC ACID وجر بي أيضا  هذا الـ MASK وهو ماسك  الليمون والسكر   ووظيفته تقليل تلك البقع السوداء أو إزالتها بالمر ة  ويمكت أن يساعد هذا الماسك على تقشير وإزال جميع الخلايا المي تة في الجلد  كيف ي حض ر  ملعقة سك ر   ملعقة ليمون   نص ملعقة زيت جوز الهند  ث م  10 دقائق وغسيل بالماء الفاتر مع التكرار كل يوم ومرطبات البشرة  في حال كل ما سبق لم يكن نافعا  مع حضرتك ي مكنك الاستعانة أخيرا  بتدخ ل طبي عند مراكز التجميل للقيام بجلسة ليزر توحيد لون بشرة وهي إجراء بسيط ولكن ه قد يكون مكلفا  بعض الشيء ماديا  على أن ه  ينهي المسألة وأنصح أن يكون الإجراء الذي يلي المحاولات الطبيعية لحل المشكلة ,0,انصحني 
ما هي أهم نصيحة مالية توجهها لشاب في  منتصف العشرينات ,0,أهم نصيحة هي الادخار من أجل الاستثمار لاحقا  وأن الفرص في الحياة كثيرة فقط عليك البحث عنها وليس انتظارها وأنصحك بقراءة هذا المقال فهو يتضمن بعض النصائح المالية للشباب في سن العشرين      وهذه أهم النصائح المالية من الملياردير وارن بافيت      ,0,انصحني 
كيف ارضى بقدري ,1,يعتمد مقدار السعادة أو القسوة في الحكم على أنفسنا على النافذة التي نرى منها العالم  من حديثك   ومن تسليط الضوء على نقطة العلاقة الجنس الآخر  نستطيع أن نستخرج بسهولة سبب ا لهذه المشكلة  أو على الأقل رأس الأسباب  وهذا السبب هو أنك  لم توجدي لنفسك  المسار المهني أو الاستثماري أو التطوير الذاتي المناسب  ذلك المسار الذي يتيح لك  الحكم على نفسك  من باب ما تفعلينه من أجلها  لا من خلال نظرة شخص آخر أو اعتمادك  عليه ,1,انصحني 
كيف أرد على شخص يسألني كم مرتبي ,0, سؤال والد الفتاة قد يكون مبرر كونه يريد أن يطمئن على مستقبل ابنته  وبالتالي لا مشكلة في الإفصاح عن راتبك له  لكن هنالك أناس فضوليين  أو لنقل بأنه لديهم تطفل  يودون معرفة  خصوصيات الاخرين وهنا مثل هؤلاء الأشخاص قد تمقتهم وتشعر بالامتعاض تجاههم  يمكنك الرد عليهم من خلال ,0,انصحني 
هل اتزوج من جديد ,0,إذا كان غير قادر على استئجار منزل على الأقل  فكيف سيستطيع أن يتحمل مصروف بيت و أولاد ما تبقى هو خيارك الشخصي ,0,انصحني 
هل الله يكرهني ,1,لماذا لا نقول بأن الله يريد ابتلائك   يريد أن يقيس مدى صبرك على تحمل الهموم والمشاكل مثلا أو أن يكفر عن سيئاتك  فكرة عدم تحقيق احلامك لهذه اللحظة فأنت  ليست لوحدك    قد يكون الكثير منا لديه أحلام وتخيل بأنه مستقبله سيكون جميل  حياته وردية تماما  ولكن للأسف لم تتحقق هذه الاحلام لسبب ما  قد يكون تقصيرا منه كونه لم يجتهد على نفسه أو لم يتخذ الية في تحقيق حلمه مثلا في الزلازل الأخير  كنت اقرأ لشاب سوري توفيت عائلته بأكملها ولم يتبقى سوى هو  تخيلي بهول هذه المصيبة التي وقعت عليه ولكنه يحمد ويشكر الله على ما أصابه  الأنبياء والرسل هم الاخرون ألم يقعوا في مصائب ولكنهم صبروا وشكروا الله  وغيره من القصص الأخرى سواء حدثت بفعل الزلازل أو الحروب التي تمتد على أسابيع وربما شهور في بعض الدول الله لا يكره العبد ابد ا  ولكن نحن أحيان ا بحاجة إلى ان نراجع أنفسنا  بحاجة إلى نحدد أهدافنا بعناية والعمل على تحقيقها  بحاجة إلى التوقف عن مقارنة أنفسنا بالأخرين  لان كل شخص له ظروف خاصة به مع عدم التوقف عن التطوير في نفسه و تغيير طريقة تفكيره ليرقى بنفسه ويعتز بذاته ويرضى عنها ,1,انصحني 
كيف أصبح مؤهلة للزواج ,0,مرحب ا بك  عليك بالبحث على محرك جوجل  أيمن عبد الرحيم عن الزواج  وسيأتيك  العديد والعديد من مقاطع الفيديو التي يشرح بها عن أمور كثير داخل منظومة الزواج  اعلمي أن هذه الاقتراحات عملية طويلة النفس  بحاجة لتراكمي المعرفة عن الزواج يعني لا تكتفي بفيديو أو اثنين  لا تتعجلي بالدخول بشيء  كذلك ابحثي عن الدكتور عبد الرحمن ذاكر الهاشمي له أكثر من مقطع مطول حول الزواج  هاتين الشخصيتين ستفيدانك  بالأمر مع التأكيد على إطالة النفس في بحثك عن الموضوع والحل  عدم التفاهم لا يعني عدم التأهيل  يمكن أن تكوني مأهلة لكن لم يكن بينك  وبين زوجك مجال للتفاهم وهذا يعزي لأسباب عديدة لا علاقة بها بشخوصنا ومنها ما هو مرتبط بالأهل والنسب وغيرها  ,1,انصحني 
أين و كيف ترى نفسك فور تخرجك من كلية الطب  ,0,هل تأليف كتاب يتطلب بتخصص ما يتطلب ان تكون متخصصا  به أم أنه من الضروري وجود مهارات كتابة ما هي أسوأ التجارب خلال أول عمل لك وكيف تجاوزتها ,1,انصحني 
