Question,Subj_Q,Answer,Subj_A,Domain
لو كانت لديك قطعة ارض صغيرة  ما هو افضل مشروع زراعي سيكون عليها ,0,في الأول يجب أن تعرفي نوعية التربة لأرضك بعد هذه الخطوة عليك التأكذ من الطريقة التي ستقمين بها سقي محصولك الزراعي و هل الماء متوفر بالقرب من أرضك  ولا تنسي الإنتباه إلى نوعية المحاصيل الزراعية لجيرانك إن كانت هناك أراضي فلاحية مجاورة لأرضك لأن هناك بعض المزروعات التي تستنزف كميات كبيرة من المياه و قد تضيع عليك محصولك كنصيحة مني أفضل مشروع زراعي بالنسبة لك حاليا  أن تزرعي البرسيم أو ما يعرف بالفصفصة لأنه يمكنك زرعه على طول السنة و يعطيك من 9 إلى 12 حشة في السنة أي خلال شهر إلى 40 يوم يمكنك حش النبات  كما أنه يتحمل التقلبات المناخية طيلة الفصول الأربعة  بالإضافة إلى أن إنتاجه يمكنك من تحصيله على منتوجين   العلف و التبن    و قد تساعدك هذه الزراعة على الإستثمار و التوسع من خلال إضافة تربية الماشية ,0,المال والأعمال
مع أم ضد رفع سن التقاعد إلى ٦٤ عام ا  ولماذا ,0,قد يشعر القارئ قليلا  بأن  جوابي فيه قسوة بالتعامل مع المسألة ولكن هذا رأيي الذي استمد ه من إيماني بالفلسفة النفعية إيمانا  راسخا   حين يجتمع اليوم مثلا  في البرلمان الفرنسي أو تحت قب ة القانون مثلا  ويخلصون عبر أبحاث إقتصادية إلى وجود مشكلة حقيقية في بنية الإقتصاد الفرنسي من حيث البطالة وقدرة الدعم الاجتماعي وأن  هذا ي تعب الدولة ككل فعليها فرض هذا النوع من القوانين دون مسائلة حق  التقاعد من عدمه  إذ أن  الأولوية دائما  برأيي ليست لحياة رغيدة وتحقيق مطامح شريحة واحدة من المجتمع على حساب شرائح أخرى ولا حتى المحافظة على تقاليد أمور مع العلم بتغي ر الظروف الراهنة  اليوم مثلا  ألمانيا تعالج بقو ة مسألة البطالة وقل ة الضخ  الشبابي في البلاد باستقطابها للمهاجرين وخاص ة من سوريا  فرنسا كانت أبطأ في هذه العملية  إذا  حين تكون المشكلة واقعة لا محالة برأيي يمكن للدولة أن ترفع سن التقاعد في سبيل المصلحة المجموعية  هذا حق يجب أن يكفل ولا ي عدل حتى تحت وطأة الضغط الاجتماعي ,1,المال والأعمال
العائد على الاستثمار  كيف يتم حسابه ,0,ي عرف العائد على الاستثمار بأنه مقياس أداء شائع وبسيط لتقييم كفاءة أو ربحية الاستثمار مقابل تكلفته ومقارنة الكفاءة مع الاستثمارات المختلفة  قد يكون العائد على الاستثمار في الأسهم  أو عائد توسيع الشركة  أو العائد الناتج عن صفقة عقارية لحساب عائد الاستثمار  يتم تقسيم صافي الربح  القيمة الحالية للاستثمار أي العائدات المتحصلة من بيع استثمار الفوائد مسحوب منه تكلفة الإستثمار  على تكلفة الاستثمار مضروب في 100   والنتيجة تكون نسبة مئوية لتسهيل مقارنتها بالعائدات الاستثمارات الأخرى  إذا كان العائد على الاستثمار إيجابي ا يكون مفيد ا  أما عائد الاستثمار السلبي يعني خسارة صافية أما بالنسبة لأنواع عائدات الاستثمار فهي تكون إما 1  عن طريق الفائدة Interest  أي الفوائد العائدة من الاستثمارات مثل حسابات التوفير والسندات يكون مقابلها نسبة فائدة  ويتميز هذا النوع بأن المستثمر يستطيه معرفة مقدار الأموال التي سوف يكسبها من الاستثمار بالضبط 2  توزيعات الأرباح Dividends  أي الأرباح التي تكون ناتجة عن الأسهم أرباح ا  مما يمنح المستثمرين حصة من أرباح الشركة  ودخل منتظم من هذه الاستثمارات  ويعتمد هذا النوع على مدى جودة أداء الشركة عام محدد ونوع الأسهميمتلكها المستثمر 3  مكاسب رأس المال Capital gains  التي تنتج عن بيع المستثمر لرأس ماله  استثماراته مثل السهم  السندات  أو الصندوق المشترك مقابل مبالغ مالية أكثر مما دفعه في حينها  إما إذا قام المستثمر ببيع رأس المال بأقل مما دفعته مقابل ذلك  سوف يتعرض لخسارة في رأس المال   فيما يخص تحسين وزيادة العائد على الاستثمار  فقد تساعد الطرق التالية في ذلك وبالطبع لا ينبغي ان نتجاهل العوامل الخارجية التي قد تؤثر على اداء الشركة الك لي وبالتالي تأثيرهم على عائد الاستثمار للشركة وأصحاب المصلحة ,0,المال والأعمال
هل نحن أمام نظرية جديدة لسلوك المستهلك  ,0,للصراحة قد وقعت بمثل هذا الأمر وخاص ة بعد سفري  حيث أنني كنت أنزل إلى المول التجاري وأشتري من السوبرماركت الكثير من الأمور إلى درجة كبيرة وأعود بقائمة مشتريات في النهاية وأتفح صها إلا أن ها لا تعنيني نهائيا   ولكن هناك أمر قد أجبرني على الشراء  لم أدري ما هو السبب مباشرة  حتى بدأت القراءة  ولاحظت بأن  هناك ما يناسبني منها فعلا   تشير العديد من الأبحاث أن  للناس مخزون طبيعي يوميا  من قو ة الإرادة أو كما ي قال على قدرتنا لاتخاذ القرار  مع تقد م اليوم تدريجيا  نستنفذ هذا الاحتياطي وبالتدريج وتنفذ طاقتنا آخر اليوم  هذا بدوره قد يجعلني أكثر جرأة وتسر ع باتخاذ القرار  لذلك سمعت نصيحة الباحث الذي يقول بأننا يجب أن نقوم بالتسوق باكرا  لتجن ب منظر الحشور الكبيرة والأهم المقارنات مع هذه الحشود وطبعا  تكون طاقتنا في الصباح بلا أي تأثير  يمكننا أن نتخذ أي قرار بسهولة دون أي تشويش ,1,المال والأعمال
فيزا فودافون كاش  ما هي مميزاتها  وما هي الية استخدامها ,0,الحقيقة ضياء أني لم أستخدم فودافون كاش   وهي محفظة مالية الكرترونية يتم عملها وتفعيلها عن طريق الرقم القومي في البطاقة  إلا من قريب وأيام أزمات كورونا  استخدمتها لاستقبال بعض الأموال  وهي طريقة هلة وسريعة لاستقبال النقود على أن يتم خصم على كل 1000 جنيه عشرين على ما أعتقد  الحقيقة أن لها مميزات وفوائد أخرى في دفع مصاريف الدراسة و الفواتير من خلالها ويتم رجوع مبلغ لك ولكن لم استخدمها للآن في تلك الأغراض ومرحبا  بك في مصر ,1,المال والأعمال
الأفق الزمني للاستثمار  ما هي أنواعه ,0,ينبغي على المستثمر تحديد  قدرته على تحمل المخاطر والوقت الذي يمكنه تخصيصه للحفاظ على سيولة المشروع قبل الوصول إلى الأرباحه  تتمثل أنواع أفق الاستثمار الزمني أو الأفق التخطيطي في ثلاثة أنواع  وهي 1  أفق الاستثمار الزمني قصير الأجل Short term investment horizon  لا يتجاوز الأفق الاستثماري 3 سنوات  ويتناسب هذا النوع مع الأشخاص الفرديين الذين يحتاجون إلى الأموال المستثمرة في وقت قريب وأيض ا لا يفضلون المخاطرة  كما يحتاج إلى أصول أو أوراق مالية مضمونة مثل حسابات التوفير عالية الفائدة وشهادات الإيداع  على سبيل المثال رجل ما يرغب في افتتاح بقالة لاستثمار امواله  نسبة نجاحها تكون عالية  ويستطيع جمع الايرادات في أقل من عامين  2  الأفق الاستثماري متوسط الأجل Medium term investment horizon  تمتد فترة الاستثمار من 3 10 سنوات  يتناسب مع الأشخاص الذين لديهم إمكانية مخاطرة  يتمثل هذا النوع من الاستثمارات في الأسهم والسندات  وينبغي تحديد نسبة الأسهم إلى السندات حسب رغبات الفرد واحتياجاته المحددة 3  أفق الاستثمار طويل الأجل Long term investment horizon  يتضمن هذا النوع من أفق الاستثمارات قدر ا كبير ا من المخاطر ومدة انتظار طويلة للحصول على نتائج  ويتمثل في الأسهم والسندات  على سبيل المثال قرر رجل ما استثمار امواله بعد التقاعد في شركة ما ومن العوامل التي ينبغي اتخاذها في الاعتبار أثناء تحديد أفق الاستثمار الزمني هي أفق المخاطر التي قد تواجه الاستثمار والتي يكون المستثمر على استعداد للمخاطرة بها  ورأس المال البشري الذي يؤثر على مقدار المخاطر التي يمكن تحملها  ,0,المال والأعمال
 نظرية بيير بورديو     لن تقلق على رأس المال بعدها,1,برأيي ت عد من رأس المال الاجتماعي وليس الرمزي  إذ أن كثير من أصحاب الأرقام استطاعوا بسببهم افتتاح مشاريع ناجحة جد ا  ولو لم يكونوا معروفين برأيي لما نالت مشاريعهم هذا النجاح  بالطبع  مثل ا من يمتلك فكرة مشروع ما وتكون ناجحة فيبحث عن مستثمر في الأموال وبالتالي يستطيع تطبيق المشروع والنجاح باستغلاله لأحد رؤوس المال دون امتلاك الآخرين  ,0,المال والأعمال
ما هي أنواع الاستثمار  وما هو أفضلها في وقتنا الحالي ,0,سأخبرك عن  الاستثمار في المجال العقاري  لذلك سأحاول أن ألخصها قدر المستطاع في نقاط  ,1,المال والأعمال
كيف تطبق نظرية الألعاب في الاقتصاد ,0,طبعا لا شيء يمكن أن يضاهي التجارب التي ينمحنا إياها العالم الحقيقي  ولكن أمام المفاجأت التي يتماز فيها هذا العصر فمن الأفضل درس الإحتمالات التي من الممكن حدوثها وذلك للتخفيف من آثارها  فحتى لو إختلف الحدث عما تم رسمه تكون الخسائر أقل فما رأيكم ,1,المال والأعمال
بعد جائحة كورونا  هل أصبح هناك وجود فعلي للاقتصاد الصحي ,0,لا شك أن الاهتمام بالإنفاق على القطاع الصحي عنصر أساسي من عناصر التنمية لدي أي بلد   وعلى ما يبدو أن كوفيد 19 كان درس ا كبير ا في هذا السياق  لقد نجحت جائحة كوفيد  19 في تسليط الضوء على أهمية الاستثمار في أنظمة رعاية صحية قوية وضرورة أن تكون البلدان مستعدة بشكل أفضل لمواجهة الأوبئة أو الأزمات الصحية في المستقبل  كما كشف الوباء عن نقاط ضعف وثغرات في أنظمة الرعاية الصحية في العديد من البلدان   مثل نقص قدرة المستشفيات  ونقص معدات الحماية  وعدم كفاية الموارد الصحية  وقد أدى ذلك بالعديد من الحكومات إلى زيادة ميزانيتها الخاصة بالرعاية الصحية وتحسين البنية التحتية لها استجابة  للوباء  واستعداد ا لحالات الطوارئ المستقبلية ,0,المال والأعمال
قرار الاستثمار  ما هي الأشياء التي يجب علينا مراعاتها ومعرفتها   قبل اتخاذه ,0,بداية الأمر لو تم فهمه بطريقة بسيطة سيصبح الأمر ليس شاق دعنا نتحدث عن الأمر خطوة بخطوة بداية الاستثمار له عدة أنواع لابد من الإطلاع عليها وتحديد أين وجهتنا ستكون هل هي باستثمار في السندات والأوراق المالية   هل سيكون الأمر في النقد والسلع   أم هل سيتم في صناديق الإستثمار   والأسهم أم سيكون بالعقارات    في حال قررت اين سيكون الاستثمار سنبدأ بتفنيد الأمر بشكل أكثر تفصيلا  بقراءة الإحصائيات التجارب وإلى ذلك  وفي اثناء اخياراتك لابد من دراسة الأمر تجاه أمورك الشخصية كوقتك المتوفر رأس مالك قدرتك على المخاطرة لأن الاستثمار محفوف بالمخاطر    لا تجازف بجميع الأصول المالية لديك في اول استثمار لابد بأن تبدأ بالقليل والتوسع بطريقة تدريجية حتى لا تتعرض لمطبات تهوي بك مرة واحدة   وغالبا  سوق الأسهم هو من الأسواق التي تستطيع شراء بها بمبلغ قليل وتجربة    ولكن لو كان لديك مخطط مسبق عن نوع الاستثمار المراد    فعموميا  لابد من دراسة وضع السوق هل هو في وضع ركود تضخم    لا يمكننا طرح استثمار لسلع رفاهية في وضع الركود لأنه سيتعرض للفشل المحتم    إذن دراسة سوق توضح لك الوضع المقبل عليه    حدد هدفك من الاستثمار ماذا تريد بضبط    في بدايتك هل ايرادات بمبلغ معين   أم أنك ستتنازل عن جزء من ربح في رغبة منك للحصول على اسم في السوق كل هذه الأفكار يجب دراساتها بالأرقام لا يمكن ترك الأمو تجرب كما تريد في مثل هذه القرارات فدراسة السوق المنافسين في حال كان مشروع سيوضح لك الصورة بشكل أفضل ونصيحتي هي حاول لسماع أكبر قدر ممكن من النصائح المبنية على أسس علمية ودراسات ونسب  في حال لديك استفسار اكثر تخصيص يمكنك طرحه   ,0,المال والأعمال
تكلفة الفرصة البديلة  كعكة أم فطيرة تفاح ,0,تكلفة الفرصة البديلة هي تكلفة الشيء الذي يجب التضحية به لأجل شيء آخر  ولتوضيح فكرتك بشكل أكبر  على سبيل المثال  إذا كان لديك 100 دولار وكنت تفكر في إنفاقها على جهاز كمبيوتر جديد أو في إجازة  فإن تكلفة الفرصة البديلة لشراء الكمبيوتر هي تكلفة الإجازة التي يجب عليك التخلي عنها  والعكس صحيح  في هذا السيناريو  فإن تكلفة الفرصة البديلة لاختيار شراء الكمبيوتر هي الخبرة والذكريات التي كان يمكن اكتسابها من الإجازة ,0,المال والأعمال
ما هي تبعات ارتفاع سعر المحروقات عالميا ,0,للأسف هذه الازمة في تزايد مستمر حتى أن الجهد  المبذول لم بعد لإعادة الأمور إلى سابقها بل إلى إيقاف الأزمة على الأقل عند حالها دون زياد مجنونة  لأنه بات من المستحيل إعادة الزمن إلى الوراء وربما من أسباب زيادة سعر المحروقات عالميا هو تزايد الطلب على المحروقات من قبل الدول النامية التي تشهد تطورا سريعا يؤدي إلى ازدياد الاحتياجات الطاقة  وتأثير الأزمات السياسية والأزمات الأجنبية في البلدان المصدرة للنفط والغاز الذي يؤدي إلى توقف الإنتاج وزيادة الأسعار  و تأثير الأعاصير والزلازل وغيرها من التغيرات الطبيعية على الإنتاج والاستلام الذي يؤدي إلى زيادة الأسعار   ومن الطبيعي تأثر جميع مناحي الحياة وأكثرها تأثرا   الحياة الاقتصادية  فأثرت تلك  الازمة على زيادة التكلفة الناتجة عن تزايد تكلفة النفط والغاز وغيرها من الطاقات الكيماوية وازدياد التضخم وزيادة التكاليف المتعلقة بالإنتاج والشحن والتوصيل  وأيضا  تأثيرها  السلبي على الاقتصادات الدولية وتأثير على الأسعار العالمية للبضائع والخدمات والتأثير على المزارعين والصناعات  وربما زيادة التأخر في التطور التكنولوجي والتحول إلى الطاقات المتجددة ,0,المال والأعمال
كيف أؤسس شركة ناشئة ,0,يكمن كل العمل في إنشاء شركة جديدة في السوق في الخطوات التي تسبق إطلاق الشركة بشكل فعلي  لأن خطوة إنشاء شركة ناشئة تتطلب القيام بتخطيط وتحليل مسبق دقيق جدا  قبل الشروع في الإجراءات النهائية  وسبب فشل أغلب الشركات الناشئة هو قصور في التخطيط والإستعجال في افتتاح شركاتهم  وفيما يلي سأتدرج معك في الخطوات التي يجب عليك اتباعها عند تأسيس شركتك الناشئة  1 الفكرة   وهي شرارة البداية وحجر الأساس  ومما ينبغي التركيز عليه أن لا تكون الفكرة مكررة  كن مميزا  واطرح شيئا  جديدا  في السوق أو ادخل المنافسة في منتج موجود مسبقا  لكن بطريقة مختلفة تمكنك من القفز بشركتك فوق المنافسين  والخطأ الذي يقع هنا هو أن البعض يعتمد اعتماد كلي على قوة الفكرة ويهمل الخطوات المهمة التي تأتي بعدها  2 تجهيز خطة العمل   وهي الخطوة الأهم حيث تشمل شرحا  ووصفا  كاملا  عن الشركة وأهدافها ومنتجاتها وخطتها المالية مع دراسة الجدوى  كما أنها تكون ضرورية في أغلب الأحيان للحصول على تمويل مناسب من البنوك  3 الحصول على التمويل   وهنا يوجد عدد من المصادر المختلفة التي يمكن أن تستمد منها تمويل لمشروعك كالإقتراض من البنوك أو من العائلة والأصدقاء  أو عبر تلقي دعم من المستثمرين ومؤسسات تمويل المشاريع الناشئة وغيرها  وينبغي التركيز على الحصول على التمويل المناسب للشركة حيث تشير الإحصائيات ان 29  من الشركات الناشئة تفشل بسبب نفاذ أموالها وعدم كفايتها في إيفاء تكاليف التشغيل  4 تلقي الدعم من الأشخاص المناسبين   لأن ريادة الأعمال تحتوي على قدر كبير من المخاطر لابد أن تحيط نفسك بمستشارين وناصحين لديهم الخبرة في المجال كما يمكن تلقي الدعم من القانونيين والمصرفيين  5 اتباع الخطوات القانونية   من المهم اتباع الخطوات القانونية في البلد أو الولاية والإلتزام بها أثناء إنشائك لشركتك حتى لا تقع في مشاكل وعقوبات قد تعرقل سير العمل  6 اختيار مقر للشركة   يتجه الكثير نحو تأجير عقار كونه الخيار الأسهل والأقل تكلفة كبداية  ولكن لا بد الإنتباه إلى أهمية أن يكون للشركة وجود رقمي قوي على الإنترنت حتى تصل لأكبر قدر ممكن من العملاء  7 تطوير خطة تسويقية   مهمة جدا  للحصول على العملاء  8 المستهلك هو الأساس   افعل المستحيل للحصول على عملاء أوفياء والإبقاء عليهم  9 التخطيط للتغيير  بعيد المدى    لابد أن تكون جاهز لأي تغييرات ولديك خطط مستقبلية مسبقة لتطوير الشركة على المدى البعيد  كما هو مهم أن تكون لديك خطط بديلة واستباقية في حال حدوث أي مشكلة قد تهدد وجود الشركة    فكر في الفشل قبل النجاح واحتفظ بـ  الخطة ب  حتى تكون جاهز على الدوام  ,0,المال والأعمال
الحوكمة  الحل السحري لتفشي الفساد ,1,كي نكون صادقين في حكمنا  لا يوجد أمل واعد يمكنه انتشال البشرية مما هي فيه  لا يمكننا على الإطلاق أن نعزو الإنقاذ إلى أسلوب بعينه  إنه الخطأ الكلاسيكي نفسه الذي يوقع بالبشرية على الدوام في شرك هذا الإفساد المشار إليه  نعاني جميع ا من الأزمة نفسها حتى على صعيد الحياة الشخصية  حيث أن النظر للأمور من زاوية المنقذ الوحيد هو السلوك القادر على إفساد أي قرار وأي معتقد ,1,المال والأعمال
