Question,Subj_Q,Answer,Subj_A,Domain
شركة  كوكاكولا  لماذا لا تزال تهيمن على سوق المشروبات ,0,نعم  فنظر ا لسيري على حمية غذائي ة منذ حوالي 4 سنوات  لم أتناولها مطلق ا  لكن ما ساعدني في ذلك هو أن ني لا أحب المشروبات الغازية بصفة عامة  وبالتالي لم أجد صعوبة في التخل ي عنها  على الأقل ليس مثل صعوبات التخل ي عن المعج نات مثل ا التي أجب ها بشد ة لا أظن ان الضرر يعد سبب ا يؤد ي بالشركة إلى تغيير مسارها الاستثماري  حيث أن الإنسان المعاصر أصبح نموذج ا استهلاكي  ا أكثر من أي فترة  مضت  وبالتالي فإن فكرة الضرر نفسها لن تؤد ي بها إلى المزيد من التحسين ,1,ريادة الأعمال
تجربة العملاء CX  كيف يمكنني تقديم تجربة عملاء مميزة ,0,كل من تجربة العملاء  CX  وخدمة العملاء تعد كلاهما مختلف عن الآخر رغم اتفاقهم في الهدف وهو تحسين تفاعل العملاء مع المنتج ولكن كل واحدة طريقها  لذا تعد خدمة العملاء جزءمن تجربة العملاء حيث يتم تقديم خدمة على مستوى من الجودة وحل المشاكلات بشكل فع ال وهذا يوفر تجربة على مستوى مرتفع من الجودة للعملاء  ,0,ريادة الأعمال
أيهما أفضل  الاستشارات القانونية أم إدارة قانونية ثابتة للشركة ,0,ارى ادارة قانونية ثابتة للشركة لان هنا سوف يكون هناك قصة لكل شئ و تفاصيل مهما ان حاولت ان ترويها لاصحاب الاستشارات القانونية فأن الامر سوف يكون معقدا ثانيا المتابعة فلربما تقع فى اخطاء قانونية و كارثية و لكن لن تستطيع التفكير فيها ولو لحظة و لكن وجود مراجع قانونى دائم هنا سوف يكون الامر  فى امان دائم,1,ريادة الأعمال
ما الفرق الذي يحدثه الموظفون الأكبر سن ا داخل الشركة ,0,دون تحيز معرفي او شخصي ومن واقع المعاش والمرئي يمكننا ان نجيب دون اي تخوف بأن الاحتفاظ بتوظيف الكبار يعتمد على نوع العمل ونوع القطاع  اذا كان القطاع خاصا اي في شركة او مؤسسة خاصة  فغالبا ما يكون التوظيف دقيقا والمراقبة عالية وكذا نسبة الثقة في الخبرات لان التوظيف يكون على حسب معايير قبلية عملية  في هذه الحالة يمكن ان يكون العمر كنزا   من الخبرات والمعارف   في حسن ان التوظيف في القطاعات الحكومية عادة ما يكون توظيف عشوائي رغم البروتوكولات التي تمارس ظاهريا  لكن نسبة كبيرة جدا من الموظفين غير راضين بعملهم وليس لهم مؤهلات حقيقية فيه    وعادة ما تتحول الخبرات الكبيرة الى شكل من اشكال الاسبتداد القمعي للابداع  وخنق الحس الشبابي والتغيير  اقول هذا وفي حوزتي تجارب كثيرة جدا مع مسؤؤلين كبار على الاقل في مجالي ,1,ريادة الأعمال
المرض   الهولندي  كيف يمكن أن تصبح الثروات الطبيعية مصدرا للشقاء ,0,هذا سؤال لا يمكن لا للمنطقة العربية ولا الغربية أن تجيب عليه بكفاءة عالية كالخليج العربي وأخص  بالذكر طبعا  المملكة العربية السعودية التي بدأت النهضة منذ نصف قرن بناء  على الاقتصاد الريعي  ك ل شيء معتمد على النفط من الألف إلى الياء  ك ل شيء مبني عليه  لا شيء ب ني وي بنى إلى ما قبل مد ة قصيرة إل ا بالنفط والثروات الباطنية التي تكتنز بها الأرض السعودية والخليجية عموما   على أن  التغيير قد جاء برؤية وهم يسم ون ذلك رؤية  يطلقون على الأمر رؤية 2030 حيث يعزم الشعب السعودي على الخلاص بالمر ة من هذا الاقتصاد ومن توابعه وآثاره الجانبية المدم رة على صعيد نفس الإنسان ومعاشه  هذه الرؤية تحدد طريقة للسعودية لتفلت باستثماراتها وأنشطتها الاقتصادية ومعاملها الجبارة وسياحتها وكل مصدر لدخل في السعودية إلى انتشال هذه البقعة من الاعتماد على المصدر الباطني للرزق  ي ريدون أن يصنعوا رزقهم بأيديهم  يقول الكثيرون  ول ى زمان بيع مد خرات الأرض  هذا زمان العمل بمدخ راتنا نحن   ولو لم تكن الرؤية موث قة بالأرقام وتحقق بالفعل نجاحات منذ الآن حتى أن  أرقاما  فيها وإحصائيات قد كسروها منذ الآن لما كنت سأصد ق  ولكن الأمر يتحقق فعلا   لذلك لسؤال أي سؤال من نوع أسئلة حضرتك هذا علينا أن نسأل المنطقة الخليجية عن خط تهم العملية التي يسيرون عليها ,0,ريادة الأعمال
كيف يمكننا التخلص من الإحباط في العمل ,0,الحقيقة ليس هناك من أسوأ من عمل لا يجد فيه أحدنا راحة  المشكلة تكمن في اننا أحيانا  نكون مضطرين للبقاء فيه  هنا يختلف الأشخاص تبعا  للمسئوليات الملقاة على عاتقهم  يعني إذا كان أحدنا أعزبا  غير متزوج لا يحمل إلا هم نفسه مثلا   ترك هذا العمل الذي يستنزف الطاقة و الأعصاب وبحث عن غيره مما يجد فيه نفسه ويجد فيه تقدير أفضل  ولكن قد نكون فعلا  مضطرين وهنا لا أجد الحل إلا في الصبر وعدم تحميل النفس أكثر مما يلزم  ثم الاجتهاد قدر المستطاع وعمل ما يوصي به المدراء في غير مخالفة لمبادئ تحترم  ,1,ريادة الأعمال
للنقاش  ما رأيكم في سلوك نشر السير الذاتية على وسائل التواصل وطلب العمل ,0,بالنسبة لي لأ أفضل ولا ألجأ لهذا الأسلوب أبد ا حتى أحاول فصل العمل عن هذه المواقع  ولكن بالنسبة للآخرين يرونها عادية جد ا إذ ا لا مشكلة في ذلك فهذه طريقتهم بالبحث عن عمل صحيح تحصل كثير ا  حتى أن أصحاب الأعمال أوقات ينشرون أنهم بحاجة لموظفين ويطلب إرسال أو إرفاق سيرتهم الذاتية  وحتى آخرون عندما يجدون منشورات بحث عن عمل  يقومون بالتواصل معهم وتوظيفهم ممكن فكرة الشخص الذي يقوم بهذا الفعل أن تينتشر المنشور لأكبر عدد من أصحاب الأعمال والمدراء ويكون لديه فرص أكثر في التوظيف  أو أن يدله الآخرون على وظائف ليتقدهم عليها  لا أرى الأمر مشكلة فعلية أو تصر فغير لائق ,0,ريادة الأعمال
كيف يمكنني أن أحضر عرض بيع فريد ,0,يبدو أن صاحب المتجر حصل على ولاء عميلة جديدة يا أماني أنا أريد أن أتخذ الموقف المعاكس  ولا أدري لما تستثيرني السلوكيات التسويقية لاختبار مقاومتها  الآن لو أنك  أو صديقتك  قوبلتما بنفس الحفاوة وق دمت لكما نفس العروض أو الخصومات  لكن لم يكن في القطع المعروضة ما تبحثان عنه  هل كنتما لتشتريان تأثر ا بعرض البيع الفريد  وجود مراجعات من عملاء سابقين على صدق ما هو مذكور في العرض  برأيي عامل أساسي وفيصلي في قرار الشراء ,1,ريادة الأعمال
المركب ذات القائدين تغرق   ما الذي أسقط هذا المشروع في رأي أصحابه ,1,في البداية يمكن الاعتماد على تقسيم الحصص  والحصص تكون على حسب مساهمة كل شخص في الشركة  نسبة الحصة التي يملكها تمنحه نسبة من اتخاذ القرار والقرار يكون بعد المشاورة والاجتماع وتوزيع الحصص يكون كذلك من خلال العديد من العوامل  في كتاب محمد حسام خضر في  رائد الأعمال  Inside Out شرح بالتفصيل طريقة تقسيم الحصص بين الشركاء ويمكن كذلك لتقسيم الحصص الاعتماد على طريقة فرانك ديملر  حاسبة كعكة المؤسسين  التي يعتمد فيها على عدة عوامل منها الفكرة ورأس المال والمسؤولية وكل شخص يكون له علامة بعدها تتم العملية  صاحب الحصة الأكبر تكون له الأولوية في القرار والأفضل أن يتم الاعتماد على مدير خارج الشركاء  يكون متخصص في هذا والقرار يتم بعد الاجتماع وومشاركة أراء الشركاء ,0,ريادة الأعمال
الإدارة المالية Financial management  ما الفرق بينها وبين المحاسبة  وما أهميتها للمؤسسات ,0,الإدارة المالية مقصود بها تحقيق أهداف المؤسسة واستدامتها ورفع الإيرادات وخفض التكاليف  من خلال إدارة الأنشطة المالية لها  وتتم الإدارة من خلال أما الأنواع  فيمكننا تصنيف سياسات الإدارات المالية كالتالي التخطيط والتحليل المالي ونعني به وضع خطط وميزانيات وتطويرها والتنبؤ بنتائجها إدارة الخزنات المالية مراقبة وإدارة السيولة النقدية للمؤسسات  وهذه الإدارة مسؤولة عن عمليات الاستثمار  الأنشطة التمويلية  إدارة الأزمات  إدارة مخاطر أسعار الفائدة إدارة المحاسبة وهنا إدارة المحاسبة فرع من الإدارة المالية  ومسؤولة عن تجهيز وإعداد التقارير والبيانات المالية للمؤسسة ومقارنتها مع مركز المؤسسة المالي وأدائها وتدفقاتها النقدية أما بالنسبة للمثال العملي على فاعلية تأثير الإدارات المالية في صنع القرار المؤسسي  فهو قرار المؤسسات بالتوسع  سواء  بإنتاج خطوط جديدة أو تطوير الخطوط الفعلية  لأخذ القرار يلزم الكثير من التحليل وتوقع المخاطر ووضع حلول منطقية هذا التحليل بما فيه من تنبؤات دقيقة وتقدير نفقات وتمويل وعوائد تعده الإدارة المالية وتقدمه للإدارة العليا ,0,ريادة الأعمال
أيهما أحق بالمناصب الإدارية الرجل أم المرأة ,0,ولماذا علينا بالمفاضلة من الأساس يا أماني  إن فكرة التعامل مع المناصب الإدارية على أساس الجنس ليست بالفكرة السديدة أو المعاصرة على الإطلاق  لأننا بهذه الآلية نرس خ مجموعة من المفاهيم مر  عليها الزمن وهجرها الوعي الإنساني المعاصر  لم تعد مفهومة ولم يعد لها مكان بيننا  في تجربتي المهنية  سواء في ميدان العمل الوظيفي أو في عالم العمل الحر  تعاملت  مع عدد  كبير  جد  ا من الإناث صاحبات المناصب الإدارية  وبهذه الكيفية كانت لي عد ة خبرات أستطيع المقارنة من خلالها  في النطاق نفسه  لم أجد الاختلاف المعني  وإنما وجدت  الاختلاف الطبيعي الذي يجعل للجنسين طبيعتين نفسي تين مختلفتين  لكن ذلك بالنسبة للإداريين الناجحين لا يؤث ر على نجاحهم ,1,ريادة الأعمال
ما أهمية احتساب معدل الحرق في ريادة الأعمال ,0,معدل الحرق هو مصطلح يشير إلى مدى سرعة الشركة الجديدة في استنفاد رأس مالها قبل الوصول إلى التدفق النقدي الإيجابي  هذا الغلط الذي نقع به كشركات في المنطقة العربية دائما   إننا بغالبنا نستنفذ كثيرا  من رأس المال ويكون عادة  معد ل الحرق في مشاريعنا عالي جدا   ه ناك معادلة للأمر يمكن وضعها  معادلة معدل الحرق  إجمالي المدفوعات   وقت التشغيل   معدل الاحتراقالحساب على الطريقة التالية  بماذا يفيد هذا الأمر  يساعدنا على تحديد ما الذي نحتاجه كل شهر كتكلفة تشغيلية وبالتالي على إدارة السيولة ومخاطر فقدان التدفق النقدي في الشركة  معدل الحرق المرتفع ليس أمرا  مثاليا   علينا أن نتجن ب ذلك وأن نخاف هذه الأرقام العالية ونعمل على تقليصها  لأنه يعني أن المنظمة قد تستنفد أموالها وتخرج من العمل  ومع ذلك   يشير معدل الحرق المنخفض جد ا إلى أن المديرين لا يخصصون أموال ا كافية لنمو الشركة  ما يعني أيضا  مشاكل قد تكون ناتجة عن هذا الأمر  يمكن أن يساعد فهم ما إذا كان معدل الحرق مرتفع ا جد ا أو منخفض ا جد ا المديرين على ضبط إنفاقهم لتحسينه من أجل نجاح الأعمال  هذا هو جوهر فهم معد ل الحرق برأيي   وبالمناسبة  إن  تنفيذ نظام جي د لإدارة النقد  أي إنشاء وتنفيذ نظام إدارة النقد التي تعطي أولوية للتدفق النقدي الإيجابي وتزيد من المدخرات قد تكون نصيحة رائعة في تطوير معد ل الحرق والتأثير عليه إيجابيا  بشكل مستمر  التدفق النقدي أمر يجب على كل رواد الأعمال التركيز عليه جدا  ,0,ريادة الأعمال
بوتستراب  كيف ينجح أي مشروع بدون الحصول على تمويلات خارجية ,0,كنت أعتقد أن سياسة التمويل الذاتي هي الاعتماد على موارد الشركة مثل الاحتياطي النقدي  من أجل التوسع أو التطوير  بدل ا من اللجوء إلى القروض أو الاستثمارات الخارجية  وبناء  على ذلك فلن يكون تطبيق هذه السياسة فعال في جميع الأحوال بل يلزم شركة ذات تدفق نقدي مستقر ومرتفع لكنني فهمت أن هذه الاستراتيجية منقسمة لشقين الأول  البدء بدون تمويل اعتماد ا على الحلول الابتكارية والإبداع والاقتصاد في النفقات اللازمة للتطوير والاستفادة من القنوات التسويقية والأدوات البرمجية المجانية من أجل نشر وتوسيع العلامة التجارية الناشئة الثاني  الاستفادة من الأرباح الناتجة وإعادة تشغيلها مرة أخرى للتطوير والتحسين بدون الاعتماد على تمويلات او مساعدات الميزة الأولى ستكون توفير الاستقرار النفسي لصاحب المشروع  فهو غير مدين لأي جهة  وسيكون قادر على الإبداع الإداري والتخطيط من أجل السيطرة على التكاليف وإدارة المخاطر والأزمات  ومن أهم مميزات التمويل الذاتي عملي ا  تجنب التعرض للمخاطر المرتبطة بانتظار التمويل الخارجي ,0,ريادة الأعمال
تحويل المسار  متى يصبح التغيير أمرا ضروريا للأعمال ,0,هناك حالات كثيرة يمكن أن تكون سببا في تحويل أو تغييرمسار عمل الشركة  ويمكن أكثر الحالات التي لامسناها جميعا كانت بأزمة كورونا وكيف حولت العديد من الشركات مسارها لإنتاج المستلزمات الطبية مثلا كون أن ظروف الأزمة فرضت ذلك  وتجسدت ذلك في التالي تغير الطلب في السوق  فإذا لاحظت الشركة تغيير ا في الطلب على منتجاتها أو خدماتها  فقد تحتاج إلى تغيير استراتيجيتها وتوجهاتها لتتماشى مع هذا التغيير تغير الظروف الاقتصادية  فإذا حدثت تغيرات كبيرة في الاقتصاد العام  مثل انخفاض النمو الاقتصادي أو تغيرات في أسعار الفائدة أو التغيرات في سياسات الحكومة  فقد تحتاج الشركة إلى إعادة تقييم استراتيجيتها لتتأقلم مع هذه التغييرات التكنولوجيا والابتكار  فإذا ظهرت تقنيات جديدة تؤثر على صناعة الشركة  فقد يحتاج الشركة إلى تغيير استراتيجيتها للتكيف مع هذه التغييرات التحديات التنظيمية  فإذا تغيرت اللوائح والقوانين التي تحكم صناعة الشركة  فقد تحتاج الشركة إلى تغيير استراتيجيتها لتتوافق مع هذه التغييرات بشكل عام  فإن الاستراتيجية الناجحة هي التي تحقق أهداف الشركة بطريقة فعالة وفي الوقت المناسب  وتساعد الشركة على النمو والازدهار على المدى الطويل  ,0,ريادة الأعمال
زيادة الإنتاجية  كيف يمكنني تعزيز الإنتاجية لدى موظفيني في رمضان ,0,ربما سيكون من المجدي اكثر الحديث عن هذا الامر من وجهة نظر موظفة   لذلك سأتحدث من واقع تجربة اتمنى فعليا ان تحقق وان تكون هي الطريق الموحد الذي يتم الالتزام به لفائدة العمل والعمال في جميع القطاعات    كإمرأة لا تعبتر تجربة رمضان مع العمل تجربة سهلة ابدا  وللأمانة  يصبح رمضان حملا ثقيلا جدا في الكثير من الاسام  تتمنى اي امرأة ان تأخذ اجازة فيه  او ان يتم التعامل معها بشكل اكثر فاعلية وخفة  كل النساء المظفات تتمنى ان يتم دعمهن في بيئة عملهن وذلك عن طريق  توفير ساعات عمل مرنة  واعطاء القدرة على تعديل جدول عملهم بما يتناسب مع متطلبات الصيام الخاصة بهم  المطلوب من المسؤولين  توفير مساحة هادئة وهادئة للموظفين لأخذ فترات راحة والراحة خلال اليوم  بالإضافة إلى ذلك   وتقديم التدريب والدعم بشأن إدارة الوقت وتحديد أولويات المهام بشكل فعال للمساعدة  على إدارة عبء العمل بشكل أكثر كفاءة خلال ساعات العمل الأقصر       يمكن ايضا الاستفادة من السوشال ميدا من خلال انشاء قروبات دردشة تحفيزية واجتماعات ترفيهة لمسابقات مثلا مع هدايا رمزية تحفز اكثر على اقتراب الفريق  هناك طريقة رائعة يستعملها غاري في في شركاته  وهي القيام باجتماعات شخصية  مع افراد فريقه ليعرف مشاكلهم الشخصية ويحاول حلها ويشعرهم بالقرب بالاخوة  هذه طريقة رائعة جدا للتقارب وزيادة الانتاجية ,1,ريادة الأعمال
نظام إدارة علاقات العملاء CRM  ما أهميته للشركات ,0, كما قلت نظام إدارة علاقات العملاء CRM هو أحد الأدوات الرئيسية التي تستخدمها الشركات لتحسين تجربة العملاء وتحقيق نجاح الأعمال  ويتمثل دوره الرئيسي في تسجيل وتحليل وإدارة جميع الاتصالات والتفاعلات بين العملاء والشركة  وتحسين تجربة العملاء من خلال توفير خدمات مخصصة وتحسين الاتصالات مع العملاء ومن بين أهمية نظام إدارة علاقات العملاء CRM للشركات 1  تحسين تجربة العملاء  من خلال توفير خدمات مخصصة للعملاء وتحسين الاتصالات معهم  يمكن للشركات تحسين تجربة العملاء وزيادة رضاهم وولائهم للعلامة التجارية 2  زيادة المبيعات  يمكن لنظام إدارة علاقات العملاء CRM أن يساعد الشركات في زيادة المبيعات من خلال تحليل سلوك العملاء والتعرف على احتياجاتهم وتقديم العروض والخدمات المناسبة لهم 3  تحسين تنظيم العمل  يمكن لنظام إدارة علاقات العملاء CRM أن يساعد في تنظيم العمل الداخلي في الشركة من خلال تنظيم جميع التفاعلات مع العملاء وتتبع المهام المطلوبة 4  تحسين الاتصالات الداخلية  يمكن لنظام إدارة علاقات العملاء CRM أن يساعد في تحسين الاتصالات الداخلية في الشركة عن طريق تبادل المعلومات بين الأقسام المختلفة وتحسين التنسيق بينها 5  تحسين توزيع الموارد  يمكن لنظام إدارة علاقات العملاء CRM أن يساعد في تحسين توزيع الموارد في الشركة من خلال تحليل المعلومات المتاحة وتحديد الأولويات وتوزيع الموارد بشكل فعال بشكل عام  يمكن لنظام إدارة علاقات العملاء CRM أن يساعد الشركات في تحسين التواصل مع العملاء وتحسين تجربتهم وزيادة الربحية ونجاح الأعمال بشكل عام يمكن لنظام إدارة علاقات العملاء CRM أن يضيف الكثير لشركتك  وذلك من خلال توفير العديد من المزايا  مثل 1  تحسين الاتصالات مع العملاء  يمكن لنظام CRM أن يساعدك في تحسين الاتصالات مع العملاء وزيادة فرص التفاعل معهم وتحسين تجربتهم 2  تحليل سلوك العملاء  يمكن لنظام CRM أن يساعدك في تحليل سلوك العملاء وتعرف على احتياجاتهم وتقديم الخدمات والعروض المناسبة لهم 3  تحسين تنظيم العمل  يمكن لنظام CRM أن يساعدك في تنظيم العمل داخل الشركة وتحسين توزيع الموارد والمهام 4  زيادة المبيعات  يمكن لنظام CRM أن يساعدك في زيادة المبيعات من خلال توفير العروض والخدمات المناسبة للعملاء وتحليل سلوكهم 5  تحسين تواصل الفريق  يمكن لنظام CRM أن يساعدك في تحسين تواصل الفريق وتنظيم العمل الداخلي في الشركة أما بالنسبة لاختيار النظام المناسب لشركتك  فيجب عليك مراعاة عدة عوامل  مثل 1  احتياجات الشركة  يجب تحديد احتياجات الشركة والميزانية المتاحة لاختيار النظام المناسب 2  توافق النظام مع الشركة  يجب أن يكون النظام المختار متوافق ا مع متطلبات الشركة وأنظمتها الحالية 3  الدعم الفني  يجب التأكد من توفر دعم فني قوي ومتاح للنظام المختار 4  سهولة الاستخدام  يجب أن يكون النظام سهل الاستخدام ويساعد في تحسين الإنتاجية والكفاءة داخل الشركة 5  قدرة التكامل  يجب أن يكون النظام قادر ا على التكامل مع أنظمة الشركة الحالية والمستقبلية بعض الأمثلة على نظم إدارة علاقات العملاء المتاحة في السوق هي Salesforce  HubSpot CRM  Zoho CRM  Microsoft Dynamics CRM  Oracle CRM  SugarCRM وغيرها ,0,ريادة الأعمال
