Question,Subj_Q,Answer,Subj_A,Domain
ما هي أعراض انخفاض الضغط المفاجئ ,0,   للمزيد  ,1,قضية صحية
ماهو علاج دوالي الساقين ,0,لابد من تشخيص الدكتور واحيانا يحتاج اشعة بالصبغة لتحديد اى مرحلةهناك مرحلة مبكرة يكفي الدواء وهناك مرحلة اصعب تحتاج لحقن اما الحالات المتأخرة يتم التدخل فيها جراحيا وحاليا يستخدم الليزر في هذة العمليات لسرعة استيفاء المريض,0,قضية صحية
ما هي كيفية تشخيص سبب التقيؤ وما هي الأسباب الشائعة لحدوثه ,0,كيفية تشخيص سبب التقيوء     1  مشاكل الجھاز الھضمي مثل 2  التھاب المعدة والأمعاء 3   مشاكل الجھاز العصبي 4  التھابات المجاري البولية 5  أمراض الكلية 7   الحمل 8   اضطرابات الغدد الصماء الأيضية 9   تناول بعض الأدوية للمزيد  راموس المكيفية تشخيص سبب التقيوء     1  مشاكل الجھاز الھضمي مثل 2  التھاب المعدة والأمعاء 3   مشاكل الجھاز العصبي 4  التھابات المجاري البولية 5  أمراض الكلية 7   الحمل 8   اضطرابات الغدد الصماء الأيضية 9   تناول بعض الأدوية للمزيد  راموس المصري Ramos Al Masry   أخبار Google,0,قضية صحية
كيف تقلل من خطر الإصابة بالنوبات القلبية والسكتة الدماغية ,0,تابعوا راموس المصري Ramos Al Masry   أخبار Google,0,قضية صحية
ما هي طرق فتح الشهية للمرضى ,0,طرق فتح الشهية للمريض للمزيد  راموس المصري Ramos Al Masry   أخبار Google,0,قضية صحية
ما هي أسباب ظهور الحبوب البيضاء بالفم ,0,    للمزيد  راموس المصري Ramos Al Masry   أخبار Google,0,قضية صحية
كيف تحمي نفسك من الفشل الكلوي ,0,  يتبع البعض عادات غذائية خاطئة تؤثر على صحة الكلى وأدائها   فهي تنقي الدم من السموم والفضلات  وعدم العناية بصحة الكلى قد يسبب الفشل الكلوي المعروف باسم قصور الكلى الزمن وهو يعاني منه كبار السن بنسبة كبيرة لكه قد يصيب الشباب أيضا  خاصة المدخنين والذين يتناولون الاطعمة السريعة بشكل مفرط كيف تحافظ على نفسك من الفشل الكلوي   هناك بعض العادات والنصائح التي يجب أن تتبعها بشكل يومي للوقاية من مشاكل الكلى حتى لا تصل الى قصور الكلى المزمن   ونصح موقع هيلث لاين بالنصائح التالية وهي تابعوني   راموس المصري Ramos Al Masryراموس المصري Ramos Al Masry   أخبار Google,0,قضية صحية
ما أسباب ظهور الحبوب على البشرة ,0,     للمزيد  ,1,قضية صحية
كيف تركت التدخين  أريد طريقة ليترك زوجي هذه العادة السيئة بدون أن يظهر تصرفي كإزعاج له ,1,يمكن أن تفيدك هذه المقالات في توليد الأفكار لجعل زوجك يترك هذه العادة السيئة تعرف على كل شيء عن الشيشة أو النارجيلة,0,قضية صحية
ما هي أسباب اعوجاج العمود الفقري ,0,هناك عدة أسباب وراء حدوث اعوجاج العمود الفقري وهي   و هي تؤثر على الأعصاب والعضلات وتشمل الشلل الدماغي  وشلل الأطفال  والضمور العضلي   و هو أمر نادر الحدوث  ويحدث لأن العظام في العمود الفقري نمت بشكل غير طبيعي  عندما كان الجنين في رحم أمه   يعتقد أن واحد من الجينات على الأقل قد يكون سببا  في اعوجاج العمود الفقري   في حال وجود ساق أطول من أخرى قد يكون ذلك سببا  في اعوجاج العمود الفقري   اعوجاج العمود الفقري يمكن أن يتطور كجزء هناك عدة أسباب وراء حدوث اعوجاج العمود الفقري وهي   و هي تؤثر على الأعصاب والعضلات وتشمل الشلل الدماغي  وشلل الأطفال  والضمور العضلي   و هو أمر نادر الحدوث  ويحدث لأن العظام في العمود الفقري نمت بشكل غير طبيعي  عندما كان الجنين في رحم أمه   يعتقد أن واحد من الجينات على الأقل قد يكون سببا  في اعوجاج العمود الفقري   في حال وجود ساق أطول من أخرى قد يكون ذلك سببا  في اعوجاج العمود الفقري   اعوجاج العمود الفقري يمكن أن يتطور كجزء من مرض آخر بما في ذلك الورم العصبي الليفي ومتلازمة مارفانللمزيد  ,0,قضية صحية
ما هي أضرار الإفراط في تناول المسكنات ,0,  للمزيد  راموس المصري Ramos Al Masry   أخبار Google,0,قضية صحية
ما هي العوامل التي تعرض الشخص للإصابة بحصوات المرارة ,0,العوامل التي تعرضك للاصابة بحصوات المرارةللمزيد  ,0,قضية صحية
كيف تحمي نفسك من الفشل الكلوي ,0,    يتبع البعض عادات غذائية خاطئة تؤثر على صحة الكلى وأدائها  فهي تنقي الدم من السموم والفضلات  وعدم العناية بصحة الكلى قد يسبب الفشل الكلوي المعروف باسم قصور الكلى المزمن وهو يعاني منه كبار السن بنسبة كبيرة لكنه قد يصيب الشباب أيضا  خاصة المدخنين والذين يتناولون الأطعمة السريعة بشكل مفرط كيف تحافظ على نفسك من الفشل الكلوي   هناك بعض العادات والنصائح التي يجب أن تتبعها بشكل يومي للوقاية من مشاكل الكلى حتى لا تصل الى قصور الكلى المزمن  ونصح موقع هيلث لاين بالنصائح التالية وهي تابعوني على   ,0,قضية صحية
ما هي طرق فتح الشهية ,0,للمزيد  ,1,قضية صحية
ما هي كيفية الوقاية من التهاب المسالك البولية المتكررة في النساء ,0,للمزيد  ,1,قضية صحية
ما هي أهم أسباب هشاشة العظام ,0,10 أسباب لهشاشة العظام لذلك حاول حماية نفسك من هشاشة العظام عن طريق تناول الأطعمة الغنية بالكالسيوم والتعرض للشمس للحصول علي فيتامين د للمزيد  راموس المصري Ramos Al Masry   أخبار Google,0,قضية صحية
ما هي أسباب دهون الكبد ,0,أسباب دهون الكبدتؤدي العديد من العوامل الى تراكم الدهون على الكبد  ومن هذه الأسباب ما يلي للمزيد  راموس المصري Ramos Al Masry   أخبار Google,0,قضية صحية
ما هي أهم الأعراض التي تظهر عندما يصاب الشخص بالأنيميا ,0,أعراض الأنيمياللمزيد  10 أسباب تجعلك تتناول مكملات الحديدالأطعمة الغنية بالحديد10 أعراض تدل على نقص الحديد,0,قضية صحية
ما هي الأسباب التي تؤدي لتضخم الطحال ,0,أسباب تضخم الطحالللمزيد  ,0,قضية صحية
ما هو علاج الإفراط في النوم ,0,علاج الإفراط في النوميمكن اتباع الطرق الاتية لعلاج الافراط بالنوم للمزيد  ,0,قضية صحية
ما هي أهم أسباب كثرة النوم ,0,أسباب كثرة النوملعلاج كثرة النوم يجب معرفة اسبابه  وهنا بعض أسباب كثرة النوم للمزيد  ,0,قضية صحية
ما هي أضرار قلة شرب الماء ,0,أضرار قلة شرب الماء يسبب انخفاض مستوى الماء في الجسم الدوار والصداع بسبب نقص كمية السوائل المحيطة بالدماغ  كما يسبب الجفاف خفة تدفق الأكسجين من الدم إلى الدماغ يساعد الماء على تليين الجهاز الهضمي  ويحافظ على نظافته ومرونته التي تساعد على حركة الأمعاء العادية ومنع الإمساك  وأيضا  تسبب قلة الماء القيء أو الإسهال أو تصلب البراز المؤدي إلى الإمساك يتألف الدماغ من 90  من الماء  وقلة شرب الماء تؤثر في الذاكرة  وصنع القرار  والمزاج  وتسبب صعوبة في التركيز  والنسيان  والتفكير المتواصل  بالإضافة إلى قلة النوم  والتعب  وعدم أداء المهام الإدراكية إن  التبول بين أربع إلى سبع مرات في اليوم عملية صحية  وفي حالة عدم التبول إلا قليلا  فهذا دليل على افتقار الجسم للماء كما أن  لون البول يشير على مستوى الترطيب  إذ إن  لون البول الفاتح أو الشفاف يدل على أن  الجسم رطب  أما البول الأصفر أو الغامق فيدل على افتقار الجسم للماء تعتبر رائحة الفم الكريهة من علامات قلة شرب الماء  وتنتج هذه الرائحة بسبب إنتاج كمية أقل من اللعاب غير المحتوي على مضادات الجراثيم لافتقار الجسم من الماء إن  قلة الماء تسبب انخفاض ضغط الدم  وعدم امداد الجسم كفاية بالأكسجين بما في ذلك الدماغ  إذ إن  نقص الأكسجين عن الدماغ يسبب الشعور بالسبات العميق  والتعب  والنعاس يعتبر الماء عنصرا  حيويا  لصحة الغضاريف المفاصل  فإن  افتقر الجسم للماء تبدأ العظام في الطحن ضد بعضها مما ي حدث ألما  داخل المفاصل تسبب قلة الماء انخفاض في حجم البلازما مما يصبح الدم أكثر لزوجة الذي بدوره يؤثر في الدورة الدموية ويزيد معدل ضربات القلب للمزيد  راموس المصري Ramos Al Masry   أخبار Google,0,قضية صحية
ما أعراض احتقان الحوض عند النساء ,0,أعراض احتقان الحوض عند النساءيمكن أن يسبب احتقان الحوض الأعراض الآتية للمزيد  ,0,قضية صحية
ما أسباب حرقان البول ,0,أسباب حرقان البوليحدث حرقان البول نتيجة لوجود للمزيد  ,0,قضية صحية
كيف تفرق بين نزلة البرد وعدوى الجيوب الأنفية ,0,تتشابه أعراض نزلات البرد مع عدوى الجيوب الأنفية  ومن هذه الأعراض سيلان الأنف والصداع والسعال  ورغم أنه من الصحيح أن العديد من أعراض كلا المرضين متداخلة  فإن هناك أدلة تساعدك على معرفة الفرق بين نزلة البرد وعدوى الجيوب الأنفية  نتعرف عليها في هذا التقرير بحسب موقع  كلايفند كلينيك  نزلة البرد هي فيروس يعمل في الجهاز التنفسي العلوي  الأنف والفم والحلق والرئتين  وعادة  يصاب البالغون ما بين مرتين إلى أربع نزلات برد كل عام مع أعراض مثل الفرق بين عدوى الجيوب الأنفية ونزلة البرد  منذ متى وأنت تعاني من الأعراض  تبلغ أعراض البرد ذروتها عادة  بعد ثلاثة إلى خمسة أيام ثم تتحسن خلال الأسبوع التالي لكن يمكن أن تستمر عدوى الجيوب الأنفية لفترة أطول  إذا كنت تعاني من سيلان الأنف أو انسداد الأنف أو ضغط الجيوب الأنفية الذي يستمر لأكثر من 10 أيام  اشتبه في وجود عدوى   هل لديك ضغط في الجيوب الأنفية  إذا كنت تعاني من ألم في الوجه أو ضغط أو إيلام مستمر   فقد تكون مصاب ا بعدوى في الجيوب الأنفية   ما هو لون إفرازات الأنف  إذا كان لديك مخاط واضح  فمن المحتمل أنك مصاب بالزكام  إذا كان لديك مخاط أصفر أو أخضر  فمن المحتمل أنه عدوى في الجيوب الأنفية   هل لديك رائحة الفم الكريهة  إذا كان أنفاسك تصل إلى قطعة من اللثة  فقد تكون مصاب ا بعدوى في الجيوب الأنفية قد تشمل الأعراض الأخرى لعدوى الجيوب الأنفية فقدان حاسة الشم والتذوق والسعال والاحتقان والحمى والصداع والتعب أو آلام في الفك العلوي والأسنان للمزيد   كيف تحدث عدوى الجيوب الأنفية    يمكن أن تتطور نزلات البرد لتصبح التهابات في الجيوب الأنفية  ولكن ليست كل عدوى الجيوب الأنفية فيروسية يمكن أن تسبب البكتيريا وحتى الحساسية أيض ا التهابات الجيوب الأنفية  تحدث عدوى الجيوب الأنفية عندما تلتهب بطانة الجيوب  مما يمنع الجيوب الأنفية من التصريف المخاط المحاصر يصبح أرض ا خصبة للبكتيريا التي يمكن أن تؤدي إلى التهاب الجيوب الأنفية تشمل الحالات التي قد تجعلك أكثر عرضة للإصابة بعدوى الجيوب الأنفية ما يلي للمزيد  ,0,قضية صحية
من هم الأشخاص الأكثر تعرض لنقص فيتامين د   D ,0,أكثر الناس عرضة لنقص  فيتامين_د وللحصول على فيتامين دوللمزيد  راموس المصري Ramos Al Masry   أخبار GoogleMahmoud Mohammed   ramos27398    Twitterأكثر الناس عرضة لنقص  فيتامين_د وللحصول على فيتامين دوللمزيد  راموس المصري Ramos Al Masry   أخبار GoogleMahmoud Mohammed   ramos27398    Twitter,0,قضية صحية
ما أهمية عملية التنفس للأنسان ,0,أهمية عملية التنف س للمزيد  ,0,قضية صحية
ما علاج برد العظام ,0,طرق علاج برد العظامهناك الكثير من العلاجات المعروفة التي تساعد في الشفاء من نزلات البرد بشكل  عام  وبرد العظام بشكل  خاص  ولعل  أهم  هذه العلاجات ما يلي للمزيد  ,0,قضية صحية
ما هي أسباب مرض برد العظام ,0,أسباب مرض برد العظام للمزيد  ,0,قضية صحية
ما هو علاج التهاب الزائدة الدودية ,0,علاج التهاب الزائدة الدودي ةيتضم  ن علاج الزائدة الدودي ة ما يأتي للمزيد  Mahmoud Mohammed   ramos27398    Twitter,0,قضية صحية
ما أسباب التهاب الزائدة الدودية ,0,أسباب التهاب الزائدة الدودي ة مازال السبب الرئيسي  لالتهاب الزائدة الدودي ة مجهولا  حتى اللحظة  إلا أن  ه يعتقد الكثير من الأطب  اء أن   انسداد الزائدة الدودي ة ي ساهم في التهابها  ومن م سب  بات انسداد الزائدة الدودي ة ما يأتي للمزيد     ,0,قضية صحية
ما أعراض بداية التهاب الزائدة الدودية ,0,أعراض بداية التهاب الزائدة ي ع د   التهاب الزائدة الدودي ة من الحالات الطب  ية الطارئة التي تحتاج إلى تدخ  ل جراحي  عاجل لإزالة الزائدة  وفي حال عدم تلق  ي العلاج المناسب قد يحدث ث قب في الزائدة  وبالتالي إفراز المواد  السام  ة التي ت وج د داخلها إلى التجويف البطني   مم ا ي ؤد  ي إلى الإصابة بالتهاب الصفاق الذي ي ع د   من الحالات الطب  ية الخطرة التي قد ت ؤد  ي إلى الوفاة  وتتضم  ن أعراض التهاب الزائدة الدودي ة ما يأتي للمزيد  Mahmoud Mohammed   ramos27398    Twitter,0,قضية صحية
ما هي الأعراض التي تحدث عند انخفاض نسبة السكر في الدم ,0,أعراض انخفاض مستوى السكر في الدمإن  من أهم  الأعراض التي تدل  على حدوث انخفاض مستوى السكر في الدم ما يأتي للمزيد    راموس المصري Ramos Al Masry   أخبار Google,0,قضية صحية
ما علاج الش  حنات الكهربائية في المخ ,0,علاج الش  حنات الكهربائية في المخلينك البيدج على فيس بوك  لينك الموقع على جوجل    يمكنك متابعة الموقع على جوجل نيوز   راموس المصري Ramos Al Masry   أخبار Google,0,قضية صحية
ما أسباب كهرباء الدماغ ,0,أسباب كهرباء الدماغ إن  عمل المخ  بالش  حنات الكهربائي ة يجعله أو ل عضو يتأث ر في حال زيادة الكهرباء في الجسم ويكون ذلك للمزيد   Mahmoud Mohammed   ramos27398    Twitter,0,قضية صحية
ما هي أعراض الكهرباء الزائدة في الدماغ ,0,أعراض الكهرباء الزائدة في الدماغفي الحقيقة تتراوح شد ة الأعراض بين الخفيفة والحادة حسب نوع النوبة  ومن أهم هذه الأعراض ما يأتي للمزيد  ,0,قضية صحية
ما هي طرق مكافحة العدوى ,0,طرق مكافحة العدوى للمزيد  ,0,قضية صحية
كيف نقي أنفسنا من الالتهاب الرئوي ,0,الوقاية من الالتهاب الرئوي للمزيد  راموس المصري Ramos Al Masry   أخبار GoogleMahmoud Mohammed   ramos27398    Twitter,0,قضية صحية
ما هي الأعراض التي تظهر على المريض عند إصابته بالربو ,0,أعراض مرض الربو للمزيد  ,0,قضية صحية
ما هي الأسباب التي تؤدي إلى الإصابة بمرض الربو ,0,أسباب مرض الربو للمزيد  Mahmoud Mohammed   ramos27398    Twitter,0,قضية صحية
ما هي أسباب الضيق في التنفس ,0,أسباب ضيق التنفس للمزيد  https   twitter com ramos27398 t P6Pl4smAAwYEmtUwYNHrXQ s 09,0,قضية صحية
ما هي أهم أعراض ضيق التنفس ,0,أعراض ضيق التنفس للمزيد  ,0,قضية صحية
ما علاج كثرة التجشؤ ,0,علاج كثرة التجشؤ يعتمد علاج كثرة التجش ؤ بشكل أساسي  على تشخيص م سب به والقضاء عليه  ولكن هنالك سلوكي ات عد ة من شأنها الت قليل من كثرة التجش ؤ منها للمزيد  Mahmoud Mohammed   ramos27398    Twitter,0,قضية صحية
ما هي أهم أعراض مرض الروماتيزم ,0,أعراض مرض الروماتيزم للمزيد  ,0,قضية صحية
ما هي أعراض التهابات الأذن ,0,أعراض التهاب الأذنقد تظهر العديد من الأعراض عند الإصابة بالتهاب الأذن  وتختلف باختلاف الفئة الع مري ة  ومنها أعراض التهاب الأذن عند الأطفالأعراض التهاب الأذن عند البالغينللمزيد  ,0,قضية صحية
ما هي أهم الأسباب التي تؤدي إلى تسوس الأسنان ,0,أسباب تسوس الأسنان للمزيد 17 طريقة طبيعية لعلاج التهاب اللثة لم تكن تعرفها8 أغذية خارقة لتقوية الأسنان ومنع تآكلها10 أخطاء في تنظيف أسنانك لم تكن تعلم أنك تفعلهالماذا أحتاج إلى تنظيف أسناني وما بينهما 3 أسباب وجيهة لتنظيف أسنانك بزيت جوز الهند,0,قضية صحية
هل يوجد علاج لألآم الأسنان ,0,علاج ألم الأسنان للمزيد 3 أسباب وجيهة لتنظيف أسنانك بزيت جوز الهندلماذا أحتاج إلى تنظيف أسناني وما بينهما 10 أخطاء في تنظيف أسنانك لم تكن تعلم أنك تفعلها8 أغذية خارقة لتقوية الأسنان ومنع تآكلها17 طريقة طبيعية لعلاج التهاب اللثة لم تكن تعرفها,0,قضية صحية
ما طرق تنظيف شمع الأذن ,0,طرق تنظيف شمع الأذن منقول ليس عن تجربة شخصية   والأفضل طبيب مختص  ,0,قضية صحية
ما فوائد شمع الأذن ,0,فائدة شمع الأذنلشمع الأذن العديد من الفوائد  ومنها للمزيد  ,0,قضية صحية
كيف أحافظ على صحة اللثة ,0,نصائح للحفاظ على صحة اللثة ومنها للمزيد 17 طريقة طبيعية لعلاج التهاب اللثة لم تكن تعرفها8 أغذية خارقة لتقوية الأسنان ومنع تآكلها10 أخطاء في تنظيف أسنانك لم تكن تعلم أنك تفعلهالماذا أحتاج إلى تنظيف أسناني وما بينهما 3 أسباب وجيهة لتنظيف أسنانك بزيت جوز الهند,0,قضية صحية
ما أسباب التهاب اللثة ,0,أسباب التهاب اللثة للمزيد 3 أسباب وجيهة لتنظيف أسنانك بزيت جوز الهندلماذا أحتاج إلى تنظيف أسناني وما بينهما 10 أخطاء في تنظيف أسنانك لم تكن تعلم أنك تفعلها8 أغذية خارقة لتقوية الأسنان ومنع تآكلها17 طريقة طبيعية لعلاج التهاب اللثة لم تكن تعرفها,0,قضية صحية
ما هي علامات اللثة غير السليمة ,0,علامات اللثة غير السليمةقد يتطور مرض اللثة بدون الشعور بالألم حتى عند الوصول إلى مرحلة متأخرة من المرض  إلا أن  هناك بعض العلامات والدلائل التي ت شير إلى عدم صحة اللثة والتي تتطلب اتخاذ بعض الإجراءات التصحيحية أو زيارة الطبيب  ومن هذه العلامات للمزيد 17 طريقة طبيعية لعلاج التهاب اللثة لم تكن تعرفها8 أغذية خارقة لتقوية الأسنان ومنع تآكلها10 أخطاء في تنظيف أسنانك لم تكن تعلم أنك علامات اللثة غير السليمةقد يتطور مرض اللثة بدون الشعور بالألم حتى عند الوصول إلى مرحلة متأخرة من المرض  إلا أن  هناك بعض العلامات والدلائل التي ت شير إلى عدم صحة اللثة والتي تتطلب اتخاذ بعض الإجراءات التصحيحية أو زيارة الطبيب  ومن هذه العلامات للمزيد 17 طريقة طبيعية لعلاج التهاب اللثة لم تكن تعرفها8 أغذية خارقة لتقوية الأسنان ومنع تآكلها10 أخطاء في تنظيف أسنانك لم تكن تعلم أنك تفعلهالماذا أحتاج إلى تنظيف أسناني وما بينهما 3 أسباب وجيهة لتنظيف أسنانك بزيت جوز الهند,0,قضية صحية
