Question,Subj_Q,Answer,Subj_A,Domain
لماذا لا استطيع نشر منشور في ثقافة عالمية,0,لانك لست منظم,1,ثقافة عالمية
بماذا انصح صديقتي التي قالت ماذا افعل بعد ان وعدني شخص من دولة اخرى عرفته لمدة قصيرة شهر او اقل اعجب بي ولم يرني قط وقال انه سياتي بعد عامين لخطبتي واننا لن نتحدث طول هذه المدة   هل انتظره   اخاف ان لا يقبل اهلي به هو فيه كل صفات الزوج الصالح ,1,أولا   يجب عليك  أن تتذكري أن هذا الشخص لم يقابلك  بعد ولا يعرف شخصيتك  الحقيقية  لذا فإنه من المستحيل أن يدرك ما إذا كنت  تناسبين لبعضكما البعض أم لا ثانيا   الانتظار لمدة عامين دون أي اتصال أو تواصل قد يكون صعب ا جد ا  خاصة إذا كان الشخص الذي وعدك بالزواج غير متأكد من رغبته الحقيقية في الزواج بك  وفي النهاية  يجب أن تتخذي القرار الذي يناسبك  بشكل شخصي  إذا كنت  تشعرين أنه من الممكن أن تكونيا متوافقين مع بعضكما البعض  فمن الممكن أن تنتظري لعامين وترى ما إذا كان سيحدث شيء  ولكن  إذا كان هذا الانتظار يسبب لك  الإجهاد أو القلق أو إذا كانت لديك  أية شكوك  فمن الممكن أن تفضلي عدم الانتظار والبحث عأولا   يجب عليك  أن تتذكري أن هذا الشخص لم يقابلك  بعد ولا يعرف شخصيتك  الحقيقية  لذا فإنه من المستحيل أن يدرك ما إذا كنت  تناسبين لبعضكما البعض أم لا ثانيا   الانتظار لمدة عامين دون أي اتصال أو تواصل قد يكون صعب ا جد ا  خاصة إذا كان الشخص الذي وعدك بالزواج غير متأكد من رغبته الحقيقية في الزواج بك  وفي النهاية  يجب أن تتخذي القرار الذي يناسبك  بشكل شخصي  إذا كنت  تشعرين أنه من الممكن أن تكونيا متوافقين مع بعضكما البعض  فمن الممكن أن تنتظري لعامين وترى ما إذا كان سيحدث شيء  ولكن  إذا كان هذا الانتظار يسبب لك  الإجهاد أو القلق أو إذا كانت لديك  أية شكوك  فمن الممكن أن تفضلي عدم الانتظار والبحث عن شخص آخر يناسبك  بشكل أفضل وأخيرا   يجب عليك  أن تعرفي أن الزواج ليس مجرد مسألة اختيار شخص يمتلك بعض الصفات المرغوبة  بل هو علاقة تحتاج إلى توافق شخصي وعاطفي وروحي  وتحتاج إلى جهود مشتركة لجعل العلاقة تعمل بشكل جيد ,0,ثقافة عالمية
لماذا اجد صعوبة في التعبير عن مشاعري  خاصة مشاعر الحب ,1,لنه ليس هناك من  يناسب مشاعرك ليس هناك من يحتوي كلماتك ليس هناك من يعطيك الأمان    لنك خذلت  اكثر من مرة  عش حياتك بهدوء تام وارح نفسك بقراءة كتاب جميل وكوب قهوة    وإياك وصحبه ذوي الأخلاق المحطمة   وكما قال الشاعر واختر من الاصحاب كل مرشد ان القرين بالقرين يقتدي وصحبه الأخيار القلب دواء تزيد القلب نشاطا وقوائ وصحبه الاشرار القلب داء وعمى تزيد للقلب السقيم سقما  ALIA S,1,ثقافة عالمية
ما مذاق الملح,1,مالح  ,1,ثقافة عالمية
كيف اتخلص من الشعور بالفشل وعدم المسؤلية نفسي اشعر اني ناجح واكون شخص منتج ولكن كل ما افعله هو ادمان للتلفون هل السوشيال ميديا دمرت معايير النجاح وما هو النجاح في الاصل ,1,الحل إنك تبدأ تغير من سلوكك و تستبدله بسلوك آخرطبعا  لازم تكون الإرادة دائما  هي أساس و مبدأ حياتك بعد التغيير في السلوك إبدأ شوف مواهبك او شغفك أو الشيء اللي تحلم تكونه و إبدأ حياة جديدة مليئة بالمغامرات الرهيبة اللي راح تحقق لك رغباتك بالتوفيق,1,ثقافة عالمية
برأيك ماذا قد تكون أسباب أحدهم لرفض الحب أو العطاء من أحد الوالدين مثل إن الإبن يرفض عناق أو هدية أبيه  ,1,بسبب الضرب واهانت الاطفال او يحصل امرض الاكنباب,1,ثقافة عالمية
الطيبون للطييات والطيبات الطيبون إن التفسير لهذه الآية خطأ أتدري لماذا  ,1,هذا الايه انزله اللة في المحسنين الطيبون في  اعمالهم,1,ثقافة عالمية
لدي صديقة تحب لفت الانتباه  مهووسة بإرضاء الناس لدرجة أنها تحاول كسب حب أشخاص تكرههم  غير ممتنة ولا تعترف بمجهودات الآخرين وبما يقدمون لها من مساعدة وتنسب كل الجهد إليها  وأيضا أشعر أنها مهووسة بي فهي تقلد كل حركة أقوم بها حرفيا  هذا يزعجني ما العمل ,1,الابتعاد  ,1,ثقافة عالمية
مرحبا كيف اكون مرضية لوالدي واحصل ع محبتهم ,0,سهل وصعب ارضاء الوالدينسهل لانك بأقل فعل اتجاههم من قلبك سوف يرضيهم لانهم يحبونك من اعماق قلوبهم فسوف يرضوا بأقل افعالك اتجاههم صعب فدعني اسرد لك قصة سمعتها عن بر الوالدين مختصرها كالاتىشخص كان يحمل امه على كتفيه لقضاء حاجتها وبعد ذلك ينظف لها لعجزها عن فعل ذلك    فسأل   هل بهذا يكون بذلك الفعل أبرها   فرد عليه انه اثناء حمله لها ومع تكرار ذلك قد يأتى فى قلبه يتمنى لها ان يتولها الله برحمته ولا يطيل من عمرها رحمة لها وله  ولكن عندما كانت هى تحمله وتنظف له بعد قضاء حاجته كانت تتمنى له ان يطيل الله فى عمره والسعادة تملىء قلبها بفعل ذلك فعليك بإطاعة والديك ولا تجادلهم ولا تخطأهم حتى لو كانوا مخطئسهل وصعب ارضاء الوالدينسهل لانك بأقل فعل اتجاههم من قلبك سوف يرضيهم لانهم يحبونك من اعماق قلوبهم فسوف يرضوا بأقل افعالك اتجاههم صعب فدعني اسرد لك قصة سمعتها عن بر الوالدين مختصرها كالاتىشخص كان يحمل امه على كتفيه لقضاء حاجتها وبعد ذلك ينظف لها لعجزها عن فعل ذلك    فسأل   هل بهذا يكون بذلك الفعل أبرها   فرد عليه انه اثناء حمله لها ومع تكرار ذلك قد يأتى فى قلبه يتمنى لها ان يتولها الله برحمته ولا يطيل من عمرها رحمة لها وله  ولكن عندما كانت هى تحمله وتنظف له بعد قضاء حاجته كانت تتمنى له ان يطيل الله فى عمره والسعادة تملىء قلبها بفعل ذلك فعليك بإطاعة والديك ولا تجادلهم ولا تخطأهم حتى لو كانوا مخطئين واعمل بتفكر بآيات الله عز وجل   و ق ض ى ر ب  ك  أ ل  ا ت ع ب د وا إ ل  ا إ ي  اه  و ب ال و ال د ي ن  إ ح س ان ا إ م  ا ي ب ل غ ن   ع ن د ك  ال ك ب ر  أ ح د ه م ا أ و  ك ل اه م ا ف ل ا ت ق ل  ل ه م ا أ ف   و ل ا ت ن ه ر ه م ا و ق ل  ل ه م ا ق و ل ا ك ر يم ا  و و ص  ي ن ا ال إ نس ان  ب و ال د ي ه  ح م ل ت ه  أ م  ه  و ه ن ا ع ل ى  و ه ن  و ف ص ال ه  ف ي ع ام ي ن  أ ن  اش ك ر  ل ي و ل و ال د ي ك  إ ل ي   ال م ص ير   و إ ن ج اه د اك  ع ل ى  أ ن ت ش ر ك  ب ي م ا ل ي س  ل ك  ب ه  ع ل م  ف ل ا ت ط ع ه م ا و ص اح ب ه م ا ف ي الد  ن ي ا م ع ر وف ا و ات  ب ع  س ب يل  م ن  أ ن اب  إ ل ي   ث م   إ ل ي   م ر ج ع ك م  ف أ ن ب  ئ ك م ب م ا ك نت م  ت ع م ل ون  اطال الله فى عمر والديكورحم الله ابى وامى وجميع اموات المسلمين   اللهم آمين   ,1,ثقافة عالمية
من رأيك ما أسوء شيئا في الحب ,1,الحب الغير صادق,1,ثقافة عالمية
كيف استفيد اكثر من كورا ولا اضيع وقتي بمنشورات سخيفة  لو رجعت لعمر 18شو الامور الي ممكن تعملها وشو الامور الي رح تمنع نفسك تمنعها   نصيحه لبنت بعمر 18  ,1,السلام عليكم ورحمة الله وبركاتهأول ما أنصحك به تعلم اللغات  تعلمي أكبر عدد ممكن من اللغات,0,ثقافة عالمية
ازاي اقنع نفسي بمذاكره مواد الكليه بالرغم اني مش حباها    ,1,أنا أحب هذه الاسئلة جدا   لانها مضحكة مبكية ازاي اقنع نفسي بحب    مواد لا احبها ازاي اقنع نفسي بحب    رجل ساتزوجه دون حب لكن العقل والمنطق يقول  لماذا أجبر نفسي بقبول شيئ لا تتقبله أليس من الأفضل  أن اجد اختصاص يعجبني اكثر  على أن اغصب نفسي على دراسة مواد اكرهها اجبري نفسك على دراسة ما تكرهين  لكن عندما تنتهي من الدراسة ستقعين في نفس المشكلة والتي هي انك ستكرهين عملك  لانه امتداد لنفس الاختصاص,1,ثقافة عالمية
هل يمكنك ان تخبرني معلومة تجعلني اشعر اني لم اتعلم من قبل شيء من كثر انها مذهلة ,1,فرحة قلبك حينما ترى اخا  او اختا  لك في الإسلام سعداء بأمر انت تتمناه لنفسك ولم يتحقق لك   فتشعر من اعماق قلبك انك شعرت بسعاده لاتوصف من اجلهم وكأن الأمر تحقق لك انت شخصيا     بالنسبة لي هذه اجمل واعظم معلومه ستجعلك تشعر بالذهول    خاصة  في وقتنا الحاضر لأننا كمسلمين تغيب عن حياتنا حب لأخيك ماتحبه لنفسك الا مارحم ربي  ارجو الله ان لاتغيب كثيرا    حفظكم الرحمن  ,1,ثقافة عالمية
ازاي اتخلص من ال overthinking,1,يعاني العديد من الأشخاص من الزائد والتفكير المفرط في الأمور الصغيرة والكبيرة  لتجاوز هذه المشكلة  يمكن اتباع بعض النصائح العملية التالية 1  2  3  4 يعاني العديد من الأشخاص من الزائد والتفكير المفرط في الأمور الصغيرة والكبيرة  لتجاوز هذه المشكلة  يمكن اتباع بعض النصائح العملية التالية 1  2  3  4 5 6  7  ,0,ثقافة عالمية
اتوتر عندما أقابل رجلا اول مرة هل هذا عادي  القيت بشاب يريد الزواج بعد الموعد مباشرة ارسل رسالة نصية يبدي اعجابه الشديد بشكلي ويتمنى ان نتفاهم كي نستمر طلب رايي فيه قلت تبدو رجلا طيبا ذو اخلاق الله يوفقنا لما فيه الخير بعدها لم يتصل بي يومين  لماذا ,1,نعم  انت خجولة جدا  وهذا شيئ جيد بحسب العمر  لكن أن كنت فوق سن ال25 سنة  فيجب أن تتخلي عن الخجل اكثر الاحيان يكون الخجل وبحسب العالم زيجموند فرويد  ليس من الشخص بذاته  لكن بسبب النشاط الجنسي  ولانه يأتي لطلب الزواج  فتفكر المرأة سريعا بأنها ستمارس الجنس معه عندما تزوجا   وهذا خطأ تكتيكي انسي موضوع الجنس الآن  هذا الشخص يريد أن يتعرف عليك فقط  تعرفي عليه وكأنك تقومين بمقابلة عمل   أو انك تلتقين بجارك أو استاذك أو أي شخص آخر لا يعني لك اذا السينما  داخل عقلك هذه  التي تتخيل أفلام هندية  اوقفيها وفكري بشكل جذري وعقلاني وهكذا يذهب عنك الخجل تحياتي,1,ثقافة عالمية
ماذا لو احبت فتاة متزوجة ,0,شعورك بخصك انت وبس  حبها متل ما بدك  لكن تصرفك تجاه شعورك هو ما ستحاسب عليه  الله يهديك ويصلح حالك  الله اعلم بالظروف التي اوقعتك بحبها  اتخيل انها مسؤوله ايضا  عن شعورك هذا لإن المرأه العفيفه   وان كان زوجها سيئا   تصد اي رجل يقترب ولو حتى من بعيد والمرأه لديها استشعار عالي تجاه الاعجاب وخاصة المتزوجه كان عليها ان تبعدك عنها ولكن يبدو انها ضعيفة وقليلة حيله  على اي حال  اتقي الله,1,ثقافة عالمية
اعمل ايه عشان اتخطي علاقة مؤثرة في حياتي وانسي ذكرياتها ازاي ,0,اشتغلواشغل نفسك بحاجه انت بتحبهاحتي لو هتتفرج ع افلام او مسرحيات انت بتحبهااو اقرأ كتب عشان تركز ف القراءه وتتامل الموضوع ودا هخرجك تدريجيا,1,ثقافة عالمية
أنا في 21 من العمر  تركت الدراسة في المرحلة المتوسطة رغم إمكانياتي وقدراتي فمعدلاتي كانت ممتازة  لكن الآن ندمت أشد الندم وأبحث عن طريقة للتعويض عن ما فاتني  فكيف يمكنني تطوير مستواي العلمي ذاتيا وهل هذا ممكن وهل لا تزال الفرصة أمامي ,0,مرحبا  مررت صدفة فرأيت سؤالك هذا لست اكبرك الا ببعض أعوام قليلة واستطيع أن اخبرك ان الاوان لم يفت فعلا  لا زلت شابا  او شابة بأي حال أنك صغير بالعمر والمجال مفتوح امامك بشدة باليك بعض الحلول   1  اما ان تعود لاكمال الدراسة فقط لكي تتمكن من دخول الجامعة والمضي في مجال تحبه 2  ان لم تقدر على اكمال الثانوية فلا تقلق لا زال هناك حلول فأنا شخصيا  اثناء دخولي الجامعه ودراستي لم استفد الكثير من حصيلة الدراسة في ال 6 السنوات الاخيرة ما يعني هذا  يعني انك تستطيع فعلا المضي بأي مجال تحبه دون الحاجة لاكمال الثانوية عبر الدورات والمعاهد سواء في الانترنت او في بلدك 3  ان لم تلائمك فكرة الدراسة والحفظ مجددامرحبا  مررت صدفة فرأيت سؤالك هذا لست اكبرك الا ببعض أعوام قليلة واستطيع أن اخبرك ان الاوان لم يفت فعلا  لا زلت شابا  او شابة بأي حال أنك صغير بالعمر والمجال مفتوح امامك بشدة باليك بعض الحلول   1  اما ان تعود لاكمال الدراسة فقط لكي تتمكن من دخول الجامعة والمضي في مجال تحبه 2  ان لم تقدر على اكمال الثانوية فلا تقلق لا زال هناك حلول فأنا شخصيا  اثناء دخولي الجامعه ودراستي لم استفد الكثير من حصيلة الدراسة في ال 6 السنوات الاخيرة ما يعني هذا  يعني انك تستطيع فعلا المضي بأي مجال تحبه دون الحاجة لاكمال الثانوية عبر الدورات والمعاهد سواء في الانترنت او في بلدك 3  ان لم تلائمك فكرة الدراسة والحفظ مجددا  فيمكنك تعلم حرفة ما كتشكيل الفخار والخياطة وصناعه الحلويات او الشموع او الدمى    الخ   وصنع مشروعك الخاص الصغير 4  ان كنت تبحث فقط عن طريقة لتنمية ثقافتك وعلمك لا غير فيمكنك ان تتجه للكتب والقنوات الثقافية على اليوتيوب وتذكر ان الدراسة في المدارس لا تعطي الا الشيء اليسير من بحر العلم الواسع واخيرا  اود ان تعرف ان الحصيلة الدراسية لا تحدد قيمتك او ما انت والنجاح لديه مئة طريق وليس شرطا  ان تكون كلها تجلب المال او الشهرة ,1,ثقافة عالمية
اذا سئلوك بين أن تعيش طول حياتك مع شخص يحبك او شخص انتة فقط تحبه  ماذا تختار ,0,شخص يحبنى بالتاكيد   بس اهم شئ يكون بالفعل و اكون متاكد انو بيحبي,1,ثقافة عالمية
أخاف من تجربة كل ماهو جديد  ,1,ومن يتهيب صعود الجباليعش أبد الدهر بين الحفر,1,ثقافة عالمية
ما هو افضل وقت للزواج وقت وليس سن منة أشعر انني نضجت ويمكنني الزواج وكيف اعرف ان هذا هو الشريك المناسب    ,1,افضل وقت للزواج في وقتنا الحالي عندما تكون مستقل ماديا  وقادر على تحمل المسؤولية من الناحية المادية والمعنوية    ويمكنك معرفة درجة الانسجام مع شريكتك اثناء الخطوبة    فقط تخي ل انها ستكون معك لوحدكما على جزيرة فارغة تماما  من البشر فهل ستضجر منها ام ستعوضك عن الجميع    وقتها ستعرف انها الشريك المناسب ام لا,1,ثقافة عالمية
